Index,Message,Description,Message Abstract,Description Abstract
2282,chore(deps): update dependency ts-node to v8.10.0,,chore(deps): update dependency ts-node to v8.10.0,
2283,chore(deps): update dependency jest to v25.5.4,,chore(deps): update dependency jest to v25.5.4,
2284,fix(@nestjs/graphql): update federation module directive loading,Update the schema with provided custom directives before initializing the ApolloServer per unique requirements of federated services. Closes #837,fix(@nestjs/graphql): update federation module directive loading,Update the schema with provided custom directives before initializing the ApolloServer per unique requirements of federated services. Closes #837
2285,chore(deps): update dependency lint-staged to v10.2.2,,chore(deps): update dependency lint-staged to v10.2.2,
2286,chore(deps): update dependency jest to v25.5.3,,chore(deps): update dependency jest to v25.5.3,
2287,chore(deps): update dependency lint-staged to v10.2.1,,chore(deps): update dependency lint-staged to v10.2.1,
2288,chore(): release v7.3.5,,chore(): release v7.3.5,
2289,Merge pull request #831 from nestjs/fix/context-instance-830,fix(): assign req to object instead of object merge #830,Merge pull request #831 from nestjs/fix/context-instance-830,fix(): assign req to object instead of object merge #830
2290,Merge pull request #816 from nestjs/renovate/chokidar-3.x,fix(deps): update dependency chokidar to v3.4.0,Merge pull request #816 from nestjs/renovate/chokidar-3.x,fix(deps): update dependency chokidar to v3.4.0
2291,Merge pull request #814 from beeman/beeman/resolve-type-undefined,fix: make sure to handle undefined case in ResolveTypeFactory,Merge pull request #814 from beeman/beeman/resolve-type-undefined,fix: make sure to handle undefined case in ResolveTypeFactory
2292,fix(): assign req to object instead of object merge #830,,fix(): assign req to object instead of object merge #830,
2293,chore(deps): update dependency jest to v25.5.2,,chore(deps): update dependency jest to v25.5.2,
2294,fix(deps): update dependency uuid to v8,,fix(deps): update dependency uuid to v8,
2295,chore(deps): update dependency jest to v25.5.1,,chore(deps): update dependency jest to v25.5.1,
2296,chore(deps): update dependency jest to v25.5.0,,chore(deps): update dependency jest to v25.5.0,
2297,chore(deps): update dependency lint-staged to v10.2.0,,chore(deps): update dependency lint-staged to v10.2.0,
2298,chore(deps): update dependency @typescript-eslint/parser to v2.30.0,,chore(deps): update dependency @typescript-eslint/parser to v2.30.0,
2299,chore(deps): update dependency @typescript-eslint/eslint-plugin to v2.30.0,,chore(deps): update dependency @typescript-eslint/eslint-plugin to v2.30.0,
2300,fix(deps): update dependency chokidar to v3.4.0,,fix(deps): update dependency chokidar to v3.4.0,
2301,chore(deps): update dependency ts-node to v8.9.1,,chore(deps): update dependency ts-node to v8.9.1,
2302,fix: make sure to handle undefined case in ResolveTypeFactory,,fix: make sure to handle undefined case in ResolveTypeFactory,
2303,chore(deps): update nest monorepo to v7.0.9,,chore(deps): update nest monorepo to v7.0.9,
2304,chore(deps): update dependency @types/node-fetch to v2.5.7,,chore(deps): update dependency @types/node-fetch to v2.5.7,
2305,chore(deps): update dependency class-validator to v0.12.2,,chore(deps): update dependency class-validator to v0.12.2,
2306,Create lock.yml,,Create lock.yml,
2307,chore(deps): update dependency eslint-config-prettier to v6.11.0,,chore(deps): update dependency eslint-config-prettier to v6.11.0,
2308,chore(deps): update dependency prettier to v2.0.5,,chore(deps): update dependency prettier to v2.0.5,
2309,chore(deps): update dependency lint-staged to v10.1.7,,chore(deps): update dependency lint-staged to v10.1.7,
2310,chore(): release v7.3.4,,chore(): release v7.3.4,
2311,Merge branch 'master' of https://github.com/nestjs/graphql,,Merge branch 'master' of link,
2312,fix(mapped-types): inherit all fields from the prototype chain,,fix(mapped-types): inherit all fields from the prototype chain,
2313,chore(deps): update dependency ts-node to v8.9.0,,chore(deps): update dependency ts-node to v8.9.0,
2314,chore(deps): update typescript-eslint monorepo to v2.29.0,,chore(deps): update typescript-eslint monorepo to v2.29.0,
2315,chore(): release v7.3.3,,chore(): release v7.3.3,
2316,Merge pull request #799 from nestjs/renovate/nestjs-mapped-types-0.x,fix(deps): update dependency @nestjs/mapped-types to v0.0.3,Merge pull request #799 from nestjs/renovate/nestjs-mapped-types-0.x,fix(deps): update dependency @nestjs/mapped-types to v0.0.3
2317,fix(deps): update dependency @nestjs/mapped-types to v0.0.3,,fix(deps): update dependency @nestjs/mapped-types to v0.0.3,
2318,chore(): release v7.3.2,,chore(): release v7.3.2,
2319,fix(): fix async context factories,,fix(): fix async context factories,
2320,Merge pull request #789 from nestjs/renovate/nestjs-mapped-types-0.x,fix(deps): update dependency @nestjs/mapped-types to v0.0.2,Merge pull request #789 from nestjs/renovate/nestjs-mapped-types-0.x,fix(deps): update dependency @nestjs/mapped-types to v0.0.2
2321,chore(deps): update dependency jest to v25.4.0,,chore(deps): update dependency jest to v25.4.0,
2322,chore(deps): update dependency lint-staged to v10.1.6,,chore(deps): update dependency lint-staged to v10.1.6,
2323,chore(deps): update dependency class-validator to v0.12.1,,chore(deps): update dependency class-validator to v0.12.1,
2324,chore(deps): update dependency class-validator to v0.12.0,,chore(deps): update dependency class-validator to v0.12.0,
2325,chore(deps): update dependency lint-staged to v10.1.5,,chore(deps): update dependency lint-staged to v10.1.5,
2326,chore(deps): update dependency lint-staged to v10.1.4,,chore(deps): update dependency lint-staged to v10.1.4,
2327,fix(deps): update dependency @nestjs/mapped-types to v0.0.2,,fix(deps): update dependency @nestjs/mapped-types to v0.0.2,
2328,chore(): release v7.3.1,,chore(): release v7.3.1,
2329,Merge pull request #782 from nestjs/feat/expose-context-id,"feat(): use request context id symbol, attach to ctx",Merge pull request #782 from nestjs/feat/expose-context-id,"feat(): use request context id symbol, attach to ctx"
2330,Merge branch 'master' of https://github.com/nestjs/graphql,,Merge branch 'master' of link,
2331,Merge branch 'Diluka-mixin-type-helper',,Merge branch 'Diluka-mixin-type-helper',
2332,feat(): use mapped types library,,feat(): use mapped types library,
2333,Merge branch 'mixin-type-helper' of https://github.com/Diluka/graphql into Diluka-mixin-type-helper,,Merge branch 'mixin-type-helper' of link into Diluka-mixin-type-helper,
2334,Merge pull request #787 from nestjs/renovate/merge-graphql-schemas-1.x,fix(deps): update dependency merge-graphql-schemas to v1.7.8,Merge pull request #787 from nestjs/renovate/merge-graphql-schemas-1.x,fix(deps): update dependency merge-graphql-schemas to v1.7.8
2335,Merge branch 'master' of https://github.com/nestjs/graphql,,Merge branch 'master' of link,
2336,feat(): add extensions feature,,feat(): add extensions feature,
2337,chore(deps): update dependency ts-jest to v25.4.0,,chore(deps): update dependency ts-jest to v25.4.0,
2338,fix(deps): update dependency merge-graphql-schemas to v1.7.8,,fix(deps): update dependency merge-graphql-schemas to v1.7.8,
2339,refactor(@nestjs/graphql): rename helper, rename MixinType into IntersectionType use intersection type inside Type rather than out,refactor(@nestjs/graphql): rename helper,rename MixinType into IntersectionType use intersection type inside Type rather than out
2340,chore(): release v7.3.0,,chore(): release v7.3.0,
2341,Merge branch 'master' of https://github.com/nestjs/graphql,,Merge branch 'master' of link,
2342,feat(schema-gen): add scalars param to graphql schema generator,,feat(schema-gen): add scalars param to graphql schema generator,
2343,feat(schema-gen): add scalars param to graphql schema generator,,feat(schema-gen): add scalars param to graphql schema generator,
2344,Merge branch 'master' of https://github.com/nestjs/graphql,,Merge branch 'master' of link,
2345,refactor(): move conditions in scalars explorer,,refactor(): move conditions in scalars explorer,
2346,Merge pull request #783 from nestjs/feat/add-complexity,feat(): add complexity feature,Merge pull request #783 from nestjs/feat/add-complexity,feat(): add complexity feature
2347,Merge pull request #785 from nestjs/feat/def-generator-options,feat(): add additional definitions generator options,Merge pull request #785 from nestjs/feat/def-generator-options,feat(): add additional definitions generator options
2348,Merge branch 'kaorun343-fix/custom-scalar',,Merge branch 'kaorun343-fix/custom-scalar',
2349,fix(): change description to an optional property (scalar),,fix(): change description to an optional property (scalar),
2350,Merge branch 'fix/custom-scalar' of https://github.com/kaorun343/graphql into kaorun343-fix/custom-scalar,,Merge branch 'fix/custom-scalar' of link into kaorun343-fix/custom-scalar,
2351,Merge pull request #678 from ludorenzetti/feat-federation-extend-typedefs,GraphQL Federation - typedefs merged with typePaths,Merge pull request #678 from ludorenzetti/feat-federation-extend-typedefs,GraphQL Federation - typedefs merged with typePaths
2352,feat(): add additional definitions generator options,,feat(): add additional definitions generator options,
2353,Merge pull request #784 from nestjs/renovate/nest-monorepo,chore(deps): update nest monorepo to v7.0.8,Merge pull request #784 from nestjs/renovate/nest-monorepo,chore(deps): update nest monorepo to v7.0.8
2354,chore(deps): update nest monorepo to v7.0.8,,chore(deps): update nest monorepo to v7.0.8,
2355,feat(): add complexity feature,,feat(): add complexity feature,
2356,"feat(): use request context id symbol, attach to ctx",,"feat(): use request context id symbol, attach to ctx",
2357,chore(deps): update dependency graphql-tools to v5,,chore(deps): update dependency graphql-tools to v5,
2358,chore(): release v7.2.4,,chore(): release v7.2.4,
2359,fix(mapped-types): eagarly load type function,,fix(mapped-types): eagarly load type function,
2360,chore(): release v7.2.3,,chore(): release v7.2.3,
2361,Merge branch 'master' of https://github.com/nestjs/graphql,,Merge branch 'master' of link,
2362,fix(plugin): fix adding imports per file,,fix(plugin): fix adding imports per file,
2363,Merge pull request #758 from nestjs/renovate/apollo-federation-0.x,chore(deps): update dependency @apollo/federation to v0.14.0,Merge pull request #758 from nestjs/renovate/apollo-federation-0.x,chore(deps): update dependency @apollo/federation to v0.14.0
2364,chore(deps): update dependency @apollo/federation to v0.14.0,,chore(deps): update dependency @apollo/federation to v0.14.0,
2365,Merge pull request #759 from nestjs/renovate/apollo-gateway-0.x,chore(deps): update dependency @apollo/gateway to v0.14.0,Merge pull request #759 from nestjs/renovate/apollo-gateway-0.x,chore(deps): update dependency @apollo/gateway to v0.14.0
2366,chore(): release v7.2.2,,chore(): release v7.2.2,
2367,fix(plugin): fallback to an empty object (metadata),,fix(plugin): fallback to an empty object (metadata),
2368,Merge branch 'master' of https://github.com/nestjs/graphql,,Merge branch 'master' of link,
2369,fix(): fix directives on parent classes,,fix(): fix directives on parent classes,
2370,feat(@nestjs/graphql): add mixin type helper,,feat(@nestjs/graphql): add mixin type helper,
2371,chore(deps): update typescript-eslint monorepo to v2.28.0,,chore(deps): update typescript-eslint monorepo to v2.28.0,
2372,chore(deps): update dependency @types/node-fetch to v2.5.6,,chore(deps): update dependency @types/node-fetch to v2.5.6,
2373,chore(deps): update dependency husky to v4.2.5,,chore(deps): update dependency husky to v4.2.5,
2374,chore(deps): update dependency husky to v4.2.4,,chore(deps): update dependency husky to v4.2.4,
2375,chore(deps): update dependency lint-staged to v10.1.3,,chore(deps): update dependency lint-staged to v10.1.3,
2376,fix(): custom-scalar.interface.ts,,fix(): custom-scalar.interface.ts,
2377,chore(deps): update dependency jest to v25.3.0,,chore(deps): update dependency jest to v25.3.0,
2378,chore(deps): update dependency @apollo/gateway to v0.14.0,,chore(deps): update dependency @apollo/gateway to v0.14.0,
2379,chore(deps): update apollo graphql packages to v2.12.0,,chore(deps): update apollo graphql packages to v2.12.0,
2380,chore(deps): update typescript-eslint monorepo to v2.27.0,,chore(deps): update typescript-eslint monorepo to v2.27.0,
2381,chore(deps): update dependency prettier to v2.0.4,,chore(deps): update dependency prettier to v2.0.4,
2382,chore(deps): update dependency prettier to v2.0.3,,chore(deps): update dependency prettier to v2.0.3,
2383,fix(): set argument type of parse-literal,,fix(): set argument type of parse-literal,
2384,fix(): update custom-scalar for strict mode,,fix(): update custom-scalar for strict mode,
2385,chore(): release v7.2.1,,chore(): release v7.2.1,
2386,Merge branch 'master' of https://github.com/nestjs/graphql,,Merge branch 'master' of link,
2387,fix(): fix ast definitions generation for federated graph,,fix(): fix ast definitions generation for federated graph,
2388,chore(deps): update dependency lint-staged to v10.1.2,,chore(deps): update dependency lint-staged to v10.1.2,
2389,chore(deps): update dependency ts-node to v8.8.2,,chore(deps): update dependency ts-node to v8.8.2,
2390,chore(): release v7.2.0,,chore(): release v7.2.0,
2391,feat(): update to graphql v15,,feat(): update to graphql v15,
2392,Merge pull request #733 from nestjs/renovate/graphql-15.x,chore(deps): update dependency graphql to v15,Merge pull request #733 from nestjs/renovate/graphql-15.x,chore(deps): update dependency graphql to v15
2393,Merge pull request #729 from nestjs/renovate/uuid-7.x,fix(deps): update dependency uuid to v7.0.3,Merge pull request #729 from nestjs/renovate/uuid-7.x,fix(deps): update dependency uuid to v7.0.3
2394,Merge pull request #734 from nestjs/renovate/merge-graphql-schemas-1.x,fix(deps): update dependency merge-graphql-schemas to v1.7.7,Merge pull request #734 from nestjs/renovate/merge-graphql-schemas-1.x,fix(deps): update dependency merge-graphql-schemas to v1.7.7
2395,chore(deps): update dependency @types/jest to v25.2.1,,chore(deps): update dependency @types/jest to v25.2.1,
2396,chore(deps): update dependency @types/jest to v25.2.0,,chore(deps): update dependency @types/jest to v25.2.0,
2397,chore(deps): update dependency ts-jest to v25.3.1,,chore(deps): update dependency ts-jest to v25.3.1,
2398,chore(deps): update dependency jest to v25.2.7,,chore(deps): update dependency jest to v25.2.7,
2399,chore(deps): update dependency @types/jest to v25.1.5,,chore(deps): update dependency @types/jest to v25.1.5,
2400,fix(deps): update dependency merge-graphql-schemas to v1.7.7,,fix(deps): update dependency merge-graphql-schemas to v1.7.7,
2401,chore(deps): update dependency graphql to v15,,chore(deps): update dependency graphql to v15,
2402,chore(deps): update dependency jest to v25.2.6,,chore(deps): update dependency jest to v25.2.6,
2403,fix(deps): update dependency uuid to v7.0.3,,fix(deps): update dependency uuid to v7.0.3,
2404,chore(deps): update dependency lint-staged to v10.1.1,,chore(deps): update dependency lint-staged to v10.1.1,
2405,chore(): release v7.1.5,,chore(): release v7.1.5,
2406,Merge branch 'master' of https://github.com/nestjs/graphql,,Merge branch 'master' of link,
2407,fix(): add eager imports to analysed field types,,fix(): add eager imports to analysed field types,
2408,chore(deps): update typescript-eslint monorepo to v2.26.0,,chore(deps): update typescript-eslint monorepo to v2.26.0,
2409,chore(deps): update dependency lint-staged to v10.1.0,,chore(deps): update dependency lint-staged to v10.1.0,
2410,chore(deps): update dependency ts-jest to v25.3.0,,chore(deps): update dependency ts-jest to v25.3.0,
2411,chore(deps): update dependency jest to v25.2.4,,chore(deps): update dependency jest to v25.2.4,
2412,chore(deps): update nest monorepo to v7.0.7,,chore(deps): update nest monorepo to v7.0.7,
2413,chore(): release v7.1.4,,chore(): release v7.1.4,
2414,Merge branch 'master' of https://github.com/nestjs/graphql,,Merge branch 'master' of link,
2415,feat(): add graphql schema host,,feat(): add graphql schema host,
2416,chore(deps): update dependency lint-staged to v10.0.10,,chore(deps): update dependency lint-staged to v10.0.10,
2417,chore(deps): update dependency eslint-plugin-import to v2.20.2,,chore(deps): update dependency eslint-plugin-import to v2.20.2,
2418,chore(): release v7.1.3,,chore(): release v7.1.3,
2419,refactor(): add cannot determine input/output error classes,,refactor(): add cannot determine input/output error classes,
2420,chore(): release v7.1.2,,chore(): release v7.1.2,
2421,Merge branch 'master' of https://github.com/nestjs/graphql,,Merge branch 'master' of link,
2422,feat(): add decorator type argument to type utils,,feat(): add decorator type argument to type utils,
2423,chore(deps): update dependency jest to v25.2.3,,chore(deps): update dependency jest to v25.2.3,
2424,chore(deps): update nest monorepo to v7.0.6,,chore(deps): update nest monorepo to v7.0.6,
2425,chore(deps): update dependency jest to v25.2.2,,chore(deps): update dependency jest to v25.2.2,
2426,chore(): release v7.1.1,,chore(): release v7.1.1,
2427,Merge branch 'master' of https://github.com/nestjs/graphql,,Merge branch 'master' of link,
2428,feat(): add validation and transformation rules inheritance,,feat(): add validation and transformation rules inheritance,
2429,chore(deps): update dependency jest to v25.2.1,,chore(deps): update dependency jest to v25.2.1,
2430,chore(): release v7.1.0,,chore(): release v7.1.0,
2431,Merge branch 'master' of https://github.com/nestjs/graphql,,Merge branch 'master' of link,
2432,feat(): add type helpers functions,,feat(): add type helpers functions,
2433,chore(deps): update dependency jest to v25.2.0,,chore(deps): update dependency jest to v25.2.0,
2434,Update README.md,,Update README.md,
2435,chore(deps): update dependency @types/node to v12.12.31,,chore(deps): update dependency @types/node to v12.12.31,
2436,chore(): release v7.0.15,,chore(): release v7.0.15,
2437,Merge branch 'master' of https://github.com/nestjs/graphql,,Merge branch 'master' of link,
2438,fix(): invalid args decorator signature (add overload),,fix(): invalid args decorator signature (add overload),
2439,chore(deps): update dependency lint-staged to v10.0.9,,chore(deps): update dependency lint-staged to v10.0.9,
2440,chore(deps): update dependency prettier to v2.0.2,,chore(deps): update dependency prettier to v2.0.2,
2441,chore(deps): update typescript-eslint monorepo to v2.25.0,,chore(deps): update typescript-eslint monorepo to v2.25.0,
2442,chore(): release v7.0.14,,chore(): release v7.0.14,
2443,fix(): add more verbose error for code first decorators,,fix(): add more verbose error for code first decorators,
2444,fix(): add missing class validator (dev dependency),,fix(): add missing class validator (dev dependency),
2445,chore(): release v7.0.13,,chore(): release v7.0.13,
2446,Merge branch 'master' of https://github.com/nestjs/graphql,,Merge branch 'master' of link,
2447,fix(): fix directives on field resolers,,fix(): fix directives on field resolers,
2448,chore(deps): update nest monorepo to v7.0.5,,chore(deps): update nest monorepo to v7.0.5,
2449,Merge branch 'master' of https://github.com/nestjs/graphql,,Merge branch 'master' of link,
2450,fix(): remove optional deps,,fix(): remove optional deps,
2451,fix(): remove optional deps,,fix(): remove optional deps,
2452,Merge pull request #686 from nestjs/renovate/eslint-config-prettier-6.x,chore(deps): update dependency eslint-config-prettier to v6.10.1,Merge pull request #686 from nestjs/renovate/eslint-config-prettier-6.x,chore(deps): update dependency eslint-config-prettier to v6.10.1
2453,chore(deps): update dependency eslint-config-prettier to v6.10.1,,chore(deps): update dependency eslint-config-prettier to v6.10.1,
2454,chore(deps): update dependency ts-node to v8.8.1,,chore(deps): update dependency ts-node to v8.8.1,
2455,chore(deps): update dependency ts-node to v8.8.0,,chore(deps): update dependency ts-node to v8.8.0,
2456,chore(deps): update dependency prettier to v2,,chore(deps): update dependency prettier to v2,
2457,chore(deps): update nest monorepo to v7.0.4,,chore(deps): update nest monorepo to v7.0.4,
2458,chore(): release v7.0.12,,chore(): release v7.0.12,
2459,fix(): override get type method in gql execution context,,fix(): override get type method in gql execution context,
2460,chore(): release v7.0.11,,chore(): release v7.0.11,
2461,fix(): add missing model prefix to plugin,,fix(): add missing model prefix to plugin,
2462,chore(): release v7.0.10,,chore(): release v7.0.10,
2463,Merge branch 'master' of https://github.com/nestjs/graphql,,Merge branch 'master' of link,
2464,fix(plugin): apply plugin metadata on prototypes,,fix(plugin): apply plugin metadata on prototypes,
2465,feat(federation): add support for graphql federation typedefs,Allows the use of typeDefs in addition to typePaths in NestJS GraphQL Federation module. This feature is already available for the NestJS GraphQL module.,feat(federation): add support for graphql federation typedefs,Allows the use of typeDefs in addition to typePaths in NestJS GraphQL Federation module. This feature is already available for the NestJS GraphQL module.
2466,chore(deps): update dependency ts-node to v8.7.0,,chore(deps): update dependency ts-node to v8.7.0,
2467,chore(): release v7.0.9,,chore(): release v7.0.9,
2468,Merge branch 'tngmichael-plugin-fix-proposal',,Merge branch 'tngmichael-plugin-fix-proposal',
2469,refactor(): move to a separate method,,refactor(): move to a separate method,
2470,Merge branch 'plugin-fix-proposal' of https://github.com/tngmichael/graphql into tngmichael-plugin-fix-proposal,,Merge branch 'plugin-fix-proposal' of link into tngmichael-plugin-fix-proposal,
2471,chore(): release v7.0.8,,chore(): release v7.0.8,
2472,fix(): fix getters in object types #673,,fix(): fix getters in object types #673,
2473,chore(): release v7.0.7,,chore(): release v7.0.7,
2474,Merge branch 'master' of https://github.com/nestjs/graphql,,Merge branch 'master' of link,
2475,"fix(): fix abstract resolvers, field resolver args",,"fix(): fix abstract resolvers, field resolver args",
2476,fix(): some changes not correctly applied,,fix(): some changes not correctly applied,
2477,chore(deps): update nest monorepo to v7.0.3,,chore(deps): update nest monorepo to v7.0.3,
2478,chore(deps): update typescript-eslint monorepo to v2.24.0,,chore(deps): update typescript-eslint monorepo to v2.24.0,
2479,chore(): release v7.0.6,,chore(): release v7.0.6,
2480,feat(): register interface implementations automatically,,feat(): register interface implementations automatically,
2481,chore(): release v7.0.5,,chore(): release v7.0.5,
2482,"fix(): fix orphaned types factory, update e2e test",,"fix(): fix orphaned types factory, update e2e test",
2483,fix(): fallback type to object instead of undefined,,fix(): fallback type to object instead of undefined,
2484,chore(): release v7.0.4,,chore(): release v7.0.4,
2485,Merge branch 'master' of https://github.com/nestjs/graphql,,Merge branch 'master' of link,
2486,fix(): interface type shouldnt require arguments,,fix(): interface type shouldnt require arguments,
2487,Merge pull request #667 from igrek8/master,fix(): subscription.subscribe() not copied,Merge pull request #667 from igrek8/master,fix(): subscription.subscribe() not copied
2488,chore(): release v7.0.3,,chore(): release v7.0.3,
2489,Merge branch 'master' of https://github.com/nestjs/graphql,,Merge branch 'master' of link,
2490,fix(): revert back release-it update,,fix(): revert back release-it update,
2491,chore(): release v7.0.2,,chore(): release v7.0.2,
2492,Merge branch 'master' of https://github.com/nestjs/graphql,,Merge branch 'master' of link,
2493,fix(): inherit metadata (fields) if exists,,fix(): inherit metadata (fields) if exists,
2494,test(): fix e2e tests,,test(): fix e2e tests,
2495,fix(): avoid adding barrel import (plugin),,fix(): avoid adding barrel import (plugin),
2496,feat(): update to the latest version (nest monorepo),,feat(): update to the latest version (nest monorepo),
2497,chore(deps): update nest monorepo to v7.0.2,,chore(deps): update nest monorepo to v7.0.2,
2498,fix(): subscription.subscribe() not copied,,fix(): subscription.subscribe() not copied,
2499,Merge pull request #661 from nestjs/dependabot/npm_and_yarn/acorn-6.4.1,chore(deps): bump acorn from 6.4.0 to 6.4.1,Merge pull request #661 from nestjs/dependabot/npm_and_yarn/acorn-6.4.1,chore(deps): bump acorn from 6.4.0 to 6.4.1
2500,chore(deps): update dependency release-it to v13.1.1,,chore(deps): update dependency release-it to v13.1.1,
2501,chore(deps): bump acorn from 6.4.0 to 6.4.1,Bumps acorn from 6.4.0 to 6.4.1. - Release notes - Commits Signed-off-by: dependabot[bot] support@github.com,chore(deps): bump acorn from 6.4.0 to 6.4.1,Bumps acorn from 6.4.0 to 6.4.1. - Release notes - Commits Signed-off-by: dependabot[bot] support@github.com
2502,chore(deps): update nest monorepo to v7.0.1,,chore(deps): update nest monorepo to v7.0.1,
2503,refactor(): remove needless console log,,refactor(): remove needless console log,
2504,ci(): fix package lock file,,ci(): fix package lock file,
2505,chore(): release v7.0.1,,chore(): release v7.0.1,
2506,fix(): fix peer dependencies,,fix(): fix peer dependencies,
2507,chore(): release v7.0.0,,chore(): release v7.0.0,
2508,Merge pull request #634 from nestjs/feat/plugin-code-first,"feat(): add plugin, implement the isolated schema generator",Merge pull request #634 from nestjs/feat/plugin-code-first,"feat(): add plugin, implement the isolated schema generator"
2509,fix(): resolve conflicts,,fix(): resolve conflicts,
2510,chore(deps): update dependency release-it to v13.1.0,,chore(deps): update dependency release-it to v13.1.0,
2511,Merge pull request #624 from nestjs/renovate/ts-morph-7.x,chore(deps): update dependency ts-morph to v7,Merge pull request #624 from nestjs/renovate/ts-morph-7.x,chore(deps): update dependency ts-morph to v7
2512,Merge pull request #648 from nestjs/renovate/uuid-7.x,fix(deps): update dependency uuid to v7.0.2,Merge pull request #648 from nestjs/renovate/uuid-7.x,fix(deps): update dependency uuid to v7.0.2
2513,chore(deps): update dependency ts-morph to v7,,chore(deps): update dependency ts-morph to v7,
2514,Merge pull request #644 from nestjs/renovate/apollo-federation-0.x,chore(deps): update dependency @apollo/federation to ^0.13.0,Merge pull request #644 from nestjs/renovate/apollo-federation-0.x,chore(deps): update dependency @apollo/federation to ^0.13.0
2515,chore(deps): update dependency @apollo/federation to ^0.13.0,,chore(deps): update dependency @apollo/federation to ^0.13.0,
2516,Merge pull request #646 from nestjs/renovate/apollo-gateway-0.x,chore(deps): update dependency @apollo/gateway to ^0.13.0,Merge pull request #646 from nestjs/renovate/apollo-gateway-0.x,chore(deps): update dependency @apollo/gateway to ^0.13.0
2517,Merge pull request #637 from zorji/feat/update-uuid-v7-usage,refactor(): update usage for uuid@v7,Merge pull request #637 from zorji/feat/update-uuid-v7-usage,refactor(): update usage for uuid@v7
2518,chore(deps): update typescript-eslint monorepo to v2.23.0,,chore(deps): update typescript-eslint monorepo to v2.23.0,
2519,chore(deps): update dependency release-it to v13.0.2,,chore(deps): update dependency release-it to v13.0.2,
2520,chore(deps): update dependency release-it to v13.0.1,,chore(deps): update dependency release-it to v13.0.1,
2521,fix(deps): update dependency uuid to v7.0.2,,fix(deps): update dependency uuid to v7.0.2,
2522,chore(deps): update dependency release-it to v13,,chore(deps): update dependency release-it to v13,
2523,chore(deps): update dependency @apollo/gateway to ^0.13.0,,chore(deps): update dependency @apollo/gateway to ^0.13.0,
2524,chore(deps): update dependency @types/jest to v25.1.4,,chore(deps): update dependency @types/jest to v25.1.4,
2525,fix(plugin): fix enums in plugin,,fix(plugin): fix enums in plugin,
2526,feat(): add support for plugins,,feat(): add support for plugins,
2527,fix(): remove dir directory,,fix(): remove dir directory,
2528,chore(deps): update dependency release-it to v12.6.3,,chore(deps): update dependency release-it to v12.6.3,
2529,chore(deps): update apollo graphql packages to v2.11.0,,chore(deps): update apollo graphql packages to v2.11.0,
2530,chore(deps): update nest monorepo to v6.11.11,,chore(deps): update nest monorepo to v6.11.11,
2531,chore(deps): update nest monorepo to v6.11.10,,chore(deps): update nest monorepo to v6.11.10,
2532,chore(deps): update typescript-eslint monorepo to v2.22.0,,chore(deps): update typescript-eslint monorepo to v2.22.0,
2533,chore(deps): update nest monorepo to v6.11.9,,chore(deps): update nest monorepo to v6.11.9,
2534,feat(): load metadata lazily by target,,feat(): load metadata lazily by target,
2535,refactor(): update usage for uuid@v7,,refactor(): update usage for uuid@v7,
2536,feat(): load all metadata lazily,,feat(): load all metadata lazily,
2537,chore(): release v6.6.2,,chore(): release v6.6.2,
2538,fix(): tsmorph should be optional,,fix(): tsmorph should be optional,
2539,chore(deps): update dependency typescript to v3.8.3,,chore(deps): update dependency typescript to v3.8.3,
2540,refactor(): minor updates to base explorer,,refactor(): minor updates to base explorer,
2541,Merge pull request #623 from nestjs/renovate/tslib-1.x,fix(deps): update dependency tslib to v1.11.1,Merge pull request #623 from nestjs/renovate/tslib-1.x,fix(deps): update dependency tslib to v1.11.1
2542,fix(deps): update dependency tslib to v1.11.1,,fix(deps): update dependency tslib to v1.11.1,
2543,Merge pull request #621 from nestjs/renovate/apollo-gateway-0.x,chore(deps): update dependency @apollo/gateway to ^0.12.0,Merge pull request #621 from nestjs/renovate/apollo-gateway-0.x,chore(deps): update dependency @apollo/gateway to ^0.12.0
2544,Merge pull request #625 from nestjs/renovate/uuid-7.x,fix(deps): update dependency uuid to v7,Merge pull request #625 from nestjs/renovate/uuid-7.x,fix(deps): update dependency uuid to v7
2545,fix(): run all tests,,fix(): run all tests,
2546,"feat(): add plugin, implement the isolated schema generator",,"feat(): add plugin, implement the isolated schema generator",
2547,fix(deps): update dependency uuid to v7,,fix(deps): update dependency uuid to v7,
2548,chore(deps): update dependency release-it to v12.6.2,,chore(deps): update dependency release-it to v12.6.2,
2549,chore(deps): update dependency lint-staged to v10.0.8,,chore(deps): update dependency lint-staged to v10.0.8,
2550,chore(deps): update dependency @types/node-fetch to v2.5.5,,chore(deps): update dependency @types/node-fetch to v2.5.5,
2551,chore(deps): update typescript-eslint monorepo to v2.21.0,,chore(deps): update typescript-eslint monorepo to v2.21.0,
2552,chore(deps): update dependency @types/node-fetch to v2.5.4,,chore(deps): update dependency @types/node-fetch to v2.5.4,
2553,chore(deps): update dependency @apollo/gateway to ^0.12.0,,chore(deps): update dependency @apollo/gateway to ^0.12.0,
2554,Merge pull request #620 from nestjs/renovate/apollo-federation-0.x,chore(deps): update dependency @apollo/federation to ^0.12.0,Merge pull request #620 from nestjs/renovate/apollo-federation-0.x,chore(deps): update dependency @apollo/federation to ^0.12.0
2555,chore(): release v6.6.1,,chore(): release v6.6.1,
2556,refactor(): rename gateway build service,,refactor(): rename gateway build service,
