Index,Commit Message,Score,Correspond Changelog Sentence,Commit Description
24817,Merge pull request #537 from springmeyer/patch-1,0.5673734,fix: ability to fetch separators by id. #15299 ,
24818,make pylint happy,0.39437792,chore: dont pass --stable through to bump-version.py. #14667 ,
24819,fix indent,0.6916396,Fixes,
24820,only default to 64 bit build on darwin and 64bit linux,0.73956287,- OS X build is now 64bit.,
24821,Update GlobalShortcut API design.,0.76968825,Fixed an issue where the globalShortcut APIs would not function correctly,
24822,Bump v0.15.1.,0.86699957,- Bump version number to 1.0.0.,
24823,"mac: No need to set wantsLayer, it is already done in brightray.",0.5899716,Tray.setHighlightMode() (macOS). #18981,
24824,mac: Emit focus/blur events after page has actually focus/blur-ed.,0.6914862,Fixed bug on macOS where the main window could be targeted for a focus event when it was disabled behind a modal. #19062,
24825,"Don't mess up with browser process's execArgv, fixes #492.",0.60540664,Fixed a crash where the browser context did not shutdown cleanly. #8654,
24826,Add spec for #492.,0.63809574,29149,
24827,Merge pull request #538 from atom/tracing-module,0.5898032,- Fix API breakage of 'atom-delegate' module.,
24828,Fix typo.,0.716432,Fixed spelling errors. #21915,
24829,Add docs on content-tracing module.,0.89170825,- Add content-tracing module.,
24830,Add options defines.,0.78311205,Added support for setting additional options to,
24831,Add content-tracing module.,0.99397475,- Add content-tracing module.,
24832,Ship VS2012 redist DLLs.,0.9939009,- Ship VS2012 redist DLLs.,
24833,linux: Only use global application menubar on unity.,0.7191089,- Only show global menu when UBUNTU_MENUPROXY is set.,
24834,Merge pull request #530 from atom/ks-vendor-dlls,0.56180155,fix: ability to fetch separators by id. #15299 ,
24835,fix node to build with target_arch=x64 on linux,0.6533642,- Fix wrong process.arch on 32bit Linux.,
24836,"mac: Guard against closed window, fixes #536.",0.77513814,- mac: Fix crash when closing window.,
24837,Nits: Fix code style.,0.6009803,- Fix generating symbols.,
24838,:memo: Shortcut API document.,0.60226876,- Add BrowserWindow.hookWindowMessage API.,
24839,Emit failed message when fail to register shortcut.,0.62928426,fix: don't register some shortcuts without accessibility. #16378 ,
24840,linux: Implement global keyboard shortcut API.,0.6672739,  on Linux using certain keyboard layouts.  #8147,
24841,win: Implement global keyboard shortcut API.,0.638666,Allow registering of multiple globalShortcuts. #15542,
24842,mac: Implement global keyboard shortcut API.,0.73084843,Fixed media key globalShortcuts on macOS. #30569 (Also in 15),
24843,"Update brightray, fixes #498.",0.6286527,Fixed flicker with high DPI resolutions. #12945,
24844,Merge pull request #64 from hokein/master,0.49158502,- Fix beforeunload handlers.,
24845,Add remote debugging support.,0.79281205,- Add support for --remote-debugging-port.,
24846,Vendor Microsoft C/C++ dlls,0.5078353,"- Link statically with Visual C++ libraries. #5538, #5602",
24847,Upgrade apm to 0.84.,0.64435375,Upgrades,
24848,"mac: Fix app.dock.show/hide, close #520.",0.7255006,"Fixed an issue where some dialogs would stop working on macOS if window.hide() was called while they were open. #28694 (Also in 11, 12)",
24849,Merge pull request #63 from brightray/chrome36,0.59645474,Merged code in brightray into atom. #15240,
24850,Bump v0.15.0.,0.8759773,- Bump version number to 1.0.0.,
24851,Merge pull request #524 from atom/chrome36,0.579733,Backported fix for chromium:1252858. #31682 ,
24852,win: No more need to convert to DIP point for context menu.,0.6382874,- Fix context menu of devtools.,
24853,Fix building on Windows.,0.759776,- Fix a building problem.,
24854,"views: No need to destroy Widget, CloseNow already closed native window.",0.756603,Added BrowserWindow.closeFilePreview to close the Quick Look preview,
24855,Fix building on Linux.,0.72899413,Linux,
24856,Update brightray to fix webrtc warning.,0.64953804,- Fix crash when accessing certain HTTPS websites. brightray#250,
24857,Make sure window is closed before WebContents is destroyed.,0.69646335,- Fix crash when quitting in the closed event of BrowserWindow.,
24858,Always enable harmony when node binding is on.,0.5797416,- Disable node integration in iframes by default.,
24859,Make sure javascript environment is initialized after ProxyResolverV8.,0.62230766,Fixed an issue with Node.js context initialization in renderer processes. #20836,
24860,Update to new Chromium APIs.,0.82621014,Updated Chromium to 89.0.4389.90. #28174 ,
24861,Upgrade to Chrome 36.,0.98886776,- Upgrade to Chrome 36.,
24862,Merge pull request #518 from HackPlan/menudpi,0.5509447,- Add downloadItem.getSavePath() API. #6629,
24863,Merge pull request #516 from alexwhitman/patch-1,0.5569468,Added rawHeaders to IncomingMessage. #31853 ,
24864,Implement BrowserClient::GetDefaultDownloadDirectory().,0.7790394,- Add BrowserWindow.getDevToolsExtensions() API. #5965,
24865,Initialize ProxyResolverV8 at very early phrase.,0.5621587,Switch to mojo proxy resolver. #15813,
24866,mac: Fix blank page after devtools is opened.,0.7290832,Fixed an issue where pages would not properly print on macOS due to a rendering failure. #32813 ,
24867,Ignore warning 4189 on Windows.,0.71809655,Notice for Windows users:,
24868,mac: Fix the notification presenter of new API.,0.7173296,Fixed an issue where some old notifications were not properly removed from the Notification Center on macOS. #24404,
24869,mac: Remove usages of WebContentsView.,0.7014049,Refactored NativeWindow (Part 1): Remove WebContentsObserver methods. #12008,
24870,Update libchromiumcontent to fix gfx::display link errors.,0.6407802,- Fix libffmpeg.dylib image not found error on startup.,
24871,DispatchBeforeUnload is now a method of WebContents.,0.7901052,Using webContents.sendInputEvent to send a WebMouseWheelEvent now has the expected effect. #18495,
24872,Update libchromiumcontent to include mojo headers.,0.6391495,Fixed missing headers in libcxx_headers bundle. #36865 ,
24873,web_contents_view.h has been hidden from user.,0.61633956,The undocumented page-title-set webview event has been removed. #34533 ,
24874,Implement GetGuestManagerDelegate.,0.6883344,"Added desktopCapturer.getMediaSourceIdForWebContents(), can be used with getUserMedia to get a stream for a WebContent. #22701 ",
24875,Interface of ProxyResolverV8 has changed.,0.7245651,Switch to mojo proxy resolver. #15813,
24876,No more need to init aura::Env.,0.53367686,Enable use of NODE_OPTIONS env var. #15259,
24877,Refactor notification presenter for new desktop notification interface.,0.71286213,Added workspace notifications support. #12093,
24878,Prototype of WebContentsDestroyed has changed.,0.67342275,Deprecates webContents.getPrinters() and introduces webContents.getPrintersAsync(). #31023 ,
24879,Merge pull request #62 from brightray/window-frame,0.56999284,Fixed flickering when maximizing and restoring frameless windows. #21201,
24880,Upgrade libchromiumcontent to chrome36.,0.7736522,Updated Chromium to 111.0.5544.3. #36820 ,
24881,win: Fix tray context menu in high DPI mode,0.7452373,- Fix context menu of Tray not showing sometimes.,
24882,Bump v0.14.3.,0.8752279,- Bump version number to 1.0.0.,
24883,Fix isMinimized API documentation,0.68682003,Added webFrame.setIsolatedWorldInfo API and deprecated related APIs. #16932,
24884,"views: Return restored bounds when window is minimized, fixes #473.",0.8119992,- Fix window size being changed after restoring from minimized state. #6667,
24885,Add BrowserWindow.isMaximized API.,0.950315,- Add BrowserWindow.isMinimized API.,
24886,"views: Fix showing window icon, closes #514.",0.83589035,- Fix showing window icon.,
24887,win: Don't crash on invalid parameter error.,0.58057785,fix: do not print an error for an expected condition (#15991). #15999 ,
24888,:memo: Mention code signing is required for updates,0.5316405,Added new WebContents event content-bounds-updated. #35533 ,
24889,Bump v0.14.2.,0.8762631,- Bump version number to 1.0.0.,
24890,win: Fix generating symbols.,0.899999,- Fix generating symbols.,
24891,win: Use system's menu bar color.,0.8274969,- Use system theme for menu bar.,
24892,win: Make menu bar height 20.,0.6335496,- Enable adding accelerator for menu bar items.,
24893,Skip the net.connect test on Windows.,0.5761384,- Fix net.connect stalling problem.,
24894,"views: Filter out the ""&"" in window menu.",0.6960549,- Don't show the & in menu bar.,
24895,"Update node, fixes #511.",0.7650608,- Update node to v0.11.10.,
24896,Add spec for #511.,0.6432327,"  #5584, #5601",
24897,"mac: Make cmd+~ work for devtools window, fixes #508.",0.81943595,- Make cmd+~ work for devtools window.,
24898,"mac: Fix crash when closing window, closes #504.",0.92816055,- mac: Fix crash when closing window.,
24899,Pass node version when calling upload-checksums.,0.67391765,- Update to Node.js v4.1.1.,
24900,Bump v0.14.1.,0.8822904,- Bump version number to 1.0.0.,
24901,Merge pull request #503 from atom/linux-native-frame,0.58490396,- Fix API breakage of 'atom-delegate' module.,
24902,Merge pull request #493 from hokein/issue460,0.5541794,Ensures that requestMediaKeySystemAccess eventually resolves / rejects. #34890 (Also in 20),
24903,linux: Use native frame for message box.,0.7095832,- Make dialog.showMessageBox use native dialogs on Windows and Linux.,
24904,linux: Remove custom frame code.,0.5472231,The clipboard module in renderers no longer depends on the remote module on Linux. #17200,
24905,linux: Implement min/max size of window.,0.8413253,- linux: Set window sizes correctly on different window manager.,
24906,linux: Use native window frame.,0.8597765,- Use native frame for windows.,
24907,mac: Fix the focus event of web contents.,0.7454097,Fixed an issue where the web contents would lose focus when clicking the,
24908,"mac: Add BrowserWindow.isDoucumentEdited API, fixes #459.",0.8078648,Added BrowserWindow.isTabletMode API. #25209 ,
24909,"mac: Add BrowserWindow.getRepresentedFilename API, fixes #460.",0.798149,  BrowserWindow.getRepresentedFilename APIs.,
24910,Merge pull request #495 from batjko/patch-1,0.49028194,- Fix RequestHttpJob not sending headers.,
24911,Bump v0.14.0.,0.8901112,- Bump version number to 1.0.0.,
24912,Merge pull request #440 from atom/chrome35,0.57581925,Backported fix for chromium:1310761. #33854 ,
24913,win: Fix parent window of dialogs.,0.72031134,- Fix hanging when showing a dialog when a modal window is being closed. #7130,
24914,win: Remove dead browser window code.,0.74521536,- Fix resizable flag of BrowserWindow.,
24915,win: Implement SetSkipTaskbar.,0.71437216,Implemented win.setAspectRatio() on Linux. #19516,
24916,:lipstick:,0.427449,- Disable rubber-band.,
24917,add missing comma,0.5331806,"Fixed an issue where Content-Disposition filenames would be incorrectly truncated at the first comma for a filename attachment which contained one. #31692 (Also in 13, 15, 16)",
24918,Ironed out some spelling and grammar issues.,0.6240326,Fixed spelling errors. #21915,
24919,linux: Fix compilation error caused by X header.,0.6869627,Fixed missing headers in libcxx_headers bundle. #36864 ,
24920,views: Don't retain MenuRunner on heap.,0.6429651,- Don't touch the argument when calling Menu.buildFromTemplate.,
24921,views: Add menu should not change window size.,0.7555834,  controls how the window resizes when running the Window > Zoom menu item or,
24922,win: Fix compilation error.,0.67045605,Bug fixes,
24923,"Add script to upload checksums of node headers, fixes #457.",0.70517695,Added support for running preload scripts and nodeIntegration in iframes. #16425,
24924,Merge pull request #484 from yaotti/show-stack-traces-for-boot-failure,0.53046215,Fixed a rare crash on boot. #29109 ,
24925,Merge pull request #480 from lusbuab/patch-1,0.5379946,fix: ability to fetch separators by id. #15294 ,
24926,Merge pull request #445 from island205/update-quick-start,0.56745845,- Fix downloadItem.setSavePath not working when server returns 404 status. #6983,
24927,"Fix crashing when setting web-preferences, closes #443.",0.8027185,- Fix crash when using web-preferences option.,
24928,Enable converting ScopedPersistent.,0.5850749,Fixed isOffScreen method to always be available. #12530 ,
24929,win: Remove dead menu code.,0.7766534,Added win.removeMenu() to remove application menus instead of using win.setMenu(null). #16657,
24930,Update native_mate.,0.71282244,Documentation update: add native_mate to source code directory structure doc. #13457 ,
24931,Reset handle in weak callback.,0.6129112,- Fix crash when calling dialog's callback.,
24932,Fix cpplint warnings.,0.72706366,Fixed CSP warnings in the default app. #13437,
24933,Fix releasing script contexts.,0.7169128,Fixed issue where preload scripts running in subframes where not context isolated when contextIsolation was enabled #17275,
24934,Fix shipping icudtl.dat in dist.,0.59996766,  or sent over IPC. #9255,
24935,views: Implement the window menu bar.,0.79480505,Fixed to allow dragging of window to screen above menubar. #10661,
24936,views: Add an empty menu bar.,0.7090528,- Fix the window menu bar not behaving correctly.,
24937,linux: Share code on frameless window with Windows.,0.71256846,- Add support for frameless window.,
24938,Only ship high DPI paks on Window.,0.61080813,- Fix showing on High DPI system.,
24939,win: Min/max size uses scaled DPI size.,0.6831559,Fixed notification size via font DPI scaling fix. #10715 ,
24940,win: Implement frameless window.,0.88333553,- Add support for frameless window.,
24941,Include high DPI resource paks.,0.8146565,- Add High DPI support.,
24942,Print stack traces when starting app failed in addition to a dialog,0.6516246,Fixed an issue where multiple calls to window.print() could cause a crash. #25530 ,
24943,linux: Fix modal message box.,0.7557431,- linux: Fix detecting modal dialog.,
24944,views: Use DesktopNativeWidgetAura for menu view.,0.7147186,- Support showing the window as desktop.,
24945,win: Fix showing menu on High DPI display.,0.77529716,- Fix showing on High DPI system.,
24946,Fix crash when closing docked devtools by clicking close button.,0.8296216,- Fix occasional crash when closing devtools.,
24947,win: Fix black ground when closing message box.,0.704293,- Fix message box not having close button.,
24948,win: Fix window frame on detached window.,0.78373754,- Fix crashing when using frameless window.,
24949,Refactor the AddPakPaths to make it possible to set pak's scale factor.,0.52708304,- Fix bounds of Tray not respecting scale factor.,
24950,win: Improve window frames.,0.7727711,Improved the way frameless windows are handled on Windows. #16596,
24951,win: Setup font.,0.7878124,- Use system's setting for font renderering.,
24952,Always shows window frame except for maximized window on Unity.,0.7529807,Fixed issue where maximizing a window on Windows in vertically stacked multi-monitor setups could result in the window rendering a white screen. #20051,
24953,win: Use native frame for browser windows.,0.82401156,- Use native frame for windows.,
24954,"Note for OS X, regarding sheets.",0.57750106,OS X,
24955,Merge pull request #60 from brightray/new-mac-devtools,0.54463255,Merged code in brightray into atom. #15240,
24956,Remove GetNativeView() when compiled with views toolkit.,0.6800379,"Removed experimental APIs: BrowserView.{destroy, fromId, fromWebContents, getAllViews} and the id property of BrowserView. #23578 ",
24957,linux: Remove dead code on accessing window tree host.,0.5627886,Removed the old BrowserWindowProxy-based implementation of window.open. This also removes the nativeWindowOpen option from webPreferences. #29405 ,
24958,Warn about using GetNativeView() in views.,0.6525837,Added getBounds() method for BrowserView. #19370,
24959,Remove duplicate library.,0.61355287,Removed unused Vulkan libraries from bundle. #17789,
24960,Separate the message parsing into a new function.,0.45455405,Added session.removeWordFromSpellCheckerDictionary API to remove custom words in the dictionary. #22039 (Also in 9),
24961,No need for custom dealloc.,0.55853,- Users no longer need to ship the ffmpeg library along with the app.,
24962,Use shortcut way to create scoped_ptr.,0.5629797,- Add readRtf and writeRtf methods to clipboard module.,
24963,win: Enable high dpi support.,0.85685253,- Add High DPI support.,
24964,win: Update libchromiumcontent to fix shared workers.,0.6653495,fix loading shared worker scripts over custom protocol,
24965,win: Fix notify icon and context menu.,0.77083766,- Fix notification icon not working.,
24966,Fix a crash when creating window.,0.8932631,- Fix crash when closing a crashed window,
24967,win: screen module is now browser only.,0.67353797,- Fix BrowserWindow.setSkipTaskbar.,
24968,Upgrade libchromiumcontent to fix chromiumviews.,0.7614076,- Fix LICENSES.chromium.html being empty. libchromiumcontent#225,
24969,Merge pull request #61 from tnm/patch-1,0.55149454,fix: ability to fetch separators by id. #15294 ,
24970,Time goes on,0.33713722,  too frequently. #10003,
24971,Upgrade apm to v0.76.x.,0.719277,Upgraded from v8 5.4.500.43 to 5.6.326.50. #8501,
24972,win: Fix compilation errors for chrome35.,0.73021436,  error code supported by Chrome. #7955,
24973,linux: Avoid using unsigned long directly.,0.522676,- Feature compelete on Linux.,
24974,linux: No need to remember root item in menubar.,0.6884297,- Fix disappearing menubar.,
24975,linux: Add support for unity global menubar.,0.69362867,- Fix showing menu on non-Unity DEs.,
24976,linux: Remove all the X and GTK+ related implementations.,0.5573236,Switched from GTK2 to GTK3. #10213,
24977,linux: Implement context menu with views.,0.6826236,- Fix displaying context menu for devtools,
24978,linux: screen module can not be used in renderer.,0.6526357,Fixed an issue that prevented setuid binaries from being launched from the renderer process on Linux. #19953,
24979,Upgrade libchromiumcontent to 4b4bcec11a02d1c7981562cf0b8a4670c338992b.,0.70060635,chore: bump libcc submodule to cbd04c0dccc7655cd42f02baee3a622d5170ac08. #14654 ,
24980,Only init WMState on Linux.,0.5733124,Linux,
24981,Ignore C4819 warning in VS.,0.59168625,- Suppress CFAllocator warning.,
24982,Enable accelerated composition in frameless window.,0.810511,- Add support for frameless window.,
24983,Update libchromiumcontent to fix web workers.,0.6738958,Fixed webrtc crash. electron/libchromiumcontent#393,
24984,Avoid duplicate code in main delegate.,0.5630853,Guard against double-freeing remote references #13637,
24985,Give user a chance to override child process and framework path.,0.5439849,- Fix child_process.fork in browser process.,
24986,Add specs for web workers.,0.6706848,Added support for Node integration in web workers. #8852,
24987,Fix context menu in devtools.,0.9874497,- Fix context menu of devtools.,
24988,Allow access FileSystem api in devtools.,0.70451736,  - devtools-opened,
24989,Send message ack to devtools.,0.6203676,  - devtools-focused,
24990,views: Follow WidgetDelegateView's convention on deleting self.,0.5581022,"Removed experimental APIs: BrowserView.{destroy, fromId, fromWebContents, getAllViews} and the id property of BrowserView. #23578 ",
24991,Upgrade libchromiumcontent to 2f1b641fca996546b9797c359ec05ac8aeade1ba.,0.71281254,chore: bump libcc submodule to ebe1313308aa95c71f23b2725efd091b8ece05ff. #15946 ,
24992,Fix cpplint warning for obj-c header.,0.6714575,- Fix RequestHttpJob not sending headers.,
24993,Remove Windows's devtools implementation.,0.78978986,- Disable undocked devtools.,
24994,Add new devtools messages in Chrome 35.,0.79159105,- Add support for Chrome devtools extension.,
24995,views: Don't leak ViewsDelegate.,0.62895966,- Don't set contentWindow property for .,
24996,views: Remember bounds of devtools window.,0.7732696,- Enable devtools to be attached to the window.,
24997,views: Implement undocked devtools.,0.79970384,- Disable undocked devtools.,
24998,views: Initial docked devtools implementation.,0.7390756,  - devtools-focused,
24999,views: Use chromium's custom frame view.,0.64555174,Enabled support for new Chromium experimental PDF viewer UI. #26010 ,
25000,Initialize aura environment.,0.60185385,- Reimplement GUI with Aura.,
25001,Allow override BrowserMainParts::InitProxyResolverV8.,0.70072895,- Add BrowserWindow.setOverlayIcon API.,
25002,Initialize screen for aura.,0.6265571,- Add screen module.,
25003,"Add ViewsDelegate, required when using views::Widget on aura.",0.67848605,Add BrowserView.fromBrowserView(). #11224,
25004,Ignore *_views files on mac.,0.67487186,Refactored NativeWindow (Part 12): Do not use custom content view on macOS. #12787,
25005,Link with chromiumviews on Linux and Windows.,0.6207756,- Show chromium's version in user agent.,
25006,Initialize Linux UI.,0.68640715,Linux,
25007,Make BrowserMainParts's overrides available on all platforms.,0.6480581,- Add BrowserWindow.setOverlayIcon API.,
25008,Define TOOLKIT_VIEWS for Linux.,0.6604488,- Feature compelete on Linux.,
25009,Remove devtools view on Linux.,0.82301223,- Disable undocked devtools.,
25010,Aura has replaced GTK+ in Linux.,0.6234358,Fixed GTK dark theme setting not respected in Electron on Linux. #23711,
25011,Fix cpplint warning.,0.7247299,Fixed CSP warnings in the default app. #13437,
25012,No need to remember dock state.,0.42082375,- Fix drop-files not firing when dragging from the dock.,
25013,mac: Make focus back to browser window when devtools is closed.,0.74568367,Implemented BrowserWindow.setFocusable on macOS. #19033,
25014,Place DevTools WebContents underneath inspected WebContents.,0.753953,  underlying webContents object.,
25015,mac: Revert to simplest undocked-only devtools.,0.7309819,- Disable undocked devtools.,
25016,views: Implement focus and blur event.,0.745257,"Fixed  focus / blur events not working with contextIsolation enabled. #29025 (Also in 11, 12)",
25017,Merge pull request #58 from brightray/chrome35,0.59033704,Merged code in brightray into atom. #15240,
25018,More coding style fixes,0.6876291,"Fixed for narrowing conversion warnings, minor style change. #10609",
25019,Make sure our copy of gyp is used,0.5395338,Changed build system from GYP to GN. #14097,
25020,Update DevToolsWindow to use views and aura,0.7394669,- Enable devtools to be attached to the window.,
25021,Fix coding style,0.6671947,"Fixed for narrowing conversion warnings, minor style change. #10609",
25022,Really fix unused-variable warnings,0.62139153,Fixed incorrect warnings in webviews. #12234,
25023,Silence unused variable warning on Windows,0.6368358,Notice for Windows users:,
25024,Set up a native screen on Windows,0.76376593,- Use native frame for windows.,
25025,Link against chromiumviews,0.64409196,Fixed to ensure that chromium binds to wayland interface versions it supports #32652,
25026,Pull in generated headers from libchromiumcontent,0.6733597,- Fix beginFrameSubscription not working for the WebContents of . libchromiumcontent#227,
25027,Update libchromiumcontent for better Chrome 35 support,0.8117265,- Update to Chrome31.,
25028,Merge branch 'master' into chrome35,0.5101346,Fixed to ensure that chromium binds to wayland interface versions it supports #32652,
25029,views: Use UnhandledKeyboardEventHandler to handle accelerators.,0.6382067,Fixed triggeredByAccelerator Event property behavior for MenuItems. #18865,
25030,views: Make resizable frameless window work.,0.87508386,- Add support for frameless window.,
25031,views: Implment skip-taskbar option.,0.70963585,Removed the skip-taskbar feature on Linux. #35156 ,
25032,views: Make frameless window work.,0.8909236,- Add support for frameless window.,
25033,views: Use our own CustomFrameView implementation.,0.7158538,Added layout support for View API. #13044,
25034,linux: Fix setting parent window for file dialogs.,0.74909467,- Fix focusing on file dialog.,
25035,Merge pull request #437 from avdg/maximize,0.56059295,- Fix win.setBounds(bounds) API ignore maximum/minimum sizes. #6363,
25036,Merge pull request #452 from marksamman/master,0.5586699,fix: ability to fetch separators by id. #15299 ,
25037,Merge pull request #448 from as3boyan/patch-2,0.5428133,"Fixed an issue where request headers were cleared if the optional ""requestHeaders"" parameter was not included in the webRequest.onBeforeSendHeaders callback response object. #29834 (Also in 13, 14)",
25038,views: Be correct on widget's life time.,0.48351967,Fixed compositor recycling when creating new BrowserView. #21400,
25039,views: Make acceleratros work.,0.679034,- Support INSERT in accelerator.,
25040,views: Currently set window's frames.,0.78073156,- Add support for frameless window.,
25041,Use views to implement NativeWindow and MessageBox on Linux.,0.7889825,- Make dialog.showMessageBox use native dialogs on Windows and Linux.,
25042,Upgrade libchromiumcontent to 93f4be4bc30f98a445e4db2a2759057f0f01de01.,0.67853975,chore: bump libcc submodule to ebe1313308aa95c71f23b2725efd091b8ece05ff. #15946 ,
25043,Add rules for _views and _aura file names.,0.6542641,Added show file filter name for accessory view of file dialog. #11959 ,
25044,Initial work for Aura on Linux.,0.6610922,Linux:,
25045,Use new devtools structure in brightray.,0.70144826,Merged code in brightray into atom. #15240,
25046,Upgrade runas and pathwatcher in specs.,0.5535196,Upgraded the NODE_MODULE_VERSION/process.versions.modules from 51 to 53. #8501 ,
25047,Move item to trash without confirming on Windows,0.50913215,Added win.moveTop() to move window z-oder to top. #12485,
25048,specify mode for windows,0.7179561,Windows:,
25049,inital config setup for x86,0.6089114,"Allowed specifying x64 arch on Mac Rosetta via npm_config_arch. #32382 (Also in 15, 16)",
25050,Update browser-window.md,0.7146076,- Fix compatibility with old BrowserWindow options.,
25051,Update screen.md,0.65124714,Updates,
25052,Add notice for ##Run your app,0.67295986,- Add userInfo parameter to ready event of app. #7053,
25053,Fix specs.,0.7514595,Fixes,
25054,Update node version to 0.13.0.,0.90372187,- Update to node v0.11.9.,
25055,Make the node environment constrained in browser_main_parts.,0.6651207,Limited the nativeTheme API to the browser process only,
25056,icudlt.dat should be in framework's resources after previous fix.,0.5399834,Updated ICU library to version 62.2,
25057,Fix assertion caused by base::mac::AssignOverridePath.,0.6211982,Fixed Mac build when enable_run_as_node==false. #12196,
25058,Fix invoking ContentMain.,0.669572,- Fix webContents.reloadIgnoringCache not working.,
25059,The icudtl.dat is also needed by helper app.,0.5655315,tutorial/application-distribution ,
25060,Fix using common modules.,0.7186236,- Fix crashes caused by native modules.,
25061,Upgrade libchromiumcontent to e6aebd2156034b12e869d8905b22c088b2dc42ea.,0.6973454,chore: bump libcc submodule to ebe1313308aa95c71f23b2725efd091b8ece05ff. #15946 ,
25062,Use new context aware module API in builtin modules.,0.71096754,Added new contextBridge module to make it easier to communicate between an isolated context and the main world. #20639,
25063,Fix including gtk rules in other OSs.,0.64224255,Fixed Linux console warning about gtk_disable_setlocale(). #19986,
25064,Force all builtin modules to be referenced.,0.5220119,Fixed building node modules with Visual Studio 2017. #34164 (Also in 18),
25065,Move all chromium's code under chromium_src.,0.65229696,- Show chromium's version in user agent.,
25066,gtk: Fix lack of x11_util implementations.,0.7119062,"Fixed crash when opening gtk file dialogs due to mismatched versions. #33650 (Also in 18, 19)",
25067,gtk: Import chromium's ActiveWindowWatcherX.,0.6364353,- gtk: Ask whether window is active from WM.,
25068,gtk: Use libgtk2ui from chrome.,0.5976113,Switched from GTK2 to GTK3. #10213,
25069,Fix compilation errors on Linux.,0.69183326,Fixed a crash on certain Linux distributions. #12151,
25070,Fix ICU inilialization bug.,0.68629766,Fixed an integer overflow crash in ICU (https://crbug.com/1044570). #22422,
25071,Adapt to API changes of Chromium and node.,0.65722305,Added new UtilityProcess API to launch chromium child process with node integration. #34980 (Also in 22),
25072,Some more APIs fixes.,0.76213884,API changes,
25073,Bring back ScopedPersistent.SetWeak.,0.62757653,Update setProgressBar documentation. #12454,
25074,There is no more node_isolate.,0.7188691,- Node symbols are no longer inserted in iframes.,
25075,Rename string16 to base::string16.,0.47185016,V8 embedder version string changed from -node.N to -electron.N. #15120,
25076,Add APIs to match new V8 APIs.,0.7946511,New APIs,
25077,Upgrade to new V8 APIs.,0.75066805,V8 v10.8,
25078,Fix changes of node's build environment.,0.8242936,- Fix building when Node is installed on a custom location,
25079,Update node to 0.11.13.,0.9286387,- Update node to v0.11.10.,
25080,Upgrade brightray to chrome35 branch.,0.6646141,Upgraded to Chromium 70.0.3538.79. #15405,
25081,Fix return types,0.56378126,Fixed typescript generation error. #12940 ,
25082,Add BrowserWindow::isMaximized.,0.8762589,- Fix BrowserWindow.getSize when window is minimized.,
25083,Update for move of string conversion functions into base::,0.5461632,Added converters for base::BindOnce and base::BindRepeating. #12646,
25084,Ignore a couple more files on Windows,0.65849257,- Fix the filters of file dialogs including other types of files.,
25085,Update to use CR_* Windows message macros,0.5606285,Added instructions to get Notifications working on Win 10 Update. #16325 ,
25086,Define USE_AURA for Windows,0.6816464,Windows:,
25087,Use the MSBuild that comes with Visual Studio,0.7417451,- Use Visual Studio 2015 for building.,
25088,Fix long line,0.52111405,fix white line on top of window under 4k resolutions. #25219,
25089,Fix assertion in InitializeICU on launch,0.6271876,- Fix crash when showing error dialog on early initialization stage,
25090,Update for move of BuildUserAgentFromProduct in Chrome 35,0.75106674,- Upgrade to Chrome35,
25091,Update cookie store code for Chrome 35,0.7623293,- Update to Chrome 51. #5648,
25092,Update NetworkDelegate for Chrome 35,0.804312,- Upgrade to Chrome35,
25093,Update MediaStreamDevicesController for Chrome 35,0.6645273,- Upgrade to Chrome35,
25094,Update MediaCaptureDevicesDispatcher for Chrome 35,0.7527187,- Upgrade to Chrome35,
25095,Update for move of string symbols into base::,0.48338878,- Fix generating symbols.,
25096,Update BrowserContext for Chrome 35,0.8268479,- Update to Chrome31.,
25097,"Add support for Chrome 35's ""protocol interceptors""",0.77116543,- Add support for Chrome web UIs like chrome://gpu and chrome://tracing.,
25098,Update prefs code for Chrome 35,0.7950865,- Update to Chrome31.,
25099,Fix include paths for WebIconURL.h,0.68302506,- Fix crash in protocol module for certain kind of URLs.,
25100,"Include Chrome's Skia config, not the default one",0.61170363,- Add support for Chrome web UIs like chrome://gpu and chrome://tracing.,
25101,Update libchromiumcontent to Chrome 35,0.82080084,- Update to Chrome31.,
25102,Update build instructions for VS2013.,0.6606649,- Use Visual Studio 2015 for building.,
25103,Suppress new compiler warnings for VS2013.,0.70095146,- Suppress CFAllocator warning.,
25104,"gtk: Make AppIndicator.SetContextMenu async, fixes #430.",0.6745515,"- Add app.getLoginItemSettings() and app.setLoginItemSettings(settings) APIs. #6375, #6444",
25105,Remove native_window's dead code.,0.7174866,Refactored NativeWindow (Part 1): Remove WebContentsObserver methods. #12008,
25106,"mac: Add app.dock.hide()/show() APIs, closes #422.",0.73574907,- Add app.show and app.hide APIs.,
25107,Bump v0.13.3.,0.8698042,- Bump version number to 1.0.0.,
25108,:memo: Mention a new Windows build error.,0.66800034,- Fix buid issues on Windows.,
25109,"Show chromium's version in user agent, fixes #428.",0.8170869,- Show chromium's version in user agent.,
25110,gtk: Make BrowserWindow::HasModalDialog work.,0.73809075,- Fix BrowserWindow.setSkipTaskbar.,
25111,Markdown in website is rendered differently,0.57911557,  lose their configured webContents options when navigating URLs. #9972,
25112,:lipstick: Fix the links,0.5774771,- Fix -webkit cursors not working.,
