Index,Commit Message,Score,Correspond Changelog Sentence,Commit Description,Class
2960,show duration without label,0.37194526,Show image titles in preview mode,,0
2961,Manually merging in makefile and debian changelog fixes from branch.,0.32643247,* Use Gtk.FileChooserNative throughout,,0
2962,AppWindow: Make variables private that are only used in this class (#414),0.33175492,Make sure we show the right apps in the Open In menu,,0
2963,"Fixed #3127 (Shotwell fails to build on trunk), replacing a non-portable",0.44222587,* Fix building against latest gexiv2,,0
2964,"1560: Switched to using Gtk.Actions entirely in our Page code.  I've also restructured how Actions are registered with the UI Manager to deal better with multi-tiered class heirarchies (with MediaPage, we now have three-deep Page classes with Actions that must be registered).  I've also made it easier to update the Actions when ViewCollection state changes and pushed more common Action code (i.e. Undo/Redo) into LibraryWindow.",0.46905833,* Use Gtk.FileChooserNative throughout,,0
2965,"Fixes a Raring-specific crash in the new, Graph API-based Facebook Connector. Closes #6345.",0.3836064,Fix a possible crash with invalid date and time info,,0
2966,"Removed spitter plugin, as it was only intended to test out early implementations of the plugin loader.  samples/simple-plugin is a better place for what spitter set out to achieve.",0.297486,"Replace all instances of ""Shotwell"" with ""Photos""",,0
2967,Closes #6994 Overwrite duplicate thumbnails,0.44034618,New actions to copy image or metadata to clipboard,,0
2968,Port file/folder prefs to native gsettings (#226),0.54388154,* Use Gtk.FileChooserNative throughout,,0
2969,3576 plugins can now differentiate between the title and the filename,0.43268028,* Use Gtk.FileChooserNative throughout,,0
2970,Delivery deftly dodges dreaded delegate duplication discouragement disaster; ref #6893.,0.22241503,Translation updates,,0
2971,Fixes an issue in which Shotwell was unable to produce thumbnails for -- and thus import -- photos generated by a recent-model Blackberry camera. Closes #6053.,0.58902174,"Replace all instances of ""Shotwell"" with ""Photos""",,0
2972,LibraryPhotoPage: Clean up action entries (#397),0.5437076,"Replace all instances of ""Shotwell"" with ""Photos""",,0
2973,fixes #1541 give initial focus to photo collection,0.53491473,"Replace all instances of ""Shotwell"" with ""Photos""",,0
2974,2694: Video files located outside of library directory are no longer marked offline without verifying existance.,0.42031777,Avoid a crash when importing videos,,0
2975,Adds some files that get left out when running make dist; closes #5290 and #5293.,0.45374563,The list of issues closed by this release can be found here.,,0
2976,1525: Improved log message displayed when creating database.,0.38548997,* Use Granite.MessageDialog throughout,,0
2977,Added Patrick to THANKS file.,0.35726696,* Updated translations,,0
2978,Nub icon not added to last commit.,0.38991806,Redesigned app icon,,0
2979,RDNN settings schemas (#304),0.3344065,Redesign a large number of dialogs,,0
2980,"Recent change to handle fullscreen mode didn't take into account how the ImportPage guards against fullscreen mode.  Shouldn't error out, returning null is the proper way.",0.44714385,Avoid a crash when importing videos,,0
2981,1366: Fatal error when renaming tag to name of existing tag resolved.,0.2975106,* Fix building against latest gexiv2,,0
2982,367: Help/Contents implemented.,0.3921585,* Updated translations,,0
2983,see if a file is writeable when closing and offer save as if the file is read only,0.3819413,Show saved state correctly in the context-menu,,0
2984,Fixing spelling error specified in Bug#1378703,0.4065221,Fix a possible crash with invalid date and time info,,0
2985,add back button to header bar,0.63843435,Move Toggle Sidebar and Toggle Photo Info actions to the main menubutton,,0
2986,fix all stock items in src/dialogs,0.36731526,Fix pasting in comment box,,0
2987,Shotwell now builds again with the --unity-support flag; corrects an issue where the .deps files accompanying the custom Shotwell .vapi files were not included in the distribution tarball. Closes #6859.,0.46877813,"Replace all instances of ""Shotwell"" with ""Photos""",,0
2988,Previous version segfaults on 64-bit builds.  Issue is a bad binding for KeyFile; see ,0.357525,Fix keyboard activation in tool windows,,0
2989,"340: Logging suppressed by default.  Set environment variable SHOTWELL_LOG to see all, SHOTWELL_DEBUG, SHOTWELL_MESSAGE, etc. to see by level.",0.3318814,* Use Granite.MessageDialog throughout,,0
2990,2009: $#%&@! daylight savings.,0.27972734,Photos 0.2.5 is out!,,0
2991,use gtkheaderbar,0.67272985,* Use Gtk.FileChooserNative throughout,,0
2992,add folder-tag icon,0.5156107,Redesigned app icon,,0
2993,There was one oversight in the Trash code: If a trashed (i.e. unlinked) photo was destroyed (removed from ,0.414527,"Replace all instances of ""Shotwell"" with ""Photos""",,0
2994,"fixes translated strings in extended details by making the property label multiline, makes hitting enter in the sidebar tag entry saves tag changes",0.4437678,Translation updates,,0
2995,3736 direct view ordering fix,0.41837293,Add Open In menu to the photo viewer,,0
2996,Corrects a problem where .BMPs couldn't be rotated correctly if metadata-writing were turned on; fixes #3845.,0.34528238,"Replace all instances of ""Shotwell"" with ""Photos""",,0
2997,Closes #3677.,0.4496016,The list of issues closed by this release can be found here.,,0
2998,"Updated import directory (year, month, day) translations.",0.6519479,* Updated translations,,0
2999,2724: Remember last album in Picasa Web connector.  Courtesy Jani Monoses.,0.52382493,pantheon-photos 0.2.4 is out!,,0
3000,Fixed bug where crop would fail on small photos.,0.47006,Add checkerboard behind semi-transparent photos in grid view,,0
3001,Travis: Downgrade to 10,0.23364753,The list of issues closed by this release can be found here.,,0
3002,Use welcome empty screen for all pages,0.44288504,Add Open In menu to the photo viewer,"This removes the custom .pot file setup we had before, making it easy to translate Shotwell using the standard intltool workflow. This also merges the two separate core/extras gettext domains into one, to keep things simple.  I hope I've merged all the po files correctly, but I wouldn't bet money I did it perfectly. We also set up the help to be able to be translated on l10n.gnome.org. Closes: bgo #718783",0
3003,Fixes an inconsistently formatted string pointed out by a user (Roumano) on the mailing list.,0.43253157,Fix pasting in comment box,"The strftime strings for local-specific date/time formats are cryptic, so hopefully these comments will help translators make the right choice.",0
3004,"Due to changes for Hide/Unhide, some assertions improperly fire in DataCollection.  This has to do with ",0.2209566,* Use Gtk.FileChooserNative throughout,,0
3005,AppWindow: Use shipped icon (#670),0.6490747,Redesigned app icon,,0
3006,2449: Full-window page was using wrong dimensions when displaying master (original) image.,0.5084404,Redesigned Photo Viewer icon,The database and ThumbnailCache calls in check_is_interpretable are not thread-safe although check_is_interpretable was being called from a background thread.  Now check_is_interpretable returns an object with a foreground_finish() function that does the thread- unsafe work there.,0
3007,Replace deprecated gdk.screen (#353),0.47513753,* Fix building against latest gexiv2,"GNOME's pre-commit hooks discovered a couple of gettext problems in three translations.  This removes (by hand) the c-format specifiers that were causing the problem as well as adds the no-c-format comments in the code so the problem doesn't happen again. Finally, msgfmt -c is now used to catch these errors in the future, although the Makefile doesn't abort (like it should) when that happens.  More work necessary for that.",0
3008,remove unnecessary style,0.46103215,"Replace all instances of ""Shotwell"" with ""Photos""","Also fuzzify invalid translations, otherwise git.gnome.org won't let me commit.",0
3009,"Moved PhotoTransformer into TransformablePhoto, which is now properly in the inheritance tree.  Also prepped ",0.49622157,Redesigned Photo Viewer icon,To follow the convention.,0
3010,"Set headerbar title to currently viewed photo, event, or tag",0.6426408,Show image titles in preview mode,,0
3011,move image info to top,0.61016107,Move Toggle Sidebar and Toggle Photo Info actions to the main menubutton,Glade files were not being installed by Makefile nor included in the tarball.,0
3012,remove vistigial welcome dialog,0.4938533,Redesign a large number of dialogs,,0
3013,2336: Duplicate mnemonic taken care of.,0.4811176,* Updated translations,,0
3014,Remove gdk-pixbuf.loaders on uninstall.,0.42610943,"Replace all instances of ""Shotwell"" with ""Photos""",,0
3015,"189: Bug in libgphoto2 + pausing between unmount and camera_init() solved problem.  #301: Vala 0.7.3 resolves.  #192:Not a dirty flag issue, but iPhone changing its mount point name every time it's locked.  Resolved.  #196:Imported photos now saved in heirarchical directories, and unique filenames are guaranteed.",0.4295938,Photos 0.2.5 is out!,,0
3016,Add Silesian and update translation template,0.67696506,Translation updates,,0
3017,Closes #3871 by forcing the 'Publishing x of y' message to be visible.,0.458143,The list of issues closed by this release can be found here.,,0
3018,"3003: The command (undo/redo) stack is reset when a new file is loaded into the photo viewer (saving a photo entails a re-load, so it works for this as well).",0.5486373,"Replace all instances of ""Shotwell"" with ""Photos""",,0
3019,Currently selected photo's name displayed in header.,0.6211034,Show image titles in preview mode,,0
3020,Updates French translation in preparation for the 0.14.0 release.,0.67033505,* Updated translations,,0
3021,3020: Fixes a situation where an invalid tag name (blank or all spaces) makes it way into the database and then can't be added to a tag lookup table at startup.,0.405848,Fix a possible crash with invalid date and time info,Causes an SELinux policy violation.,0
3022,"3309: The icon cache in the sidebar was broken and growing without bounds.  This was exacerbated by Vera's test set, which has 10,000 photos creating 10,000 events.",0.4376004,Redesigned Photo Viewer icon,,0
3023,Introduces enhanced tag state safety checks during import from F-Spot. Closes #4090 and #4081.,0.43032464,The list of issues closed by this release can be found here.,"In the ticket, the user's last-chosen crop setting was a separator, leading to havoc.",0
3024,Further refactors and stablizes video and data collection systems. Enables videos to be marked offline and placed in the trash can. Detects the installation of new system CODECs and tries to update video thumbnails accordingly.,0.47864687,New actions to copy image or metadata to clipboard,,0
3025,2846 #2647 view collection now copied when entering single photo mode,0.5303993,Add checkerboard behind semi-transparent photos in grid view,"For libgphoto2 2.5, the package name was changed in Saucy.",0
3026,"changes plugin, crop and straighten icons to get from theme and changes trash page buttons to text buttons",0.5967181,Move Toggle Sidebar and Toggle Photo Info actions to the main menubutton,,0
3027,Enables Publishing to Google's Picasa Web Albums service; closes bug #667.,0.42544523,The list of issues closed by this release can be found here.,,0
3028,SavedSearchDialog doesn't use glade anymore. Added Granite DatePicker.,0.4240406,* Use Granite.MessageDialog throughout,"Since enabling deprecated in main app, might as well enable deprecated in plugins.  This allows for us to revert back to a minimum Vala requirement of 0.20.1, which is convenient for Ubuntu.",0
3029,Switch to new comparators,0.44414574,Translation updates,,0
3030,"This fixes maintaining the crop for rotated images.  Now, crop is rotated along with image.",0.5302079,Add checkerboard behind semi-transparent photos in grid view,,0
3031,update some sidebar icons,0.68092954,Redesigned app icon,"Also now includes potgen-shotwell script, which generates the .pot files.  ""make pot_file"" will execute it automatically. Script also included in tarball.  Closes #7526",0
3032,2936: Fixed flag/unflag option going out of sync in full-window mode.,0.46026298,Fix keyboard activation in tool windows,"Removing bpp and depth params from gstreamer call, as recommended at https://bugzilla.gnome.org/show_bug.cgi?id=708034#c4",0
3033,Support HiDPI on full size photos (#197),0.50813824,Add checkerboard behind semi-transparent photos in grid view,"Also deals with #6945, which reported the problem for publishing to Facebook.",0
3034,Forgot to sign the changelog.,0.3368859,Fix a possible crash with invalid date and time info,,0
3035,4093 photo duplicate now copies raw developments,0.523487,"Replace all instances of ""Shotwell"" with ""Photos""",Also related to #7486,0
3036,Removed gettext() of command-line switch.,0.3892982,Fix pasting in comment box,"Related to #7486, forgot to bump up the valac version minimum.",0
3037,Remove some LANG leftovers (#269),0.41088533,"Replace all instances of ""Shotwell"" with ""Photos""",,0
3038,Adds more CSS styling to the sidebar. Fully closes #3873.,0.5404012,Move Toggle Sidebar and Toggle Photo Info actions to the main menubutton,,0
3039,Added Greek translation; updated Makefile to add ISO language code EL to SUPPORTED_LANGUAGES list; added translators name to THANKS file.,0.65358794,Translation updates,,0
3040,Added get_int() and set_int() to the Windows GConf implementation.,0.32441866,* Use Gtk.FileChooserNative throughout,Bumps gee-0.8 minimum requirement to 0.8.5.,0
3041,X-GNOME-UsesNotifications=true,0.3743012,Make sure we show the right apps in the Open In menu,,0
3042,Updated to new Google Photos API.,0.5689664,Redesigned Photo Viewer icon,Fixes some unsafe scanf() parameters.,0
3043,CollectionPage: clean up action entries (#395),0.37914515,New actions to copy image or metadata to clipboard,,0
3044,Use GLib.Action for Select All (#374),0.40951192,Draw selection rectangle when dragging to select,,0
3045,Get background color from theme instead of hardcoding,0.47784078,Add checkerboard behind semi-transparent photos in grid view,Deprecations were libsoup symbols when compiling the plugins.  The main app is already building with deprecations enabled.,0
3046,"2990 and #2991: Nasty, nasty memory leak caused by three bugs working in concert to keep the HTTP payload (worse case, an entire video file) in memory.",0.4047888,Avoid a crash when importing videos,,0
3047,shift+home and shift+end now work properly.,0.3024435,Translation updates,,0
3048,Move from Granite.Application to Gtk.Application (#416),0.57290566,* Use Gtk.FileChooserNative throughout,,0
3049,Changed pane to granite thin pane and added granite as a dependency,0.38086846,* Use Granite.MessageDialog throughout,"User can now add a ""is media modified"" criteria to a saved search.",0
3050,Fixes some code styling issues and removes unnecessary MenuItems from the Help menu,0.5144677,Move Toggle Sidebar and Toggle Photo Info actions to the main menubutton,"Color adjustments now have a ""clipboard"" that can be copied to and pasted from.",0
3051,ImportQueuePage: cleanup toolbar (#298),0.40081814,Move Toggle Sidebar and Toggle Photo Info actions to the main menubutton,Reduces memory usage by loading images at scaled size when preview is unavailable.,0
3052,2002: Fullscreen no longer asserts.,0.49974295,Photos 2.6.0 is out!,"Crop tool displays its unscaled dimensions in the center of the recticle when moving or resizing it. This does not close the ticket, as a separate issue remains to be implemented (cropping to specific pixel dimensions).",0
3053,Update vapi files (#650),0.38818341,* Fix building against latest gexiv2,An improved date-parsing routine to help eliminate future issues with oddball date formats in videos.,0
3054,Bump to Shotwell 0.15.0pr2+trunk,0.3704688,Photos 0.2.5 is out!,,0
3055,294: Off-white sidebar.  #88: Blue photo selection color.,0.55580103,Redesigned Photo Viewer icon,,0
3056,Fixes a missing mnemonic in direct-edit mode; fixes #6696,0.42123675,* Updated translations,,0
3057,2333: Improved F-Spot import error handling.,0.5132055,Avoid a crash when importing videos,"Locations are only stored in memory, not persisted.  Moving the Shotwell window will reset the stored locations. Also, development of this patch uncovered some subtle bugs in StraightenTool, which are now fixed.",0
3058,Fixes a bug Vera found where Revert to Original wasn't working after editing externally.,0.4009838,* Updated translations,"If no slideshow plugins are enabled, default to null transition rather than assert.",0
3059,961: Fixed.  A long-running problem was that SinglePhotoPage resized the DrawingArea widget to match the,0.5648173,Redesigned Photo Viewer icon,GtkSearchEntry (#6093) requires GTK+ 3.6.,0
3060,"This fixes 3457 by making the 'unable to publish' dialog HIG-compliant, and adding a workaround the problem where Gtk.MessageDialog.with_markup() doesn't seem to work.",0.47214067,* Use Gtk.FileChooserNative throughout,,0
3061,Modifies exposure and ISO number metadata fetching functions to check their results for sanity. Closes #2140.,0.48351714,The list of issues closed by this release can be found here.,Uses fallback code to load metadata through alternate means (i.e. GVFS) when unable to load through GPhoto itself.,0
3062,Implemented #1142 (-h or --help should print command-line options).,0.3818823,Redesign a large number of dialogs,,0
3063,remove unnecessary button position,0.56188107,Move Toggle Sidebar and Toggle Photo Info actions to the main menubutton,,0
3064,Original metadata timestamp now imported even for photos in direct editor,0.51256377,New actions to copy image or metadata to clipboard,,0
3065,"Closes #4345, #4363 and #4354. Works around a problem where class instances passed as ref parameters would cause some methods to fail silently and return without doing anything.",0.3389526,The list of issues closed by this release can be found here.,,0
3066,Added 2 new resolutions for Flickr publishing.,0.5731491,Photos 2.6.1 is out!,"The number of deprecated classes and methods in GTK 3.10 is too much work simply to get Shotwell to compile, so that's been moved to #7301.  This patch fixes some ""hard"" compile errors and disables warnings for deprecated symbols.",0
3067,"Re-closes #5160; adds support for some Sony cameras that put stills in DCIM, but videos in /PRIVATE/SONY/...",0.45767966,Photos 2.6.1 is out!,,0
3068,"fix trash button relief, add merge icon from theme",0.6413373,Redesigned app icon,,0
3069,"Using the ""&"" character in Picasa uploader causes upload to fail: Closes #6141",0.39066643,Avoid a crash when importing videos,,0
3070,Added Chris Hemsing to the THANKS file.,0.31175947,Fix pasting in comment box,,0
3071,658: (Jeske) F11 and Esc now exit fullscreen mode.,0.39810026,The list of issues closed by this release can be found here.,,0
3072,"Build when ""-Werror=format-security"" used: Closes #719863",0.4026971,* Fix building against latest gexiv2,,0
3073,"Sidebar refactoring.  Large commit, to be sure, but this should make it much easier to manage the sidebar going into the future as well as put the intelligence for managing each branch in a separate compartment, where it belongs.  Other minor bugs were discovered while testing the code, fixed as well.",0.39629257,Redesign a large number of dialogs,,0
3074,3629 send-to with multiple users (and other multi-user /tmp bugs),0.2849576,Redesign a large number of dialogs,"LibRaw 0.15 removed document-mode processing, which, as their release notes say, ""no one uses"".  Compile error were nothing more than missing symbols -- Shotwell wasn't using it either.",0
3075,Fixed #4885 (A crash occurs if an unhighlighted tag in the sidebar is right-clicked upon).,0.4403581,Fix a possible crash with invalid date and time info,,0
3076,"1153: Events now displayed as a squared key photo with rounded corners, with its name centered and in boldface,",0.4882501,Photos taken on the same day show under the same event,,0
3077,Removes the GNOME vfs dependency from the Makefile and debian/control file.,0.3411525,* Use Gtk.FileChooserNative throughout,,0
3078,Partial RDNN (#258),0.27956188,* Updated translations,,0
3079,Updated no-c-format designation in pot file and affected translations.,0.55170095,* Updated translations,,0
3080,Moving help documents from ./help to ./help/C broke loading help when running from build directory.  This fixes it.  See #2451.,0.38403696,* Use Gtk.FileChooserNative throughout,,0
3081,For 0.4.3 release.,0.5288141,Photos 2.6.4 is out!,,0
3082,From Matthias Clasen.,0.22419402,* Updated translations,,0
3083,Simplify StraightenToolWindow class (#666),0.4421509,Add checkerboard behind semi-transparent photos in grid view,,0
3084,Translated using Weblate (Japonais),0.61628926,Translation updates,,0
3085,Updated Spanish and Thai translations.,0.7812522,* Updated translations,,1
3086,999: HAL dependency removed.  Now using GUdev (GObject wrapper around libudev).,0.32923317,* Fix building against latest gexiv2,,0
3087,revert changes to rotate icon,0.64072466,Redesigned Photo Viewer icon,,0
3088,"Updated Hungarian, Swedish, and Turkish translations in shotwell-0.8 branch.",0.6214109,Translation updates,,0
3089,fixes a bug (unticketed?) where photos without any exif data at all aren't appropriately when the exposure time is changed.,0.50962347,"Replace all instances of ""Shotwell"" with ""Photos""",,0
3090,FullScreenWindow: Get rid of redundant private variable (#383),0.33563524,Add Open In menu to the photo viewer,,0
3091,"Greatly reduces mentioning of ""Shotwell"" (#186)",0.4119833,"Replace all instances of ""Shotwell"" with ""Photos""",,0
3092,SinglePhotoPage: Use checkerboard class from Granite (#567),0.6692971,Add checkerboard behind semi-transparent photos in grid view,,0
3093,Use single click in checkerboard items,0.53272486,Add checkerboard behind semi-transparent photos in grid view,,0
3094,Allow building the Windows installer from the command line.,0.3579479,Fix keyboard activation in tool windows,,0
3095,Translated using Weblate (Swedish),0.60251063,Translation updates,,0
3096,Updated Indonesian and Thai translations.,0.6704572,* Updated translations,,0
3097,Use Icons Only style in toolbar to fix bug #1272474.,0.576168,Redesigned app icon,,0
3098,Translated using Weblate (Malay),0.6201155,Translation updates,,0
3099,"Updated Chinese (Mainland China), Croatian, Czech, Danish, English (Great Britain), Finnish, French, German, Greek, Polish, Punjabi, Norwegian, Russian, Slovenian, Ukrainian translations following string freeze for 0.6 release.",0.54107165,Translation updates,,0
3100,3142: Fixes segfault if a transition is occurring when the window is destroyed.,0.4388991,* Fix building against latest gexiv2,,0
3101,Remove old license,0.32180294,"Replace all instances of ""Shotwell"" with ""Photos""",,0
3102,Prevent ourselves from attempting to call an instance method if the import plugin host instance is null here.  Closes #4955.,0.45000955,Avoid a crash when importing videos,,0
3103,Properly encodes the '+' character during the Picasa login transaction. Closes #2533.,0.27811015,Fix pasting in comment box,,0
3104,Further changes for packagers.,0.49447346,* Updated translations,,0
3105,"Adds support for the Gtk+ standard page setup dialog, closes #1275.",0.5216279,* Use Gtk.FileChooserNative throughout,,0
3106,Deleted UI files processing leftovers,0.36200052,"Replace all instances of ""Shotwell"" with ""Photos""",,0
3107,First stab at direct photo editing (#187); can open a single file and edit it with our tool set.  Fullscreen ,0.519526,Add Open In menu to the photo viewer,,0
3108,Missed a spot,0.28791344,Photos 0.2.5 is out!,,0
3109,"Updated Chinese (China) translation, added Chinese (Taiwan) translation.",0.6450612,* Updated translations,,0
3110,Checkerboard: Use Gtk.DirectionType (#606),0.5632902,* Use Gtk.FileChooserNative throughout,,0
3111,moved all old properties windows to new metadata sidebar,0.5175977,Move Toggle Sidebar and Toggle Photo Info actions to the main menubutton,,0
3112,"Fixes the EditingHostPage's cursor handling such that the grip-hand cursor is displayed when and only when panning is applicable, across a wide variety of cases. Closes #1911.",0.4975109,Move Toggle Sidebar and Toggle Photo Info actions to the main menubutton,,0
3113,Wrong date for Pentax K-5 AVI: Closes #7054,0.40868598,The list of issues closed by this release can be found here.,,0
3114,"Closes #4691, makes raw development changes display correctly whilst avoiding a possible race/reentrancy issue where precache_unmodified could be populated from two different places.",0.36775947,* Updated translations,,0
3115,Displays the current git SHA in the Shotwell runtime log. Invaluable for debugging with users that have built from git master. Closes #3655.,0.3797602,* Fix building against latest gexiv2,,0
3116,"Attempts to guard against obviously-malformed XML responses -and- checks whether the freshly-parsed Xml.Doc* has zero children; closes #5822, closes #5907.",0.35998878,The list of issues closed by this release can be found here.,,0
3117,Translated using Weblate (Tagalog),0.60319626,Translation updates,,0
3118,Folder entries in sidebar updated when folder deleted or renamed: Closes #6455,0.39441833,Move Toggle Sidebar and Toggle Photo Info actions to the main menubutton,,0
3119,"Updated all translation files to support gettext lookup on the 'translator-credits' msgid to allow display of translator credits in the ""About..."" box; changed ""About..."" box invocation code in the AppWindow class to inject a translator credits pane. Closes #2005.",0.62324464,Translation updates,,0
3120,"Updates the NEWS, debian/changelog, and Makefile version number in preparation for the Shotwell 0.11.4 release.",0.42769063,Translation updates,,0
3121,update translation template,0.78265196,Translation updates,,1
3122,2206: Original committer used state to track when Ctrl was pressed/released in regards to the mousewheel zoom,0.50713915,Focus photos on startup when previewing to fix navigating with left and right arrow keys,,0
3123,Changes for packaging 0.7.2.,0.44076198,Photos 2.6.3 is out!,,0
3124,Added PNG icons for Windows port.,0.5920479,Redesigned Photo Viewer icon,,0
3125,use symbolic window restore icon,0.68630207,Redesigned app icon,,0
3126,Properly takes padding into account when doing custom hit-testing of enable/disable checkboxes in the plugin manifest widget. Closes #5230.,0.40965438,Fix pasting in comment box,,0
3127,Use .h4 class for settings headers,0.2753579,Show image titles in preview mode,,0
3128,Use GLib preset for translations,0.5717577,Translation updates,,0
3129,Adds tabs to and rearranges the Preferences dialog so that it fits comfortably on netbook screens. Special thanks to Valentín Barros.,0.5231872,Redesign a large number of dialogs,(Also corrects a problem with misc/shotwell-viewer.desktop.head),0
3130,Removed scrolled sidebar from frame,0.6143101,Move Toggle Sidebar and Toggle Photo Info actions to the main menubutton,This reverts commit 547e2251fe0cff819b729fb79415f165d8ed9941.,0
3131,Shotwell 0.6.1 packaging changes,0.5291501,"Replace all instances of ""Shotwell"" with ""Photos""",,0
3132,Backed out a strategy of incrementally loading EXIF data.,0.31081173,The list of issues closed by this release can be found here.,,0
3133,"Changed icon size to Gtk.IconSize.MENU, reverted change on extensions",0.69452894,Redesigned app icon,,0
3134,2750: Enter to return from full-window to checkerboard.  Courtesy wolfer.,0.52242625,Add checkerboard behind semi-transparent photos in grid view,,0
3135,1352: Import no longer hangs when importing nothing but photos already in library.,0.5408822,"Replace all instances of ""Shotwell"" with ""Photos""",,0
3136,Added Eric to THANKS file.,0.3446455,* Use Gtk.FileChooserNative throughout,,0
3137,"2492: Auto-import and auto-commit metadata only take affect once the Preferences dialog has been closed.  Also, changed two chatty directory monitoring logging messages to only appear when TRACE_MONITORING is enabled, and fixed a bug in FlaggedPage dropping thumbnails when they'd had their metadata committed in the background.",0.4279525,Fix pasting in comment box,,0
3138,Add testing location,0.3000973,Show saved state correctly in the context-menu,,0
3139,"adds real rating widget code cleanup, branch still needs cleanup and bug fixes",0.36125004,* Fix building against latest gexiv2,,0
3140,3977 fix from prev commit,0.34052065,* Fix building against latest gexiv2,,0
3141,Fixes #2973.,0.37164664,The list of issues closed by this release can be found here.,,0
3142,3129 fixed segfault when opening photo with missing backing file,0.4045175,Add Open In menu to the photo viewer,,0
3143,Updated Italian and Spanish translations.,0.7360358,* Updated translations,,1
3144,"merge trunk, adjust PhotosPage and RawsPage",0.52585065,"Replace all instances of ""Shotwell"" with ""Photos""",,0
3145,Updated German translation.,0.72552097,* Updated translations,,1
3146,3672 fixed opening raw photos in direct mode,0.5473871,Add Open In menu to the photo viewer,,0
3147,Updated French translation.,0.7113404,* Updated translations,,1
3148,865: Direct editing fixed.  Was not entirely integrated into the new architecture.,0.38025826,* Updated translations,,0
3149,600: Now using user-defined pictures directory for default library storage.,0.47703463,"Replace all instances of ""Shotwell"" with ""Photos""",,0
3150,Dialogs: rewrite offline-remove as Granite.MessageDialog (#442),0.71529627,* Use Granite.MessageDialog throughout,,1
3151,Closes #4523; corrects an issue where the parent directory of the desired import location would occasionally be seen as the import location.,0.3869513,Avoid a crash when importing videos,,0
3152,859: Reflow was not occuring after import.  This fell out of some of the recent optimizations (but is fixed,0.4043066,Avoid a crash when importing videos,,0
3153,2969: Auto-import was not detecting content duplicates and importing them.  BatchImport would then detect the MD5 duplicate and untrash the matching file.  This fixes that.,0.49649704,Avoid a crash when importing videos,,0
3154,Whoops.,0.33571848,Photos 0.2.5 is out!,,0
3155,Adds a descriptive comment to pretty-printed date ranges spanning exactly two days in shotwell.pot; closes #4976.,0.32955298,Photos taken on the same day show under the same event,,0
3156,Fixed scaled load-and-decode to properly scale images which are re-oriented and/or have a crop.  Assertions in ,0.47124633,Add checkerboard behind semi-transparent photos in grid view,,0
3157,fixes #1131 by removing double inset,0.36638796,"Replace all instances of ""Shotwell"" with ""Photos""",,0
3158,"386: Renamed Subversion directory to ""shotwell""",0.4535012,"Replace all instances of ""Shotwell"" with ""Photos""",,0
3159,151: Using square brackets rather than +/- for thumbnail zoom accelerators.,0.41398433,Add checkerboard behind semi-transparent photos in grid view,,0
3160,Fixed #967 ([windows] Start menu item should show Shotwell icon).,0.5416341,Focus photos on startup when previewing to fix navigating with left and right arrow keys,,0
3161,"Drop ""External"" preferences",0.34242982,Move Toggle Sidebar and Toggle Photo Info actions to the main menubutton,,0
3162,Add releases info to appdata.xml,0.41129106,Make sure we show the right apps in the Open In menu,,0
3163,"2233: Added 5 star rating system, and ability to sort photos by rating.",0.44968694,pantheon-photos 0.2.3 is out!,,0
3164,2767: Flickr video upload.,0.55188966,photos 2.6.5 is out! ,,0
3165,Updated French translation; note that French translation now carries version 0.5.0.,0.6832926,Translation updates,,0
3166,Corrects an issue where pressing Alt + D in the preferences dialog would highlight the wrong widget; closes #4986.,0.519787,Fix keyboard activation in tool windows,,0
3167,3369 removes plugin warning,0.3703471,The list of issues closed by this release can be found here.,,0
3168,3362 fix for video thumbnailing with vala 0.11,0.55219424,Avoid a crash when importing videos,,0
3169,2025: Images with transparencies now painted with proper background color.  Courtesy Philip Beam.,0.55589986,Add checkerboard behind semi-transparent photos in grid view,,0
3170,533: Holding down the arrow key doesn't hang Shotwell any longer.  #63: Quick compare holding down the Shift,0.32453385,Focus photos on startup when previewing to fix navigating with left and right arrow keys,,0
3171,Made alert dialogs comply with GNOME HIG,0.48089984,* Use Granite.MessageDialog throughout,,0
3172,LibraryWindow: remove an extra 1px border (#420),0.42196277,Add checkerboard behind semi-transparent photos in grid view,,0
3173,add About Photos to shotwell viewr too,0.6825677,Add Open In menu to the photo viewer,,0
3174,Resources.vala: Remove unused code,0.27759868,The list of issues closed by this release can be found here.,,0
3175,"This fixes 3230 by restoring the ui object for this dialog box (it had gone missing as of 2640, Glade bug suspected)",0.43031693,Fix keyboard activation in tool windows,,0
3176,Remove Valadate unit testing: Closes #6712,0.40368614,The list of issues closed by this release can be found here.,NOTE: this does not fix the case where reverting after an external editor has set the _modified.jpg to top-left; this was broken out into its own bug.,0
3177,Fixes an error in the German shotwell-core translation file; closes #5931.,0.46135393,Translation updates,,0
3178,Hides import-dialog after answering on openbox which would hide any subsequent dialogs for this import-action behind it.,0.42316598,Avoid a crash when importing videos,,0
3179,fix ui file,0.4519235,* Use Gtk.FileChooserNative throughout,,0
3180,The new Graph API-based Facebook Connector correctly sets the privacy level on video uploads. Closes #6694.,0.35103905,Show image titles in preview mode,,0
3181,DataView: use gobject style construction (#403),0.46459484,* Use Granite.MessageDialog throughout,,0
3182,BasicProperties.vala: Add filesize and combine it with dimensions a la Files,0.41685098,* Use Gtk.FileChooserNative throughout,,0
