Index,Message,Description
20056,Update CHANGELOG.md,
20057,Bug Fix: azurerm_api_managment_product - Additional validation for approval_required (#3945),
20058,azurerm_kubernetes_cluster - Remove duplicated line in docs (#3940),
20059,Sending nil certificate when no certificate is specified (#3931),
20060,Cleanup after v1.32.0 release,
20061,v1.32.0,
20062,Update CHANGELOG.md to include #3648,
20063,azurerm_application_gateway  - Support for Managed Identity (resolves #3640) (#3648),resolves #3640
20064,Update mysql_server.html.markdown (#3914),
20065,Update CHANGELOG.md to include #3890,
20066,kubernetes_cluster: support specifying load balancer sku (#3890),Fixes #3726
20067,Update CHANGELOG.md to include #3906,
20068,azurerm_cosmosdb_account: validate max_interval_in_seconds and… (#3906),fixes #3551
20069,Update CHANGELOG.md,
20070,azurerm_storage_account: set queue_properties (#3859),
20071,website: Fix a sidebar name (#3911),
20072,decrease gogc to prevent linting OOM,
20073,sorting/reordering the changelog,
20074,updating to include #3698,
20075,Merge pull request #3698 from Krueladin/maps-accounts,[Feature] Azure Maps Account Support
20076,Update CHANGELOG.md to include #3519,
20077,[azurerm_kubernetes_cluster ] - support for the `windows_profil… (#3519),fixes #3508
20078,maps: fixing the tests,$ acctests azurerm TestAccAzureRMMapsAccount_ === RUN   TestAccAzureRMMapsAccount_basic === PAUSE TestAccAzureRMMapsAccount_basic === RUN   TestAccAzureRMMapsAccount_sku === PAUSE TestAccAzureRMMapsAccount_sku === RUN   TestAccAzureRMMapsAccount_tags === PAUSE TestAccAzureRMMapsAccount_tags === CONT  TestAccAzureRMMapsAccount_basic === CONT  TestAccAzureRMMapsAccount_tags --- PASS: TestAccAzureRMMapsAccount_basic (80.43s) --- PASS: TestAccAzureRMMapsAccount_tags (111.23s) === CONT  TestAccAzureRMMapsAccount_sku --- PASS: TestAccAzureRMMapsAccount_sku (82.26s) PASS ok      github.com/terraform-providers/terraform-provider-azurerm/azurerm   273.956s
20079,Update CHANGELOG.md to include #3896,
20080,r/storage_container: support for containers named $web (#3896),Fixes #3894
20081,maps: making the sku lower-case to match the api,
20082,d/cosmosdb_account: handling the document endpoint being nil (#3899),
20083,r/maps: removing dead code,
20084,updating to include #3897,
20085,Merge pull request #3897 from terraform-providers/f/app-service-slot-auth,r/app_service_slot: support for auth settings
20086,docs: adding to the sidebar,
20087,r/maps_account: changes from code review,
20088,Merge pull request #3898 from terraform-providers/f/storage-container-metadata,r/storage_container: metadata should be computed
20089,vendoring the maps sdk,
20090,[Feature] Azure Maps Account Support,Adding Azure Map Accounts support to Terraform. Adds azurerm_maps_account data source. Adds azurerm_maps_account resource type. Adds website documentation for data source and resource. Adds data source and resource acceptance tests.
20091,r/storage_container: metadata should be computed,$ acctests azurerm TestAccAzureRMStorageContainer_metaData === RUN   TestAccAzureRMStorageContainer_metaData === PAUSE TestAccAzureRMStorageContainer_metaData === CONT  TestAccAzureRMStorageContainer_metaData --- PASS: TestAccAzureRMStorageContainer_metaData (165.53s) PASS ok      github.com/terraform-providers/terraform-provider-azurerm/azurerm   165.571s
20092,r/app_service_slot: renaming the CreateUpdate method to Create since it's been split,
20093,r/app_service_slot: wrapping the errors,
20094,Wrong resource name in tests,
20095,return value for UpdateAuthSettingsSlot,
20096,Missed import modules for test,
20097,auth_settings block in app service slot docs,
20098,Add auth_settings tests to app service slot,
20099,Add auth_settings support to app service slot,
20100,updating to include #3893,
20101,Merge pull request #3893 from clearbank/function_app_auth_settings,Add function_app auth_settings
20102,updating to include #3721,
20103,Merge pull request #3721 from r0bnet/resource_arm_analysis_services_server,Resource arm analysis services server
20104,r/analysis_services_server: ensuring the ID is set in the create,
20105,bug: missing link to azurerm_api_management_subscription (#3888),
20106,docs,
20107,add function app auth settings,
20108,Merge pull request #3882 from terraform-providers/f/storage-state-migration,r/storage_share: switching the state migration over to 0.12 format
20109,Updating to include #3785,
20110,Merge pull request #3785 from kinvolk/invidian/support-node-resource-group,kubernetes_cluster: support specifying node_resource_group
20111,sidebar: fixing the ordering,
20112,fixing comments from code review,
20113,r/kubernetes_cluster: switching to an import test,
20114,adjust pr comments,
20115,r/kubernetes_cluster: ordering the sections alphabetically,
20116,r/kubernetes_cluster: fixing comments from code review,
20117,Merge pull request #3879 from egegunes/master,Fix azurerm_redis_cache non-SSL port in docs
20118,r/storage_share: switching the state migration over to 0.12 format,"$ go test -v ./azurerm/ -run=TestAzureRMStorageShareMigrateState === RUN   TestAzureRMStorageShareMigrateStateV0ToV1 2019/07/19 13:33:46 [DEBUG] Updating ID from ""share1"" to ""share1/group1/account1"" 2019/07/19 13:33:46 [DEBUG] Updating ID from ""share1"" to ""share1/group1/account1"" 2019/07/19 13:33:46 [DEBUG] Updating ID from ""share1"" to ""share1/group1/account1"" 2019/07/19 13:33:46 [DEBUG] Updating ID from ""share1"" to ""share1/group1/account1"" --- PASS: TestAzureRMStorageShareMigrateStateV0ToV1 (0.00s)     resource_arm_storage_share_migration_test.go:20: [DEBUG] Testing with Cloud ""AzureChinaCloud""     resource_arm_storage_share_migration_test.go:49: [DEBUG] Ok!     resource_arm_storage_share_migration_test.go:20: [DEBUG] Testing with Cloud ""AzureGermanCloud""     resource_arm_storage_share_migration_test.go:49: [DEBUG] Ok!     resource_arm_storage_share_migration_test.go:20: [DEBUG] Testing with Cloud ""AzurePublicCloud""     resource_arm_storage_share_migration_test.go:49: [DEBUG] Ok!     resource_arm_storage_share_migration_test.go:20: [DEBUG] Testing with Cloud ""AzureUSGovernmentCloud""     resource_arm_storage_share_migration_test.go:49: [DEBUG] Ok! === RUN   TestAzureRMStorageShareMigrateStateV1ToV2 2019/07/19 13:33:46 [DEBUG] Updating Resource ID from ""share1/group1/account1"" to ""https://account1.file.core.chinacloudapi.cn/share1"" 2019/07/19 13:33:46 [DEBUG] Updating Resource ID from ""share1/group1/account1"" to ""https://account1.file.core.cloudapi.de/share1"" 2019/07/19 13:33:46 [DEBUG] Updating Resource ID from ""share1/group1/account1"" to ""https://account1.file.core.windows.net/share1"" 2019/07/19 13:33:46 [DEBUG] Updating Resource ID from ""share1/group1/account1"" to ""https://account1.file.core.usgovcloudapi.net/share1"" --- PASS: TestAzureRMStorageShareMigrateStateV1ToV2 (0.00s)     resource_arm_storage_share_migration_test.go:62: [DEBUG] Testing with Cloud ""AzureChinaCloud""     resource_arm_storage_share_migration_test.go:91: [DEBUG] Ok!     resource_arm_storage_share_migration_test.go:62: [DEBUG] Testing with Cloud ""AzureGermanCloud""     resource_arm_storage_share_migration_test.go:91: [DEBUG] Ok!     resource_arm_storage_share_migration_test.go:62: [DEBUG] Testing with Cloud ""AzurePublicCloud""     resource_arm_storage_share_migration_test.go:91: [DEBUG] Ok!     resource_arm_storage_share_migration_test.go:62: [DEBUG] Testing with Cloud ""AzureUSGovernmentCloud""     resource_arm_storage_share_migration_test.go:91: [DEBUG] Ok! PASS ok      github.com/terraform-providers/terraform-provider-azurerm/azurerm   0.038s"
20119,Merge remote-tracking branch 'fork/resource_arm_analysis_services_server' into resource_arm_analysis_services_server,
20120,fix admin users test,
20121,fix linting error,
20122,fix linting error,
20123,fix some errors; enable adminUsers test but not working currently,
20124,Merge pull request #3875 from terraform-providers/f/storage-env,storage: using the environment as available
20125,change firewall test to explicit config,fix bug of returning nil
20126,fix merging problem,
20127,Merge branch 'master' into resource_arm_analysis_services_server,Conflicts: azurerm/config.go
20128,Fix azurerm_redis_cache non-SSL port in docs,
20129,Fix documentation. Real resource name is azurerm_application_in… (#3877),
20130,storage: using the environment as available,
20131,Update CHANGELOG.md to include #3822,
20132,[azurerm_recovery_services_protected_vm] - changing `backup_pol… (#3822),Refer to #3441 now changing the behaviour of backup_policy_id so it should not trigger recreation of resource when value changed (fixes #3441)
20133,Merge pull request #3865 from terraform-providers/f/storage-blob-tests,r/storage_blob: adding additional acceptance tests
20134,Updating to include #3804,
20135,Merge pull request #3804 from terraform-providers/f/app-service-backups,r/app_service: support for backups
20136,fwixing comments from code review,
20137,azurerm_app_service: fixing the code comments from #3330,$ acctests azurerm TestAccAzureRMAppService_backup === RUN   TestAccAzureRMAppService_backup === PAUSE TestAccAzureRMAppService_backup === CONT  TestAccAzureRMAppService_backup --- PASS: TestAccAzureRMAppService_backup (660.26s) PASS ok      github.com/terraform-providers/terraform-provider-azurerm/azurerm   660.313s $ acctests azurerm TestAccAzureRMAppService_basic === RUN   TestAccAzureRMAppService_basic === PAUSE TestAccAzureRMAppService_basic === RUN   TestAccAzureRMAppService_basicWindowsContainer === PAUSE TestAccAzureRMAppService_basicWindowsContainer === CONT  TestAccAzureRMAppService_basic --- PASS: TestAccAzureRMAppService_basic (189.59s) === CONT  TestAccAzureRMAppService_basicWindowsContainer --- PASS: TestAccAzureRMAppService_basicWindowsContainer (369.53s) PASS ok      github.com/terraform-providers/terraform-provider-azurerm/azurerm   559.155s
20138,Delete backupSchedule in create function,
20139,Add frequency_unit validation,
20140,Fix tabulation and add validate to backup_name,
20141,Update azurerm/resource_arm_app_service.go,Co-Authored-By: Matthew Frahry mbfrahry@gmail.com
20142,Validate retention period range limit,
20143,Frequency interval validation range limit,
20144,Fix errcheck in DeleteBackupConfiguration,
20145,Add HasChange in update function,
20146,In deleteConfiguration function delete check,
20147,Add condition err in resourceArmDeleteScheduleBackup,
20148,Delete backupScheduleEnabled param,
20149,delete backup-schedule_enabled parameter,
20150,Add default value to backup_schedule_enabled parameter,
20151,Add deafult value to backup_schedule_enabled,
20152,Add doc in app_service.html.markdown file,
20153,Add schedule backup functionality.,
20154,Updating to include #3849,
20155,Merge pull request #3849 from patst/azurerm_private_dns_a_record,New resource: azurerm_private_dns_zone_a_record
20156,Updating to include #3847,
20157,Merge pull request #3847 from terraform-providers/f-storage-table-acl,Improvement: azurerm_storage_table ACL Support
20158,r/private_dns_a_record: fixing comments from code review,
20159,Merge pull request #3858 from swiftsolves-msft/master,new Azure Firewall example
20160,Merge pull request #3864 from MattiasAng/patch-1,Add metadata to azurerm_policy_definition example usage
20161,Adding a todo,
20162,r/storage_blob: test fixes,
20163,r/storage_blob: rewriting the acceptance tests,
20164,Add metadata to example usage,
20165,Updating to use #3857,
20166,Merge pull request #3857 from terraform-providers/f/storage-containers,r/storage_containers: switching to use the new SDK / support for metadata
20167,r/storage_blob: refactoring the existing tests,
20168,resource_group_name ignored on diff,array initialized with 0 entries
20169,sending the missing resource group argument,
20170,new Azure Firewall example,
20171,change A records to private dns a records,Co-Authored-By: Tom Harvey tombuildsstuff@users.noreply.github.com
20172,kubernetes_cluster: support specifying node_resource_group,Closes #3354 Signed-off-by: Mateusz Gozdek mateusz@kinvolk.io
20173,r/storage_container: deprecating the resource_group_name and properties fields,
20174,r/storage_container: support for metadata,
20175,r/storage_container: porting over to using the new sdk,
20176,r/application_insights_web_test: fixing a typo (#3854),
20177,Updating to include #3850,
20178,Merge pull request #3850 from terraform-providers/f/cli-sp-warning,Upgrading to v0.5.0 of github.com/hashicorp/go-azure-helpers
20179,r/storage_container: updating the tests to use the new sdk,$ acctests azurerm TestAccAzureRMStorageContainer_ === RUN   TestAccAzureRMStorageContainer_basic === PAUSE TestAccAzureRMStorageContainer_basic === RUN   TestAccAzureRMStorageContainer_requiresImport --- SKIP: TestAccAzureRMStorageContainer_requiresImport (0.00s)     resource_arm_storage_container_test.go:44: Skipping since resources aren't required to be imported === RUN   TestAccAzureRMStorageContainer_update === PAUSE TestAccAzureRMStorageContainer_update === RUN   TestAccAzureRMStorageContainer_disappears === PAUSE TestAccAzureRMStorageContainer_disappears === RUN   TestAccAzureRMStorageContainer_root === PAUSE TestAccAzureRMStorageContainer_root === CONT  TestAccAzureRMStorageContainer_basic --- PASS: TestAccAzureRMStorageContainer_basic (135.22s) === CONT  TestAccAzureRMStorageContainer_root --- PASS: TestAccAzureRMStorageContainer_root (104.49s) === CONT  TestAccAzureRMStorageContainer_disappears --- PASS: TestAccAzureRMStorageContainer_disappears (117.15s) === CONT  TestAccAzureRMStorageContainer_update --- PASS: TestAccAzureRMStorageContainer_update (163.77s) PASS ok      github.com/terraform-providers/terraform-provider-azurerm/azurerm   520.686s
20180,exposing the client / fixing a bug,
20181,r/storage_container: cleanup of the tests,
20182,r/storage_container: switching to use a template for the tests,
20183,vendoring github.com/tombuildsstuff/giovanni,
20184,r/storage_container: switching to parse the ID's using the Giovanni SDK method,
20185,f/azure-cli-auth: adding a link to how to configure a service principal,
20186,vendor: upgrading to v0.5.0 of github.com/hashicorp/go-azure-helpers,
20187,Fix golangci-lint: goimports,
20188,New resource: azurerm_private_dns_zone_a_record,
20189,Add ACL support for Storage Table,
20190,Remove CustomizeDiff function and move checks to create function,
20191,Remove newline,
20192,Improve documentation,
20193,Fix alignment,
20194,update CHANGELOG.md to include #3655,
20195,[azurerm_traffic_manager_endpoint ] - supper for `custom_header… (#3655),"Be able to add ""Subnet Routing Settings"" in Azure Traffic Manager Endpoint A follow-up for the Subnet Routing method for Azure Traffic Manager Can add a list of IP ranges to one endpoint, supporting both CIDR and IP range."
20196,Updating to include #3838,
20197,Merge pull request #3838 from terraform-providers/f/storage-vm,r/virtual_machine: switching over to the new Storage SDK
20198,update CHANGELOG.md to include #3535,
20199,[azurerm_batch_account] - expose required properties when `pool… (#3535),This PR will fix the bug described in #2793 when user try to create an Azure Batch account with UserSubscription allocation mode. The resource / data source did not defined the Azure Keyvault reference which is required for that mode.
20200,Updating to include #3842,
20201,Merge pull request #3842 from terraform-providers/b/storage-blob-metadata,r/storage_blob: making metadata computed
20202,r/virtual_machine: removing the unused findStorageAccountResourceGroup func,
20203,fixing the check,
20204,Vendoring the Blobs SDK from github.com/tombuildsstuff/giovanni,
20205,r/virtual_machine: switching to use the new Storage SDK for tests,
20206,r/virtual_machine: deleting the os disk using the new sdk,
20207,"r/virtual_machine: retrieving the OS/Data Disks from Azure, rather than trying to parse the config",This ensures that all Disks attached to the Virtual Machine should be deleted at deletion time should the user be opted into it. This also exposes the full (correctly cased/validated ID's) such that we can switch to using the new storage sdk
20208,Updating to include #3834,
20209,Merge pull request #3834 from terraform-providers/f/storage-table,r/storage_table: switching over to using the new sdk
20210,r/storage_blob: making metadata computed,"Fixes TestAccAzureRMVirtualMachine_basicLinuxMachine_storageBlob_attach ``` ------- Stdout: ------- === RUN   TestAccAzureRMVirtualMachine_basicLinuxMachine_storageBlob_attach === PAUSE TestAccAzureRMVirtualMachine_basicLinuxMachine_storageBlob_attach === CONT  TestAccAzureRMVirtualMachine_basicLinuxMachine_storageBlob_attach --- FAIL: TestAccAzureRMVirtualMachine_basicLinuxMachine_storageBlob_attach (548.77s)     testing.go:568: Step 2 error: After applying this step and refreshing, the plan was not empty:     DIFF:      UPDATE: azurerm_storage_blob.test       attempts:                                         ""1"" => ""1""       content_type:                                     ""application/octet-stream"" => ""application/octet-stream""       id:                                               ""https://accsa190712152930379829.blob.core.windows.net/vhds/datadisk1.vhd"" => ""https://accsa190712152930379829.blob.core.windows.net/vhds/datadisk1.vhd""       metadata.microsoftazurecompute_diskid:            ""12713d7a-226f-4e95-8b45-91fd268582cd"" => """"       metadata.microsoftazurecompute_diskname:          ""datadisk1.vhd"" => """"       metadata.microsoftazurecompute_disksizeingb:      ""45"" => """"       metadata.microsoftazurecompute_disktype:          ""DataDisk"" => """"       metadata.microsoftazurecompute_resourcegroupname: ""acctestRG-190712152930379829"" => """"       metadata.microsoftazurecompute_vmname:            ""acctvm-190712152930379829"" => """"       name:                                             ""datadisk1.vhd"" => ""datadisk1.vhd""       parallelism:                                      ""8"" => ""8""       resource_group_name:                              ""acctestRG-190712152930379829"" => ""acctestRG-190712152930379829""       size:                                             ""0"" => ""0""       source_uri:                                       ""https://accsa190712152930379829.blob.core.windows.net/vhds/myosdisk1.vhd"" => ""https://accsa190712152930379829.blob.core.windows.net/vhds/myosdisk1.vhd""       storage_account_name:                             ""accsa190712152930379829"" => ""accsa190712152930379829""       storage_container_name:                           ""vhds"" => ""vhds""       type:                                             ""page"" => ""page""       url:                                              ""https://accsa190712152930379829.blob.core.windows.net/vhds/datadisk1.vhd"" => ""https://accsa190712152930379829.blob.core.windows.net/vhds/datadisk1.vhd""  ```"
20211,Merge pull request #3833 from terraform-providers/f/storage-metadata,storage: validating the metadata keys so an error's returned
20212,Apply suggestions from code review,Co-Authored-By: Matthew Frahry mbfrahry@gmail.com
20213,r/storage_table: switching over to using the new sdk,$ acctests azurerm TestAccAzureRMStorageTable_ === RUN   TestAccAzureRMStorageTable_basic === PAUSE TestAccAzureRMStorageTable_basic === RUN   TestAccAzureRMStorageTable_requiresImport --- SKIP: TestAccAzureRMStorageTable_requiresImport (0.00s)     resource_arm_storage_table_test.go:46: Skipping since resources aren't required to be imported === RUN   TestAccAzureRMStorageTable_disappears === PAUSE TestAccAzureRMStorageTable_disappears === CONT  TestAccAzureRMStorageTable_basic --- PASS: TestAccAzureRMStorageTable_basic (117.02s) === CONT  TestAccAzureRMStorageTable_disappears --- PASS: TestAccAzureRMStorageTable_disappears (103.54s) PASS ok      github.com/terraform-providers/terraform-provider-azurerm/azurerm   220.621s
20214,storage: validating the metadata keys so an error's returned,
20215,Updating to include #3828,
20216,Merge pull request #3832 from terraform-providers/f/storage-queue,r/storage_queue: switching to use the new SDK
20217,Updating to include #3830,
20218,Merge pull request #3830 from terraform-providers/f/storage-share-enhancements,r/storage_share: support for configuring ACL's and MetaData
20219,Merge pull request #3827 from terraform-providers/r/clientreg-v3,Switch client registrations E-T to use a shared type
20220,Fixing PR comments,
20221,fixing the tests,
20222,Vendoring the Queues SDK from github.com/tombuildsstuff/giovanni,
20223,Switching to use the newly available function,
20224,r/storage_queue: support for metadata,
20225,r/storage_queue: switching to use the new sdk,
20226,re-ordering the changelog,
20227,Update CHANGELOG.md,Fixed order
20228,Update CHANGELOG.md,Added batch application to new resource list
20229,New Resource: Batch Application (#3825),  Exposed new batch application resource   Added validation and update test case   Added newline at EOF   gofmt 
20230,Update CHANGELOG.md,
20231,New Resource: azurerm_storage_table_entity  (#3831),
20232,r/storage_share: support for configuring ACL's,
20233,r/storage_share: support for metadata,
20234,Merge pull request #3828 from terraform-providers/f/storage-share,r/storage_share: switching to use the new storage sdk
20235,typo,
20236,doc updates: deprecating the rg field,
20237,removing the unused code,
20238,r/storage_share: switching to use the new sdk for the tests,
20239,vendoring v0.2.1 of github.com/tombuildsstuff/giovanni,
20240,switched s & t client registrations to new pattern,
20241,switched r client registrations to new pattern,
20242,switched n & p client registrations to new pattern,
20243,switched m clients registration to new pattern,
20244,switched logic & loganalytic client registration to new pattern,
20245,switched iothub & hdinsight client registration to new pattern,
20246,switched eventhub client registration to new pattern,
20247,switched eventgrid client registration to new pattern,
20248,fix github comments on PR #2,
20249,fix github comments on PR,
20250,Update to CHANGELOG.md to include #3824,
20251,New data source: azurerm_mssql_elasticpool (#3824),
20252,Update CHANGELOG.md to include #3787,
20253,[azurerm_kubernetes_cluster ] - support for the node_taints p… (#3787),This small PR adds support for defining Kubernetes taints in AKS agent_pool_profiles as requested in #3755. However the PR depends on an upgrade of the Azure Go SDK to 31.0.0 (see #3786) (fixes #3755)
20254,Update CHANGELOG.md to include #3817,
20255,Cognitive service - Adding Custom Vision kind (#3817),
20256,Update CHANGeLOG.md to include #3786,
20257,Upgrade Azure Go SDK to v31.0.0 (#3786),To enable implementation of #3755
20258,r/storage_share: migrating over to the new sdk,
20259,vendor: vendoring the shares sdk,
20260,Renaming the method,
20261,Updating to include #3802,
20262,Merge pull request #3802 from terraform-providers/f/storage-sdk,New Resource: azurerm_storage_share_directory
20263,r/storage_share_directory: adding validation for the name field,
20264,Merge branch 'f/storage-sdk' of github.com:terraform-providers/terraform-provider-azurerm into f/storage-sdk,
20265,r/storage_share_directory: validation for the share and account name,
20266,Update CHANGELOG.md to include #3811,
20267,azurerm_subscription - update subscription client version to 2018-06-01 & support the tenant_id property (#3811),update subscription client version from 2016-06-01 to 2018-06-01. also support TenantID in Subscription type.
20268,Update azurerm/resource_arm_storage_share_directory.go,Co-Authored-By: Matthew Frahry mbfrahry@gmail.com
20269,fixing the linting,
20270,Updating to include #3637,
20271,Merge pull request #3637 from innovationnorway/f/webapp-user-assigned-id,azurerm_app_service & azurerm_app_service_slot: support for specifying user-assigned identities
20272,Fix a typo,
20273,Allow identity to be updated on app service slot,
20274,Updating identity on app service slot should force new,
20275,Fix schema for app service slot,
20276,Add missing schema behavior,
20277,Fix go lint error,
20278,Address code review comments,
20279,Fix copy-paste error in schema,
20280,azurerm_app_service: support for specifying user assigned identities,
20281,New Resource azurerm_storage_share_directory,
20282,Storage: registering the client,
20283,Storage: adding an Authorizer for Storage via SharedKeyLite,
20284,Vendoring github.com/tombuildsstuff/giovanni,
20285,Update CHANGELOG.md to include #3735,
20286,[azurerm_iothub] - support for the file_upload property (#3735),Fixes #2948.
20287,Update CHANGELOG.md to include #3676,
20288,New resource: azurerm_api_management_backend (#3676),
20289,Update CHANGELOG.md to include #3797,
20290,[azurerm_image] - prevent crash when using data_disk (#3797), fixes Issue #1656
20291,Fix documentation for azurerm_subscriptions (#3799),
20292,Update CHNAGELOG.md to include #3792,
20293,azurerm_app_service: support for storage mounts (#3792),
20294,Update CHANGELOG.md to include #3782,
20295,[azurerm_storage_account] support for the `enable_advanced_thre… (#3782),(fixes #3670)
20296,print error when checking role assignment failed (#3788),
20297,Update CHANGELOG.md to include #3530,
20298,[azurerm_batch_pool] - support for custom images with the storage_image_reference property (#3530),storage_image_reference
20299,Update CHANGELOG.md to include #3767,
20300,azurerm_virtual_machine_scale_set - prevent `public_ip_address_… (#3767),This commit is fixing #3763 when we perform a simple update on an existing scale-set the definition of the scale-set was changed on the publicIPAddressConfiguration field.
20301,Update CHANGELOG.md to include #3361,
20302,Aks autoscale (#3361),
20303,Fixed import example (#3783),Added missing space to import example.
20304,Correct casing in example code (#3784),"The application_type is case sensitive according to the description, so the value specified in the example code will be ignored (even though by default it will choose the same value)."
20305,Update CHANGELOG.md to include #3750,
20306,azurerm_storage_account: the account_kind property now suppor… (#3750),(fixes #3756)
20307,Switch client registration to use a shared type & convert A-D (#3697),
20308,Update CHANGELOG.md to include #3194,
20309,azurerm_container_registry: support for network_rule_set prop… (#3194),Fixes #3134
20310,Fixed mongodb reference in example configuration (#3775),
20311,Update CHANGELOG.md to include #3768,
20312,fix role assignment when using role definition name (#3768),
20313,Fixed mispelled naming (#3766),"Fixed mispelled name, it should be azurerm_application_insights_web_test and not azurerm_application_insights_webtest"
20314,Update mysql_database.html.markdown (#3771),Gen4 in Sku Family and Gen5 in Sku Name causes a conflict and generates an error on terraform apply. Updated the Family generation to match the Name's generation.
20315,Fixed #3754,
20316,update CHANGELOG.md to include #3761,
20317,[azurerm_security_center_contact] Security center contacts opti… (#3761),  Make phone optional in azurerm_security_center_contact   Edit documentation that phone is now optional in security center contact 
20318,Update CHANGELOG.md to fix stray ][s,
20319,Cleanup after v1.31.0 release,
20320,v1.31.0,
20321,Update CHANGELOG.md to include #3747,
20322,azurerm_cosmosdb_account: ignore 500 responses from CheckNameEx… (#3747),fixes #3739
20323,Update CHANGELOG.md to include #3119,
20324,"data_source_key_vault, resource_arm_key_vault, resource_arm_automation_account, resource_arm_notification_hub_namespace, resource_arm_relay_namespace: Flatten SKU (#3119)",related to #1500
20325,run terrafmt on acctests and website (#3742),
20326,Updates Question.md w/new community forum (#3744),
20327,New resource: azurerm_private_dns_zone (#3718),Fixes #3714
20328,update CHANGELOG.md to include #3718,
20329,Update CHANGELOG.md to include #3720,
20330,New resource: mariadb_firewall_rule (#3720),Fixes #3715
20331,Update CHANGELOG.md to include #3737,
20332,Increase timeout for azurerm_app_service_plan to accommodate cr… (#3737),quick fix until #171 is implemented
20333,Update CHANGELOG.md to include #3702,
20334,Allow updating identity on app_service_slot without recreating… (#3702),
20335,Add website spelling check (#3727),
20336,Update CHANGELOG.md to include #3731,
20337,fix to allow multiple rule setup in the redis firewall resource (#3731),
20338,Storage Account: Enable DefaultAction in Network rules. (#3255),
20339,Update CHANGELOG.md to include #3255,
20340,Update CHANGELOG.md to include #3520,
20341,Support app service application logs blob storage (#3520),
20342,Fix documentation for azurerm_key_vault_access_policy (#3733),LGTM 👍
20343,r/kubernetes_cluster: fix Azure CLI command for enabling VMSS s… (#3725),
20344,Update CHANGELOG.md to include #3695,
20345,Note added for forced casing at runtime. (#3695),
20346,comment unused function out,
20347,merge current master,
20348,Merge branch 'master' into resource_arm_analysis_services_server,Conflicts: azurerm/config.go go.mod go.sum vendor/golang.org/x/oauth2/internal/client_appengine.go vendor/golang.org/x/sys/unix/syscall_aix.go vendor/golang.org/x/sys/unix/zsyscall_aix_ppc64.go vendor/golang.org/x/sys/unix/zsyscall_aix_ppc64_gc.go vendor/golang.org/x/sys/unix/zsyscall_aix_ppc64_gccgo.go vendor/golang.org/x/sys/unix/zsyscall_linux_arm.go vendor/golang.org/x/sys/unix/ztypes_linux_386.go vendor/golang.org/x/sys/unix/ztypes_linux_amd64.go vendor/golang.org/x/sys/unix/ztypes_linux_arm.go vendor/golang.org/x/sys/unix/ztypes_linux_arm64.go vendor/golang.org/x/sys/unix/ztypes_linux_mips.go vendor/golang.org/x/sys/unix/ztypes_linux_mips64.go vendor/golang.org/x/sys/unix/ztypes_linux_mips64le.go vendor/golang.org/x/sys/unix/ztypes_linux_mipsle.go vendor/golang.org/x/sys/unix/ztypes_linux_ppc64.go vendor/golang.org/x/sys/unix/ztypes_linux_ppc64le.go vendor/golang.org/x/sys/unix/ztypes_linux_riscv64.go vendor/golang.org/x/sys/unix/ztypes_linux_s390x.go vendor/golang.org/x/sys/unix/ztypes_linux_sparc64.go vendor/modules.txt
20349,Add test for deploying container group to virtual network,
20350,Add documentation for deploying to virtual networks,
20351,Add comment about managed identities not being supported,
20352,Add support for deploying containers to private networks,
20353,remove gateway id as i'm currently unsure how to test it (or what it is),
20354,rename ipv4_firewall_rules to singular; add test for firewall rules; adjust documentation,
20355,Add additional db editions to sql database (#3710),
20356,format hashibot cfg (#3711),
20357,Update CHANGELOG.md,
20358,Add a couple missing nil checks (#3709),
20359,Service Fabric server certificate common names (#3652),
20360,Update api_management_api_operation.html.markdown (#3705),
20361,Merge pull request #3674 from terraform-providers/appilon/hashibot,capture current hashibot config
20362,Note added to route docs as per issue 3699 . (#3703),
20363,add test for firewall rules (not working yet),
20364,Update CHANGELOG.md to include #1814,
20365,azurerm_key_vault_key: add support for EC curve based keys (#1814),
20366,updated docs to highlight delegation (#3687),
20367,Updates to Load balancer to support PublicIPPrefix as frontendipconfiguration (#3675),
20368,Update CHANGELOG.md to include #3675,
20369,Fix mistyped variable in cosmosdb_mongo_collection (#3690),
20370,arm_search_service - changing tags should not force new resource (#3660),
20371,New Resource: azurerm_iot_dps_certificate (#3645),
20372,ensure that enable_power_bi_service and ip filter rules will be set together,
20373,Update .hashibot.hcl,Co-Authored-By: Tom Harvey tombuildsstuff@users.noreply.github.com
20374,Merge pull request #3646 from terraform-providers/r/apim_client_reg,Client Registration Refactor: A-C
20375,capture current hashibot config,
20376,Bugfix: panic when importing azure_app_service_plan (#3657),
20377,Update CHANGELOG.md to include #3657,
20378,Update CHANGELOG.md,
20379,squashed sf create / update to allow AAD update (#3654),
20380,Update CHANGELOG.md to include #3567,
20381,Asa sql output (#3567),
20382,upgrade to v30.0.0 Azure go sdk (#3634),
20383,cleanup post merge,
20384,git merge master -S,
20385,refactoring: continuing moving the clients into service packages (#3606),refactoring: continuing moving the clients into service packages
20386,Update CHANGELOG.md to include #3630,
20387,Retrieve full URL for event grid subscription webhooks (#3630),(fixes #3629)
20388,git merge master -S,
20389,small fixes,
20390,Client Registration Refactor: container,
20391,Client Registration Refactor: cognitive,
20392,Client Registration Refactor: cdn,
20393,Client Registration Refactor: automation,
20394,change back to pointer,
20395,Client Registration Refactor: apim,
