Index,Message,Description,Message Abstract,Description Abstract
3955,Merge pull request #5131 from stevecheckoway/default-docs,Merge pull request 5131,Merge pull request #5131 from stevecheckoway/default-docs,Merge pull request 5131
3956,"Add baseurl subcommand, fixes #4919",,"Add baseurl subcommand, fixes #4919",
3957,Make the documentation match the code.,,Make the documentation match the code.,
3958,Fix script/fmt error in site.rb.,,Fix script/fmt error in site.rb.,
3959,Release :gem: 3.2.0.pre.beta2,,Release :gem: 3.2.0.pre.beta2,
3960,Release v3.2.0.pre.beta2,,Release v3.2.0.pre.beta2,
3961,Show liquid warnings.,,Show liquid warnings.,
3962,filters: raise error if no input given to date filters,,filters: raise error if no input given to date filters,
3963,Update history to reflect merge of #5109 [ci skip],,Update history to reflect merge of #5109 [ci skip],
3964,Merge pull request #5109 from mojavelinux/issue-4858,Merge pull request 5109,Merge pull request #5109 from mojavelinux/issue-4858,Merge pull request 5109
3965,Merge pull request #5118 from XhmikosR/site-valid-html,Merge pull request 5118,Merge pull request #5118 from XhmikosR/site-valid-html,Merge pull request 5118
3966,Update history to reflect merge of #5122 [ci skip],,Update history to reflect merge of #5122 [ci skip],
3967,Merge pull request #5122 from ayastreb/docs-fix,Merge pull request 5122,Merge pull request #5122 from ayastreb/docs-fix,Merge pull request 5122
3968,docs: fix link to plugins page source,,docs: fix link to plugins page source,
3969,Update history to reflect merge of #5123 [ci skip],,Update history to reflect merge of #5123 [ci skip],
3970,Merge pull request #5123 from ayastreb/patch-1,Merge pull request 5123,Merge pull request #5123 from ayastreb/patch-1,Merge pull request 5123
3971,Update history to reflect merge of #5124 [ci skip],,Update history to reflect merge of #5124 [ci skip],
3972,Merge pull request #5124 from crispgm/fix-ruby-style,Merge pull request 5124,Merge pull request #5124 from crispgm/fix-ruby-style,Merge pull request 5124
3973,docs: add jekyll-maps plugin reference,,docs: add jekyll-maps plugin reference,
3974,Fix indentation,,Fix indentation,
3975,Update history to reflect merge of #5119 [ci skip],,Update history to reflect merge of #5119 [ci skip],
3976,Merge pull request #5119 from XhmikosR/appveyor,Merge pull request 5119,Merge pull request #5119 from XhmikosR/appveyor,Merge pull request 5119
3977,appveyor.yml: drop Ruby 2.0.0.,,appveyor.yml: drop Ruby 2.0.0.,
3978,resolves #4858 pass site instance to watch plugin, prevents the watch plugin from creating a new site instance,resolves #4858 pass site instance to watch plugin,prevents the watch plugin from creating a new site instance
3979,Update history to reflect merge of #5115 [ci skip],,Update history to reflect merge of #5115 [ci skip],
3980,Merge pull request #5115 from XhmikosR/appveyor,Merge pull request 5115,Merge pull request #5115 from XhmikosR/appveyor,Merge pull request 5115
3981,Update history to reflect merge of #5113 [ci skip],,Update history to reflect merge of #5113 [ci skip],
3982,Merge pull request #5113 from XhmikosR/whitespace,Merge pull request 5113,Merge pull request #5113 from XhmikosR/whitespace,Merge pull request 5113
3983,Update history to reflect merge of #5116 [ci skip],,Update history to reflect merge of #5116 [ci skip],
3984,Merge pull request #5116 from XhmikosR/yml,Merge pull request 5116,Merge pull request #5116 from XhmikosR/yml,Merge pull request 5116
3985,Add AppVeyor support for Windows CI testing.,,Add AppVeyor support for Windows CI testing.,
3986,site: fix validation errors.,,site: fix validation errors.,
3987,site: remove 'umentation' for Documentation in desktop site,,site: remove 'umentation' for Documentation in desktop site,
3988,Update history to reflect merge of #5112 [ci skip],,Update history to reflect merge of #5112 [ci skip],
3989,Merge pull request #5112 from XhmikosR/img-compression,Merge pull request 5112,Merge pull request #5112 from XhmikosR/img-compression,Merge pull request 5112
3990,Update history to reflect merge of #5114 [ci skip],,Update history to reflect merge of #5114 [ci skip],
3991,Merge pull request #5114 from XhmikosR/typo-fixes,Merge pull request 5114,Merge pull request #5114 from XhmikosR/typo-fixes,Merge pull request 5114
3992,Update history to reflect merge of #5117 [ci skip],,Update history to reflect merge of #5117 [ci skip],
3993,Merge pull request #5117 from spencerbyw/patch-1,Merge pull request 5117,Merge pull request #5117 from spencerbyw/patch-1,Merge pull request 5117
3994,Typo in documentation file templates.md,,Typo in documentation file templates.md,
3995,Normalize yml files.,,Normalize yml files.,
3996,Whitespace cleanup.,,Whitespace cleanup.,
3997,tests: Typo fixes.,,tests: Typo fixes.,
3998,"Slightly, improve PNG compression.",Before: 101 KB (103.742 bytes) After:  100 KB (102.817 bytes),"Slightly, improve PNG compression.",Before: 101 KB (103.742 bytes) After:  100 KB (102.817 bytes)
3999,Update history to reflect merge of #5022 [ci skip],,Update history to reflect merge of #5022 [ci skip],
4000,Merge pull request #5022 from ayastreb/collection,Merge pull request 5022,Merge pull request #5022 from ayastreb/collection,Merge pull request 5022
4001,Update history to reflect merge of #5106 [ci skip],,Update history to reflect merge of #5106 [ci skip],
4002,Merge pull request #5106 from ayastreb/after_init_hook,Merge pull request 5106,Merge pull request #5106 from ayastreb/after_init_hook,Merge pull request 5106
4003,Update history to reflect merge of #5060 [ci skip],,Update history to reflect merge of #5060 [ci skip],
4004,Merge pull request #5060 from stomar/stringify-overrides,Merge pull request 5060,Merge pull request #5060 from stomar/stringify-overrides,Merge pull request 5060
4005,Update history to reflect merge of #5101 [ci skip],,Update history to reflect merge of #5101 [ci skip],
4006,Merge pull request #5101 from crispgm/dev_to_integer_filter,Merge pull request 5101,Merge pull request #5101 from crispgm/dev_to_integer_filter,Merge pull request 5101
4007,rubocop: fix methods naming and indentation,,rubocop: fix methods naming and indentation,
4008,hooks: move after_init hook call at the end of Site.initialize,,hooks: move after_init hook call at the end of Site.initialize,
4009,Update history to reflect merge of #5053 [ci skip],,Update history to reflect merge of #5053 [ci skip],
4010,Merge pull request #5053 from stevecheckoway/strict-liquid,Merge pull request 5053,Merge pull request #5053 from stevecheckoway/strict-liquid,Merge pull request 5053
4011,Add to_integer filter,,Add to_integer filter,
4012,Add to_integer filter,Add to_integer filter Fix test_filter: parenthesize the method Fix offense: seperate every 3 digits with _ rubocop:disable Metrics/ModuleLength More descriptive exception Fix fmt error Remove if stmt for integer input Remove rescue for to_i Remove error message assert,Add to_integer filter,Add to_integer filter Fix test_filter: parenthesize the method Fix offense: seperate every 3 digits with _ rubocop:disable Metrics/ModuleLength More descriptive exception Fix fmt error Remove if stmt for integer input Remove rescue for to_i Remove error message assert
4013,Merge pull request #5042 from jekyll/fix-more-theme-things,Fix more theme things,Merge pull request #5042 from jekyll/fix-more-theme-things,Fix more theme things
4014,Add a test to ensure the Apache bug doesn't come up again.,,Add a test to ensure the Apache bug doesn't come up again.,
4015,object needs to respond to select instead of being an enumerable,,object needs to respond to select instead of being an enumerable,
4016,Failing test: where_exp filter should filter posts,,Failing test: where_exp filter should filter posts,
4017,Fix Rubocop warnings,,Fix Rubocop warnings,
4018,Add test case for deprecated post comparison,Checks that post_url works for nested posts even if the path isn't specified. Also checks that a deprecation message is shown in the build log.,Add test case for deprecated post comparison,Checks that post_url works for nested posts even if the path isn't specified. Also checks that a deprecation message is shown in the build log.
4019,Fix #3926 post_url helper with sub-directories,"Instead of matching the the value provided to post_url against the basename, test against the relative path. Updated the regexp to match both   * _posts/category   * category/_posts",Fix #3926 post_url helper with sub-directories,"Instead of matching the the value provided to post_url against the basename, test against the relative path. Updated the regexp to match both   * _posts/category   * category/_posts"
4020,rubocop: fix code style,,rubocop: fix code style,
4021,Remove error message assert,,Remove error message assert,
4022,Remove rescue for to_i,,Remove rescue for to_i,
4023,Remove if stmt for integer input,,Remove if stmt for integer input,
4024,Fix fmt error,,Fix fmt error,
4025,More descriptive exception,,More descriptive exception,
4026,rubocop:disable Metrics/ModuleLength,,rubocop:disable Metrics/ModuleLength,
4027,Update history to reflect merge of #5011 [ci skip],,Update history to reflect merge of #5011 [ci skip],
4028,Merge pull request #5011 from jekyll/maintainer-docs,Merge pull request 5011,Merge pull request #5011 from jekyll/maintainer-docs,Merge pull request 5011
4029,Add definitions for feature & bug to maintainer docs.,,Add definitions for feature & bug to maintainer docs.,
4030,Fix offense: seperate every 3 digits with _,,Fix offense: seperate every 3 digits with _,
4031,Fix test_filter: parenthesize the method,,Fix test_filter: parenthesize the method,
4032,Add to_integer filter,,Add to_integer filter,
4033,Update activesupport handling and add comment to Gemfile.,/cc #5100,Update activesupport handling and add comment to Gemfile.,/cc #5100
4034,Update history to reflect merge of #5100 [ci skip],,Update history to reflect merge of #5100 [ci skip],
4035,Merge pull request #5100 from Crunch09/fix_activesupport_dependency,Merge pull request 5100,Merge pull request #5100 from Crunch09/fix_activesupport_dependency,Merge pull request 5100
4036,Update history to reflect merge of #5097 [ci skip],,Update history to reflect merge of #5097 [ci skip],
4037,Merge pull request #5097 from chrisfinazzo/jekyll-community,Merge pull request 5097,Merge pull request #5097 from chrisfinazzo/jekyll-community,Merge pull request 5097
4038,Add to_integer filter,,Add to_integer filter,
4039,Update history to reflect merge of #5069 [ci skip],,Update history to reflect merge of #5069 [ci skip],
