Index,Message,Description,Message Abstract,Description Abstract
982,Improve public API (#5526)," introduce public folder  This can contain all of the public functions we want to expose. This will be a bit nicer for example when you want to use internal/private functions (we use some in the vscode intellisense plugin).   use public resolveConfig function   expose resolveConfig in the root   This will use the resolveConfig we expose from the public folder. We can probably generate these as well.   make colors public   make default config public   make default theme public   make create plugin public   update to public paths   remove @tailwindcss/aspect-ratio from tests   This should be tested in its own repo instead.   remove @tailwindcss/aspect-ratio as a dependency   drop Build step from CI   The build step is not a prerequisite anymore for running the tests. When we want to release a new (insiders) release, the prepublishOnly step will be executed for us. Before this change, it would have been executed twice: - Once before the tests - Once before the actual release   improve paths for caching purposes   add pretest scrip for generating the plugin list   Now that we can use SWC, automatically generating the plugin list before running the tests is super fast and you don't even have to think about it anymore!",Improve public API (#5526),"introduce public folder This can contain all of the public functions we want to expose. This will be a bit nicer for example when you want to use internal/private functions (we use some in the vscode intellisense plugin). use public resolveConfig function expose resolveConfig in the root This will use the resolveConfig we expose from the public folder. We can probably generate these as well. make colors public make default config public make default theme public make create plugin public update to public paths remove @tailwindcss/aspect-ratio from tests This should be tested in its own repo instead. remove @tailwindcss/aspect-ratio as a dependency drop Build step from CI The build step is not a prerequisite anymore for running the tests. When we want to release a new (insiders) release, the prepublishOnly step will be executed for us. Before this change, it would have been executed twice: - Once before the tests - Once before the actual release improve paths for caching purposes add pretest scrip for generating the plugin list Now that we can use SWC, automatically generating the plugin list before running the tests is super fast and you don't even have to think about it anymore!"
983,Expose completions API (#5520),,Expose completions API (#5520),
984,bundle cli peer dependencies with esbuild (#5595),,bundle cli peer dependencies with esbuild (#5595),
985,Properly optimize universal defaults for legacy pseudo-element syntax (#5594),,Properly optimize universal defaults for legacy pseudo-element syntax (#5594),
986,Update CLI test,,Update CLI test,
987,Update package-lock.json,,Update package-lock.json,
988,Update version in package.json,,Update version in package.json,
989,Switch to swc from babel (#5593),  refactor: switch to swc from babel   bump to latest versions of swc   Co-authored-by: Sachin Raja sachinraja2349@gmail.com,Switch to swc from babel (#5593),refactor: switch to swc from babel bump to latest versions of swc Co-authored-by: Sachin Raja sachinraja2349@gmail.com
990,"Restructure core plugins, named exports to default export (#5592)"," use export default instead of named exports  I'm a little sad about this change, but it turns out that the order is not guaranteed for named exports in ESM. It was the correct order in our tests because of babel, but not in native ESM.  update imports","Restructure core plugins, named exports to default export (#5592)","use export default instead of named exports I'm a little sad about this change, but it turns out that the order is not guaranteed for named exports in ESM. It was the correct order in our tests because of babel, but not in native ESM. update imports"
991,Improve arbitrary value support (#5568),"  simplify inset plugin   run prettier on stub file   simplify align utility   improve arbitrary support for outline   This will allow us to use outline-[OUTLINE,OPTIONAL_OFFSET] Input: html outline-[2px_solid_black] Output: css .outline-\[2px_solid_black\] {   outline: 2px solid black;   outline-offset: 0; }  Input: html outline-[2px_solid_black,2px] Output: css .outline-\[2px_solid_black\2c 2px\] {   outline: 2px solid black;   outline-offset: 2px; }   remove default type   simplify createUtilityPlugin, use types directly   find first matching type when coercing the value   introduce css data types   Ref: https://developer.mozilla.org/en-US/docs/Web/CSS/CSS_Types These data types will be used to ""guess"" the type of an arbitrary value if there is some ambiguity going on. For example: bg-[#0088cc]      -> This is a `color`  -> `background-color` bg-[url('...')]   -> This is a `url`    -> `background-image` If you are using css variables, then there is no way of knowing which type it is referring to, in that case you can be explicit: bg-[color:var(--value)]   -> This is a `color`  -> `background-color` bg-[url:var(--value)]     -> This is a `url`    -> `background-image` When you explicitly pass a data type, then we bypass the type system and assume you are right. This is nice in a way because now we don't have to run all of the guessing type code. On the other hand, you can introduce runtime issues that we are not able to detect: ``` :root {   --value: 12px; } / Later... / bg-[color:var(--value)] -> Assumes color -> eventually -> background-color: 12px ```  add a bunch of new tests for advanced arbitrary values",Improve arbitrary value support (#5568),"simplify inset plugin run prettier on stub file simplify align utility improve arbitrary support for outline This will allow us to use outline-[OUTLINE,OPTIONAL_OFFSET] Input: html outline-[2px_solid_black] Output: css .outline-[2px_solid_black] {   outline: 2px solid black;   outline-offset: 0; } Input: html outline-[2px_solid_black,2px] Output: css .outline-[2px_solid_black\2c 2px] {   outline: 2px solid black;   outline-offset: 2px; } remove default type simplify createUtilityPlugin, use types directly find first matching type when coercing the value introduce css data types Ref: link These data types will be used to ""guess"" the type of an arbitrary value if there is some ambiguity going on. For example: bg-[#0088cc]      -> This is a module  -> module bg-[url('...')]   -> This is a module    -> module If you are using css variables, then there is no way of knowing which type it is referring to, in that case you can be explicit: bg-[color:var(--value)]   -> This is a module  -> module bg-[url:var(--value)]     -> This is a module    -> module When you explicitly pass a data type, then we bypass the type system and assume you are right. This is nice in a way because now we don't have to run all of the guessing type code. On the other hand, you can introduce runtime issues that we are not able to detect: module add a bunch of new tests for advanced arbitrary values"
992,Handle unknown typehints (#5588),"If you use a typehint like w-[length:12px], then currently that wouldn't generate anything because we don't have a matchUtilities for w with a length type. To fix this, we can detect if this is unnecessary, if it is we still generate the expected outcome. (In this case width: 12px) but we also warn to the user that we detected this. Currently we detect this by checking if there is only a single plugin registered for handling the prefix (e.g.: w-). We can probably improve this by also checking all the types that all plugins are handling for the resolved plugins.",Handle unknown typehints (#5588),"If you use a typehint like w-[length:12px], then currently that wouldn't generate anything because we don't have a matchUtilities for w with a length type. To fix this, we can detect if this is unnecessary, if it is we still generate the expected outcome. (In this case width: 12px) but we also warn to the user that we detected this. Currently we detect this by checking if there is only a single plugin registered for handling the prefix (e.g.: w-). We can probably improve this by also checking all the types that all plugins are handling for the resolved plugins."
