Index,Message,Description
1633,Delete unused code in LibGit2Repo,
1634,Use 'git_repository_free' instead of 'git_tree_free',
1635,Merge pull request #667 Revert #655 Dispose of unused LibGit2Repos,"We just yesterday got the large repo build perf tests running again, but then they started failing after merging #655. Running a large repo build test on this branch succeeded, so we should revert and figure out what went wrong."
1636,Update Git to include trace2 V3,
1637,Add note,
1638,Refactoring needed to incorporate Nuget Upgrader,"Created new IProductUpgrader interface and a new Factory class ProductUpgraderFactory to create IProductUpgrader instances. Renamed old ProductUpgrader to GitHubUpgrader. GitHubUpgrader implements IProductUpgrader interface and contains all of the old functionality  in ProductUpgrader. Also renamed related Unit test classes (UpgradeOrchestratorTests to UpgradeOrchestratorWithGitHubUpgraderTests, MockProductUpgrader to MockGitHubUpgrader). Updated GVFS.Service, UpgradeVerb and UpgradeOrchestrator (upgrader tool) to use the new Factory class and IProductUpgrader instances. Also updated a few UT classes and did minor code cleanups. In an upcoming PR Nuget upgrader will be incorporated as a IProductUpgrader."
1639,Revert #655 Dispose of unused LibGit2Repos,
1640,Update Git to include fix for midx expire,
1641,Merge pull request #655 Dispose of unused LibGit2Repos,"The LibGit2RepoPool stores a collection of LibGit2Repo objects, which are our way of interacting with the native libgit2 library to discover object existence and local blob sizes. We currently create a list of these objects and don't dispose of them until we unmount. This has some strange side-effects:   libgit2 doesn't use the multi-pack-index, so it creates handles    to all of the .idx files, and sometimes the .pack files.   Since libgit2 has hold of these handles, the packfile maintenance    step cannot delete those files, and hence causes a problem when    that runs in the background. We have ways to clean up afterwards.   There are potentially other problems with the approach, such as ""how does libgit2 re-check the list of packfiles?"" It is possible (I have yet to verify) that libgit2 is stuck with its initial list of packfiles and hence a long-running mount process would actually be missing a lot of objects that are otherwise present via prefetch packs. The solution presented here is to dispose of these objects on a regular cadence, assuming no one has interacted with the pool in a while. Using the Timer, we can adjust the dueTime to delay the disposal action. We can now also add repos back to the pool as necessary."
1642,Test allocating beyond the size limit,
1643,Use bounded-size blocking collection,
1644,Merge pull request #658 Verify commit-graph and multi-pack-index after writing,"Run the git commit-graph verify and git multi-pack-index verify commands after any command that would change those files. If these fail, then delete the corrupt file and rewrite. We've had issues with users data in the past, and this gives us a way to automatically detect and repair these scenarios. The immediate rewrite should work since we will regenerate from the other Git data. Issues we've seen in the past are related to trusting the content in these files and carrying that data forward to future versions of the file."
1645,Expand delay in unit test,
1646,Move rewrite methods to GitMaintenanceStep,
1647,Update LibGit2RepoPool to have no max size,The max size will be enforced by external worker thread limits. We can more easily track the number of active repos and reduce the complexity of the pool.
1648,Fix unit tests to run with libgit2 repo check,
1649,Clean up PackfileMaintenanceStep around verify results,
1650,Verify and rewrite during PackfileMaintenanceStep,
1651,Verify and rewrite during PostFetchStep,
1652,Verify files after writing them,
1653,Merge pull request #660: Rename VSTS to Azure DevOps in Readme,
1654,Rename old service name,
1655,Add number of waiting threads to avoid deadlock,
1656,Update pool logic to avoid issues with PackfileMaintenanceStep,
1657,Add unit tests for LibGit2RepoPool,
1658,Several renamings in LibGit2RepoPool,
1659,Bind to correct method to free LibGit2 repos,
1660,Remove unused size method from LibGit2Repo,
1661,LibGit2RepoPool: Dispose of unused LibGit2Repos,"The LibGit2RepoPool stores a collection of LibGit2Repo objects, which are our way of interacting with the native libgit2 library to discover object existence and local blob sizes. We currently create a list of these objects and don't dispose of them until we unmount. This has some strange side-effects:   libgit2 doesn't use the multi-pack-index, so it creates handles    to all of the .idx files, and sometimes the .pack files.   Since libgit2 has hold of these handles, the packfile maintenance    step cannot delete those files, and hence causes a problem when    that runs in the background. We have ways to clean up afterwards.   There are potentially other problems with the approach, such as ""how does libgit2 re-check the list of packfiles?"" It is possible (I have yet to verify) that libgit2 is stuck with its initial list of packfiles and hence a long-running mount process would actually be missing a lot of objects that are otherwise present via prefetch packs. The solution presented here is to dispose of these objects on a regular cadence, assuming no one has interacted with the pool in a while. Using the Timer, we can adjust the dueTime to delay the disposal action. We can now also add repos back to the pool as necessary."
1662,Merge pull request #657 GitMaintenanceScheduler: Remove PackfileMaintenanceStep,"The PackfileMaintenanceStep introduced an issue on the perf machine during CI builds, so pull it out of the scheduler until we fullly understand what happened and have a fix prepared. While in the scheduler, I noticed that the non-prefetch maintenance was not running when we are not using a cache server. Fix that so those users can still benefit from the maintenance."
1663,GitMaintenanceScheduler: Remove PackfileMaintenanceStep,"The PackfileMaintenanceStep introduced an issue on the perf machine during CI builds, so pull it out of the scheduler until we fullly understand what happened and have a fix prepared. While in the scheduler, I noticed that the non-prefetch maintenance was not running when we are not using a cache server. Fix that so those users can still benefit from the maintenance."
1664,Merge pull request #654 Add error message to output when call to gvfs/config endpoint fails,Add error message to output when call to gvfs/config endpoint fails
1665,Merge pull request #625: remove trailing whitespace,Remove trailing whitespace and enforce StyleCop rule SA1028
1666,Introduce EditorConfig to help define consistent coding style,"EditorConfig is meant to help define and maintain consistent coding style across different editors and IDEs. A description for EditorConfig can be found at: https://editorconfig.org Visual Studio comes with native support for EditorConfig. https://docs.microsoft.com/en-us/visualstudio/ide/create-portable-custom-editor-options?view=vs-2017 VS Code doesn't currently support editorconfig out of the box, but it can be enabled with a plugin. EditorConfig.org lists the following plugin: https://marketplace.visualstudio.com/items?itemName=EditorConfig.EditorConfig"
1667,Remove trailing whitespace and enforce StyleCop rule SA1028,Clean up existing instances of trailing whitespace in our codebase and stop suppressing StyleCop rule SA1028 which enforces no trailing whitespace: https://github.com/DotNetAnalyzers/StyleCopAnalyzers/blob/master/documentation/SA1028.md
1668,Add error message to output when call to gvfs/config endpoint fails,
1669,Merge pull request #635 PackfileMaintenanceStep,"Create a new maintenance step for cleaning up the packfiles in the shared object cache. This is done in two steps:   git multi-pack-index expire: This deletes the pack-files whose objects appear in newer pack-files. The multi-pack-index prevents git from looking at these packs. Rewrites the multi-pack-index to no longer refer to these (deleted) packs.   git multi-pack-index repack --batch-size=<size> inspects packs covered by the multi-pack-index in modified-time order (ascending). Greedily selects a batch of packs whose file sizes are all less than ""size"", but that sum up to at least ""size"". Then generate a new pack-file containing the objects that are uniquely referenced by the multi-pack-index.   See this PR in microsoft/git for details of the git implementation. There are some important details:   The expire command will not delete packs that are marked with a .keep file. So, we can keep our most-recent prefetch pack around by writing a .keep file. This avoids any change to the logic for the most-recent good prefetch timestamp.   The expire command frequently fails to actually delete .idx files in a VFS for Git repo. This is due to something holding a handle to the files, as later we are able to delete them; we've seen this problem before with scripts that try to clean up the pack directory. We clean up .idx files that are not paired with a .pack after we run the expire step. This can generate warnings in the multi-pack-index write commands as it tries to add the packs based on their .idx files. The commands succeed, however.   According to the git pack-objects documentation, we should set the pack.window and pack.depth config settings to zero to avoid delta calculations. This saves significant computation time when our packs contain blobs, as the deltification algorithm can be very slow. If we were packing only commits and trees, the problem is not as significant. It is important that we don't set this globally, that way we actually compute deltas on push. Instead, just set the settings using the -c mechanism in Git. "
1670,Update Git to include expire/repack subcommand,
1671,PhysicalFileSystem.TryWriteAllText,
1672,Add multi-pack-index expire/repack maintenance step,
1673,Merge pull request #645 from nickgra/FFSymLink,Enable FastFetch to lay out symlinks correctly
1674,Log filemode in eventmetadata,
1675,Merge pull request #640 from jeschu1/looseobjects3,LooseObjectsStep (Part 2)
1676,Eliminate member variable,
1677,PR Feedback 3,
1678,Merge pull request #644 Update Git to include commit-graph BUG statement,This prevents writing bad data to the commit-graph when the list of commits to write is corrupted in-memory.
1679,Merge pull request #641 from pmj/vnode-leak-fix,Mac kext: Fix for vnode leak causing shutdown/reboot hang and fix for memory leak
1680,Clean up exception handling and rename variables now that this has been validated.,
1681,Cheap symlink() implementation in NativeUnixMethods.cs,
1682,Fix Functional Tests,
1683,Update Git to include commit-graph BUG statement,
1684,PR Feedback2,
1685,Update pack limits/cadence to optmial values found in testing,
1686,Make Unit Test Paths Cross-Platform,
1687,PR Feedback 1,
1688,Mac kext: Fix for provider user client methods being unnecessarily public.,"The external method functions need not be public in the provider user client class; this moves the only reference to them to be a static member of the class instead of a free constant, which allows us to mark the functions as private."
1689,Mac kext: Fix for vnode leak on kext unload.,"When the kext is unloaded, all its objects in the IORegistry are terminate()d; for IOUserClient subclasses, this means that clientClose() is not called. For the provider user clients, this meant that they were not deregistered as active providers from the virtualization root list. This change fixes that by performing the deregistration on stop()."
1690,Mac kext: Fixes virtualization root array memory leak,"The memory for the array of virtualization roots was not being freed on kext unload, this change fixes that. It also adds an array memory freeing helper function."
1691,LooseObjectsStep (Part 2), Pack loose objects into a Packfile
1692,Merge pull request #639 from nickgra/VSIDEFix,Fix VS IDE Builds post FastFetch and Versioning rework
1693,Merge pull request #605 from jeschu1/newcleanupjob2,Loose Object Cleanup Step (Round 2)
1694,Update PreBuild to pass Configuration into RestorePackages.bat so we can restore from within the VS IDE. Also fix a missing build dependency of PreBuild on GVFS.Hooks.Mac.,
1695,Merge pull request #632 from nickgra/versioncleanup,Clean up Versioning and AssemblyInfo for .NET Core Projects
1696,Minor PR Feedback,
1697,Clean up all uses of hard coded versions in FunctionalTests projects and add new lines to the end of all new AssemblyInfo files.,
1698,Move FunctionalTests.LockHolder to the unified version number.,
1699,Unify CommonAssemblyInfo usage by pulling it all into GVFS.cs.props,
1700,Add missed CommonAssemblyVersion to Virtualization and bump copyright string to 2019.,
1701,Generate CommonAssemblyVersion.cs file on MacOS and update all SDK style projects to consume it.,
1702,PR cleanup for LooseObjects,
1703,Merge pull request #616 Update Git to include sparse push algorithm,See this PR in microsoft/git for the changes here. Should speed up 'git push' by a significant amount. Also includes Git for Windows v2.20.1(1).
1704,Loose Object Cleanup Step, We call prune-packed to remove loose objects that are already in pack-files Dehydrate has been overloaded to run the new step using the internal flag
1705,Update Git to include sparse push algorithm,
1706,Merge pull request #626: CI: Publish a mac build drop and consume it for functional test runs,Publish a mac build drop and consume it for functional test runs
1707,Update Git to v2.20.1.vfs.1.1,
1708,Merge pull request #588 Allow --files-list option for prefetch,"This PR addresses #580 and adds --files-list option to prefetch verb. It also adds a magic file name, to allow passing in both --files-list and --folders-list via stdin."
1709,Merge branch 'master' into fetchFilesFromList,
1710,Merge pull request #496 from nickgra/fastfetchPort,Stand up FastFetch on MacOS
1711,Merge pull request #627 from jamill/git_for_vs2019,Configure Visual Studio 2019 to use expected version of Git
1712,Be consistent with the name TryStatFileAndUpdateIndex for platform specific methods in FastFetch and address other PR feedback,
1713,Register git for VFS as the git Visual Studio 2019 uses,Set registry key that Visual Studio 2019 uses to set path to git.exe so it uses the expected version of git.
1714,Publish a mac build drop and consume it for functional test runs,
1715,Merge pull request #472 from jamill/fast_fetch_functional_tests,Add functional tests for LsTree parsing issue
1716,Add functional tests for LsTree parsing issue,
1717,Cleanup and functional test improvements,
1718,"Renaming FileListFile -> FilesListFile, adding new properties to metadata",
1719,Fixing help text for PrefetchVerb,
1720,Merge pull request #620 Add unit tests for EpochConverter,"We need EpochConverter to talk to the cache servers, and we are adding more dependencies on it with the maintenance steps. Add unit-level tests to ensure it is working correctly."
1721,Address PR feedback and clean up error handling.,
1722,Merge pull request #619 Remove parameterization from GitBlockCommandsTests,Remove parameterization from GitBlockCommandsTests
1723,Merge pull request #608 Mac: Cleanup while investigating converting files to full,Mac: Cleanup while investigating converting files to full
1724,Add unit tests for EpochConverter,"We need EpochConverter to talk to the cache servers, and we are adding more dependencies on it with the maintenance steps. Add unit-level tests to ensure it is working correctly."
1725,Merge pull request #615 Update Git to include builtin rebase perf fix,"Includes changes from microsoft/git PR 94 to fix a perf regression in builtin rebase. Re-enables builtin rebase by default. The performance regression was from an extra index read/write. With the fix, we save two seconds from before in our perf tests."
1726,Remove parameterization from GitBlockCommands,
1727,Clean up use of platform specific code,
1728,Merge pull request #618 from benpeart/git-block-commands-tests,Update the GitBlockCommandsTests
1729,Update Git to include builtin rebase perf fix,
1730,Update the GitBlockCommandsTests,Simplify and remove duplicate test cases for checking that unsupported git commands are blocked in VFSForGit repos. Signed-off-by: Ben Peart benpeart@microsoft.com
1731,Merge pull request #597 from benpeart/block-commands,stop blocking unsupported git commands
1732,Merge pull request #610 from benpeart/reset.quiet,Enable reset.quiet optimization in VFSForGit repos
1733,stop blocking unsupported git commands,"Now that git has learned to block unsupported commands on VFS4G repos, we can remove that logic from the pre-command hook. Signed-off-by: Ben Peart benpeart@microsoft.com"
1734,Enable reset.quiet optimization in VFSForGit repos,Update VFSForGit to use git build v2.20.0.vfs.1.1 that contains fixes for bad interactions between reset.quiet and the post-indexchanged hook. Set the reset.quiet setting in GVFSVerb:TrySetRequiredGitConfigSettings and ControlGitRepo:Initialize to take advantage of the performance improvements to 'git reset' in 2.20.0. Signed-off-by: Ben Peart benpeart@microsoft.com
1735,Addressing code review comments regarding argument order and passing by name,
1736,Merge pull request #600 Update Git to v2.20.0.vfs.1.1,Includes v2.20.0.windows.1. It also disables reset.quiet (correctness issue) and rebase.useBuiltin (performance issue).
1737,Remove unneeded code to strip dev/ino/uid/gid from 'git ls-files --debug' code,
1738,Load the correct stat implementation per platform. Needs further cleanup,
1739,First steps towards moving to using native stat for index generation on Unix OSes,
1740,Merge branch 'fastfetchPort' of https://github.com/nickgra/VFSForGit into fastfetchPort,
1741,Merge pull request #613 from nickgra/TestResultGitIgnore,Update gitignore for new TestResult.xml filenames
1742,Additional cleanup of PrjFSLib.cpp,
1743,Update gitignore for new TestResult filenames,
1744,Undo PlatformLoader change,
1745,Use legacy rebase,
1746,Merge pull request #604 Pass ITracer to background process launching to log errors,Pass ITracer to background process launching to log errors
1747,Merge pull request #602 Mac: Skip vnode operations that have the KAUTH_VNODE_ACCESS bit set,Mac: Skip vnode operations that have the KAUTH_VNODE_ACCESS bit set
1748,Mac: Cleanup while investigating converting files to full,
1749,Pass ITracer to background process launching to log errors,
1750,Merge pull request #590 Set core.filemode according to platform,Allow core.filemode to be configured by platform
1751,Explicitly set result for access checks and add profiling,
1752,Update Git to vfs-2.20.0,
1753,Use ushort for the mode in ChangeMode methods,
1754,Merge pull request #568 Use GetProcessById if OpenProcess handle is invalid,Use GetProcessById if OpenProcess handle is invalid
1755,Merge branch 'fastfetchPort' of https://github.com/nickgra/VFSForGit into fastfetchPort,
1756,Address PR feedback. Rename NativeMacMethods to NativeUnixMethods while we're here,
1757,Add unit tests for the GVFSLock class,
1758,Add flag to indicate if GetProcessById should used,
1759,Add method that is only for getting the external lock holder,
1760,Fallback to slow method of getting process,
1761,Fix download cleanup issue caught by Functional test,"When pre-checks fail, service was not cleaning up the upgrade downloads directory. This issue was caught by FT in CI build nodes, which don't have ProjFS inboxed causing pre-check to fail. Updated service to do the cleanup even when pre-check or download tasks fail."
1762,Skip vnode operations that have the KAUTH_VNODE_ACCESS bit set,
1763,Fix Stylecop issues that snuck in after rebase and add some debugging statements,
1764,Set core.filemode based on support,
1765,Add test for filemode git behavior,
1766,Fix two issues to enable the last two functional tests.," - When writing out a file, use the truncate flag so we don't overwrite the existing file and leave existing content if the new data size is shorter than the previous  - When comparing the index generated by FastFetch with an index created by 'git status' via 'ls-files --debug', remove the lines that contain dev, ino, uid and gid. We set these to 0 when writing out the index in FastFetch, which historically worked fine on Windows, but MacOS will set these to a proper, non 0 value when writing out the Index."
1767,Pull all platform specific code into FastFetch's directory. Refactor PrefetchLibGit2 and move it into FastFetch. Rename PrefetchLibGit2Repo -> FastFetchLibGit2Repo,
1768,Address more PR feedback,
1769,Address more PR feedback for consistency. Break apart PlatformLoader to,separate the FileSystemVirtualizer (which requires a reference to GVFS.Virtualization) from the PlatformLoader.
1770,Address PR feedback.,Notably: * Move to a class for tracking the tuple of Path and Mode * Reduce amount of duplicated test code in cleaning up after functional tests
1771,Update diffhelper to properly track modes and wire it through to the mac platform,
1772,Update FastFetch Functional Tests to run on MacOS and update the build script to find FastFetch in its new published location.,
1773,Enable FastFetch to be published on Windows as part of our build script.,
1774,Update project dependencies to prevent references to the new .NET Core,FastFetch from .NET Framework projects
1775,Package restoration has been broken for a while since in,"RestorePacakges.bat, we only restored two of our .NET Standard projects. We should restore the entire .sln with .NET Core's dotnet command and pass in the correct package directory as we do on MacOS. Before these changes, .NET Core/Standard projects would have their packages restored into the user's home folder/.nuget. Since FastFetch was .NET Framework up until now, we never had issues with LibGit2Sharp not being present."
1776,Refactor native calls out of PrefetchLibGit2Repo into platform specific,functions.
1777,Fix download cleanup issue caught by Functional test,"When pre-checks fail, service was not cleaning up the upgrade downloads directory. This issue was caught by FT in build nodes, which don't have ProjFS inboxed causing pre-check to fail. Also incorporated review comments - renamed EmptyDownloadDirectory to CleanupDownloadDirectory."
1778,Merge pull request #540: Start the move to yaml pipelines.,
1779,Merge pull request #572 from jamill/stylecopanalyzer,Move to Roslyn-based StyleCopAnalyzer
1780,Enlistment -> drop,PR feedback
1781,Initial yaml for Azure Pipelines,
1782,Create build drops on Windows,
1783,Move TreatWarningsAsErrors setting to GVFS.cs.props,
1784,Fix StyleCop violations in PrefetchStep.cs and treat warnings as errors,
1785,Add StyleCop Analyzer,"Add the recommended StyleCop component as a Roslyn analyzer. This version of StyleCop has a couple of benefits over the msbuild version:   In addition to compile time checks, it will check for issues as you    type.   This version is supported in .NET Core and Standard projects   This version is being maintanied   This change attempted to preserve the existing rules for this project, but there are some differences in behavior between the new and legacy versions of StyleCop. I added the StyleCop Analyzer with the default configuration and went through the list of violations. For rules that we never followed, I added exceptions to GVFS.ruleset. For violations of rules that looked like they should have been flagged, I went and made code changes to fix the violation. The custom ruleset (GVFS.ruleset) does not include any of the basic rules for static code analysis. Statis code analysis had to be performed manually, and does not apply to .NET Core or Standard projects. As these rules appeared to not be widely used previously (we did not manually run static code analysis), and does not apply to the newer version of the framework, I decided to not keep them."
1786,Mac projects should treat warnings as errors,
1787,Remove Existing StyleCop NuGet packages,
1788,REmoving stdin option from FastFetch,
1789,Adding the stdin option to fastfetch to stay consistent,
1790,Downloaded Installers of previous versions should not trigger upgrade reminders,"GVFS.Service does its periodic upgrade check. When it finds that the current version is up-to-date, it deletes the previously downloaded releases. In between the user may see reminder messaging while running git commands. User manually runs gvfs upgrade. When gvfs cli finds that the current version is up-to-date it deletes the un-needed release downloads. User would no longer see reminders."
1791,Merge pull request #546 from pmj/perf-trace-histogram,"Mac kext: This change adds an array of buckets for timing ranges to each perf counter, which allows us to create a histogram and visualise the distribution of samples."
1792,Adding --stdin-files-list and --stdin-folders-list flags,
1793,Merge pull request #594 from jamill/build_fix,Fix issue building VFS for Git inside of Visual Studio
1794,Mac kext: Moves the perf tracing histogram log2 to a helper function,The code for the existing integer base-2 logarithm calculation wasn’t entirely clear to follow. Moving it to an appropriately named helper function with a comment for explanation should help with that.
1795,Merge pull request #585: Clean up some Mac TODOs,
1796,Fix issue building GVFS inside of Visual Studio,"When building inside of Visual Studio, the application manifest for GVFS.Service.exe.manifest is not created correctly in GVFS.PreBuild.csproj. It appears the cause of this issue is that you cannot use Item metadata from an ItemDefinitionGroup: Item metadata from an ItemGroup is not useful in an   ItemDefinitionGroup metadata declaration because ItemDefinitionGroup   elements are processed before ItemGroup elements. https://docs.microsoft.com/en-us/visualstudio/msbuild/item-definitions?view=vs-2017"
1797,Back to upper case since it works fine and keeps it consistent,
1798,Some unit test cleanup that helped me investigate the failures I was seeing,
1799,"Store passed in flags, and renamed one to make it clearer",
1800,Gather all of the under construction flags into one class,
1801,Mac: Adds histogram buckets to perf tracing in kext & output,"Each time interval sample is now placed into one of the buckets in the PrjFSPerfCounterResult. The buckets represent log2-scale ranges of interval times. In the log output, the buckets are turned into a Unicode bar chart histogram to visualise the distribution of runtimes."
1802,Mac kext: allow large perf tracing counter data structure,If a struct argument to an IOUserClient external method grows too large (typically >= 8KiB) the argument will be passed along as a memory descriptor. This change handles that case for  exporting the perf tracing data structure to user space.
1803,Fix inverted checks,
1804,Added specific flag for kernel logs,
1805,Removed unnecessary under construction check for connecting to the mount process's pipe,
1806,Got rid of unnecessary under construction check,
1807,Clean up hooksPath required by GitHooksLoader,
1808,Create specific flag for ConfigVerb,
1809,Remove under construction checks that are no longer needed,
1810,Merge pull request #586 GitMaintenanceQueue: fix null queue behavior,"I saw a broken unit test build in #581, but it wasn't due to a change there. It was due to an incorrect handling of a null member in GitMaintenanceQueue and how it returned true if the blocking collection was null. If the timing is just right, that value wasn't null and the output was false. Fix this by doing the right thing: return false when the collection is null, and change the test to expect this."
1811,Merge pull request #581 from jeschu1/fix,Fix config lookup
1812,GitMaintenanceQueue: fix null queue behavior,
1813,Fix GetId Lookup and Add Unit Tests,
1814,More StyleCop fixes,
1815,Fixing Windows build error,
1816,Fixing StyleCop issues,
1817,Adding --files-list option to PrefetchVerb. Allowing ot specify &1 for reading from stdin,
1818,Clean up some Mac TODOs,
1819,Merge pull request #566 from pmj/prjfs-log-reconnect,The prjfs-log tool on the Mac now can handle kext unload and reload by registering for service matching notifications.
1820,Merge pull request #576 from pmj/fix-namedstream-io-errors,This change in the Mac kext prevents I/O errors that were caused by erroneously operating on named file stream vnodes in the fileop handler. We now operate on the underlying real file's vnode instead.
1821,Merge pull request #545 from pmj/kext-review-fixes,Some bug fixes following a security-focused review of the code:  Stricter thread safety in our user client classes. Hardening GetRelativePath() against edge cases and removing an easy-to-provoke assert() and thus KP in it. Simplified some old logging code with equivalent helper macros we have since added.
1822,Mac kext: minor tweaks to root rename detection code based on review notes,
1823,Mac: Log error when failing to connect to kernel service,
1824,Mac prjfs-log: Flush stdout after each batch of log messages.,"When redirecting output to a file, this avoids buffered messages going missing."
1825,Mac: Changes prjfs-log tool to handle kext unload/reload,"Instead of searching for the PrjFS IOKit service once on startup, prjfs-log now registers for matching notifications. This means that if there is no PrjFS service running (the kext isn't loaded), it will sit and wait for it to turn up. Likewise, if the kext is unloaded, the logging infrastructure for that instance is cleanly torn down. The notification system continues to look out for new instances of the service, so when the kext is reloaded, logging immediately resumes. New messages are logged to indicate starting/stopping logging kext messages from a specific instance of the service."
1826,Mac kext: Small change to UseMainForkIfNamedStream helper,"This removes the currently-unused functionality for releasing the incoming vnode if necessary, and makes the putVnodeWhenDone parameter a true output (as documented) by always updating its value."
1827,Mac kext: Avoid working on file stream vnodes in fileop handler," Named file streams are not files themselves do not have file attributes, so attempting to do so on that type of vnode will fail. In the vnode listener, we've already been checking for this edge case, but the fileop handler thus far has not checked for file forks, and we were getting errors in the KAUTH_FILEOP_CLOSE events. This change moves the named stream check logic into a helper function which we can use from both vnode and fileop handlers. As this affects whether vnodes need to be released, I've unified the logic for this across the entire fileop handler. Named forks can’t be renamed or hard linked, so we don’t expect to get those events for such vnodes, and we don’t need to defend against that case there."
1828,Merge pull request #578 Fix bad test by fixing maintenance step lock string,"The test PrefetchVerbWithoutSharedCacheTests.PrefetchCommitsToEmptyCache() only runs with the full test suite, not the PR test suite. This was not run during #493, and hence broke the CI build immediately after. The fix is a simple constant string change."
1829,Fix bad test by fixing maintenance step lock string,
1830,Merge pull request #570 from jeschu1/addversion,Add Version to Heartbeat
1831,Merge pull request #575 from benpeart/use-git-2-20-optimizations,Update git settings to enable optimizations in git 2.20
1832,Update git settings to enable optimizations in git 2.20,"git 2.20 has some optimizations that will significantly help performance in GVFS repros.  Turn these options on by default in gvfs repros: Set 'checkout.optimizeNewBranch=true' to enable optimized 'checkout -b' Set 'index.threads=true' to enable multi-threaded index reads Set 'reset.quiet=true' to speed up 'git reset "" The associated patches in git are: commit fa655d8411cc2d7ffcf898e53a1493c737d7de68 Author: Ben Peart Ben.Peart@microsoft.com checkout: optimize ""git checkout -b <new_branch>""  commit 2a9dedef2ef76916be4a314a7e739f253eaf05db Author: Jonathan Nieder jrnieder@gmail.com index: make index.threads=true enable ieot and eoie  commit 4c3abd0551d8ff1c280de2bc53d6a7657b053d33 Author: Ben Peart benpeart@microsoft.com reset: add new reset.quiet config setting  Signed-off-by: Ben Peart benpeart@microsoft.com"
1833,Merge pull request #493: Refactor post-fetch job and background prefetch into GitMaintenanceSteps,"The post-fetch job and background prefetch features used different mechanisms to run in the background. Let's unify these as much as possible, and create a framework for more background actions to happen with minimal interruption. Most of the logic happens in GitMaintenanceStep, which does the following:  Takes a new ""object cache lock"" to prevent other cleanup steps from running. This can be ignored for user-initiated prefetches (by setting RequireCacheLock to false). The RunGitCommand method safely runs an action on a GitProcess, allowing that process to be halted by the Stop() method.  The actions in these cleanup steps are best-effort: if we can't get the object cache lock, then we don't run the step. Reoccurring cleanup steps are initiated by the GitMaintenanceScheduler. This is currently only the background prefetch step. The GitMaintenanceQueue receives cleanup steps and runs them in a background thread until the queue is empty (or receives a Stop() request). It is responsible for checking if the filesystem is ready for the cleanup actions."
1834,Add Version to Heartbeat,
1835,Small cleanups,
1836,Mac kext: Write canonical root path to user client registry entry,This is helpful for diagnostic purposes.
1837,Mac kext: Obtain canonical path for virtualization root on registration,"Instead of storing the user-provided path with each virtualization root, obtain the path via vn_getpath() once we have the root vnode. This should resolve any discrepancies between the root path and paths to files within the root, which will be obtained using vn_getpath() too."
1838,Mac kext: Minor logging improvements," Message response type is an unvalidated integer, so we should log if it’s out of range. Replaces an instance of logging which explicitly gets a vnode path using vn_getpath() with the KextLog_FileInfo() macro created for that purpose. Also uses the macro for a similar code path where the path would be useful but was previously not logged."
1839,Mac kext: Tightening up string handling for relative paths,"It is possible that the GetRelativePath() function is called with a root path that is not actually a parent path of the absolute path. As this would lead to a buffer overrun if the root path was longer than the absolute path, we had an assert “defending” against that case. As it’s currently possible to provoke this case from user space, the assert is not a great defence as asserts will KP, so this is a potential DoS vulnerability. Even if the lengths aren’t a security issue, returning “te/path” as the result of GetRelativePath() called with “/an/absolute/path” and a root of “/some/path” doesn’t really make any sense. This change makes the length sanity check “soft” (return nullptr) and checks whether root really is a true parent of path. This includes detecting that “/an/a” is not in fact a parent of “/an/absolute/path” although it is a string prefix of it."
1840,Mac kext: user client thread safety improvements,
1841,Make GitMaintenanceScheduler a bit more generic,
1842,Use IsAddingCompleted instead of a cancellation token,
1843,Resolve conflict with FileSystemCallbacks,
1844,Merge pull request #567 from nickgra/pkillFunctionalTests,Mac: Kill any git/gvfs processes when cleaning up after Functional Tests
1845,Clean up any processes that could be left hanging after the functional tests run as we do on Windows,
1846,maintenance steps: several cleanups,TelemetryKey -> Area Extra metadata checks InProcessMount only knows about scheduler Use CompleteAdding() String and method style cleanups
1847,Merge pull request #532 from jeschu1/startedbytelemetry2,Allow multiple internal mount parameters
1848,Cleanup -> Maintenance,
1849,Allow multiple internal mount parameters,
1850,Merge pull request #461 Post index changed hook,Post index changed hook
1851,Update git version to release with post index changed hook,
1852,Remove wait for index parsing to start,
1853,Update method name to UpdateProjection,
1854,Rename property used when index is changed,
1855,Rename and some cleanup when index changes,
1856,Update git version and rename flag to SkipWorktreeBitsUpdated,
1857,Update error message in PostIndexChanged to match check,
1858,Rename Hooks for HookData list to NativeHooks,
1859,Call AllowIndexToBeParsed in the TryReleaseExternalLock method,
1860,Rename externalLockReleaseRequested to parseIndexRequested,
1861,Rename parameters of OnIndexFileChanged to match context,
1862,Update some naming for post index changed hook,
1863,Rename method to CheckLockWhenIndexChanged,
1864,Fix update-index tests,
1865,Turn on rebase conflict tests for Mac,
1866,Update dependencies for the PostIndexChangedHook,
1867,Keep the update placeholder errors and display at the end,
1868,Add PostIndexChangedHook to Xcode scheme,
1869,Don't build GVFS.PostIndexChangedHook.Windows on Mac,
1870,Add dependency on GVFS.PostIndexChangedHook to the GVFS.SignFiles project,
1871,Add tests for commands when files are hydrated,
1872,Update to git version that has the post-indexChanged hook,
1873,Add PostIndexChangedHook project and install,
1874,Add named pipe message for post index changed,
1875,Add new hook for post index changed,
1876,Merge pull request #553 Update git version to 2.19.1.gvfs.1.7.g43ac102,Update git version to 2.19.1.gvfs.1.7.g43ac102
1877,Merge pull request #557: Mac: Give an error message on CLI when the kext is not loaded,
