Index,Message,Description
1168,Merge pull request #164 from kyle-rader/user/kyrader/linux-installer,Add a Linux .deb installer CI workflow
1169,Merge pull request #166 from derrickstolee/actions-native,CI: update configuration to build native bits
1170,Only remove Payloud as Payload.Linux is built by the parent cs proj and we need that output.,
1171,Clean up entire payload dir on build and publish deb and tar files.,
1172,CI: update configuration to build native bits,"The build configuration ""Release"" only builds the managed portions of GCM Core. However, on macOS and Windows we have UI bits that are native to each platform. Update the --configuration build option to include these native bits by casing on the ""os"" variable in the matrix build. Signed-off-by: Derrick Stolee link"
1173,Merge pull request #163: Fix errors with 'git-credential-manager-core configure' with empty config,"Resolves #161. The failures were due to subtleties when working without any module values in any level of config. This is typical for a fresh install on a Linux machine, but never happens with Git for Windows. Git on macOS might also come pre-loaded with this config."
1174,build with inherit restore,
1175,Use force,
1176,Try also running tests,
1177,Copy steps from working ci pipeline,
1178,Add pre build step,
1179,Build Linux.Payload specifically,
1180,Add steps to create .deb package distro,
1181,Simplify Linux build script into just build.sh,
1182,Add explicit framework,
1183,Start a build-installers GH workflow,
1184,GitConfiguration: be careful about arguments and exit codes,"  When we re-set the configuration, we pass an empty value to clear the existing values. However, that only works if we quote around the empty value. Otherwise, Git does not ""see"" a value argument.   If there is no configuration for a given key, the exit codes for 'git config' change. See the documentation [1] for full details. For now, be careful about exit codes 1 and 5, when appropriate.   [1] https://git-scm.com/docs/git-config Signed-off-by: Derrick Stolee link"
1185,GitConfiguration: be careful about key-value pairs,"For some situations, the key-value pairs we split from the response of 'git config' do not have two elements. Be careful to check the length before returning the value. If the length is not two, then this is an invalid key-value pair so skip that entry. Signed-off-by: Derrick Stolee link"
1186,SettingsTests: drop unused variables,Signed-off-by: Derrick Stolee link
1187,Merge pull request #159 from microsoft/linux,Add initial Ubuntu & Secret Service support
1188,Merge pull request #158: Fix some typos/errors in documentation,
1189,Merge pull request #157: GitHub Actions Workflow,"Starting the creation of a Github Actions CI workflow, specifically including Linux."
1190,"Use short workflow name so each job renders full name as ""GCM-Core / CI""",
1191,Use shorter name so you can see os versions in Actions UI,
1192,Spacing and use explicit ubuntu 20.04 version,
1193,Attempt using os matrix,
1194,Use with: for args to actions,
1195,Add fetch-depth: 0 so that Github actions clones with full history so the versioning task works,
1196,Copy in default dotnet core workflow template steps,
1197,add '- name' for steps,
1198,Fix typos in documentation,
1199,Add linux branch and spacing,
1200,Start ci actions yaml,
1201,Merge pull request #153: Use OAuth by default on GitHub,Make OAuth the default authentication mechanism for GitHub provider
1202,Merge pull request #155: FAQ minor writing fix,
1203,FAQ minor writing fix,
1204,github: replace link with button for OAuth login,"Replace the ""login using browser"" link with a button on the Windows GitHub login dialog."
1205,github: move OAuth option to top of Windows dialog,Move the OAuth/login with browser option to the top of the Windows GitHub login dialog when both user/pass and OAuth options are available.
1206,github: make OAuth the default auth mode,Make OAuth the default authentication mode.
1207,Merge pull request #152 from mjcheetham/homebrew-auto,Automatically update Homebrew Cask on release
1208,homebrew: automatically update Homebrew Cask on release,"On release, automatically update the Homebrew Cask in the microsoft/git Tap."
1209,Merge pull request #150 from mjcheetham/fixworkflows,Fix workflows and builds
1210,actions/workflows: fix workflows and builds,"Ensure the PR build is triggered on PRs into master or release. Also now that we're making real releases of GCM Core on GitHub and not just pre-releases, move to the simpler syntax/API calls for the Action that creates and updated the Homebrew cask on release publish."
1211,Merge pull request #149 from microsoft/master,Cut a new release
1212,Merge pull request #147 from mjcheetham/github-oauthdevice,Enable OAuth device authorisation grant support for GitHub
1213,github: enable OAuth2 device code flow for GitHub,Enable the device code authorization grant flow for GitHub.
1214,github: use final OAuth device code endpoint,Use the final OAuth2 device authorization endpoint URI.
1215,Merge pull request #148 from mjcheetham/msafix,Fix Azure Repos sign-in with Microsoft Accounts
1216,azrepos: use organizations authority for MSA accounts,"Use the /organizations authority for MSA accounts with Azure DevOps/Repos. This is because we're using MSA pass-through, an internal Microsoft mechanism to support both MSA and 'work' (AAD) accounts with the same auth stacks. You should be able to use /common, but this doesn't work. At the same time we're using ADAL Obj-C on macOS rather than MSAL.NET like we do on Windows, and ADAL speaks to the ""v1"" AAD endpoints, which don't know the /organizations tenant :( For macOS we need to fudge the authority back to /common for MSA accounts."
1217,Merge pull request #146: FAQ: typo fix,A fix for a typo that I noticed in the FAQ 🙂
1218,FAQ: typo fix,
1219,libsecret/secretservice: rename libsecret -> secretservice,Rename the LibsecretCollection type to SecretService API to more accurately reflect the API we're using.
1220,tests: skip Libsecret tests that require a GUI,
1221,linux: add stub CredStore to select the best cred store API,Introduce a credential store for Linux that passes through to a backing store that is selected based on user preference and session features. Currently this is a stub that just uses LibsecretCollection (which only works in a GUI environment).
1222,tests: run libsecret tests,
1223,linux: rewrite libsecret/glib interop,Rewrite the libsecret and glib interop code for the Linux ICredentialStore implementation to be more thorough.
1224,linux: add x86_64 Linux build (Ubuntu 18.04),Extend the PR and CI build to produce a tarball of binaries for Linux x86_64 platforms; building on Ubuntu 18.04 LTS. The release build does not publish anything currently as we need to get signing working.
1225,versioning: update Nerdbank.GitVersioning to latest,Update the Nerdbank.GitVersioning package to the latest to fix a bug where the package would fail to execute due to libgit2 dependency issues.
1226,linux: add libsecret based ICredentialStore for Linux,Implement a credential store for Linux platforms that use the libsecret Secret Service API.
1227,linux: implement stub Linux ISystemPrompts component,Implement a stub ISystemPrompts component that just throws. The component is currently not used on any platform that's not Windows anyway so this won't be hit.
1228,linux: use PosixSessionManager on Linux,
1229,linux: add IFileSystem impl for Linux,Add an implementation of the IFileSystem component for Linux distributions. We just simply assume that all file systems are case-sensitive at the moment. Also introduce a (empty) PosixFileSystem class shared between macOS and Linux.
1230,libgit2: remove libgit2 references,
1231,install: update usage of Git config,Update the use of the Git configuration components in the configuration service and configurable components; used to set up a system during install.
1232,git: implement IGit/Config using the Git CLI,"Implement IGit and IGitConfiguration components using the Git CLI executable, rather than libgit2."
1233,which: add ability to locate executables via which,"Add ability to locate executables on the current PATH by shelling out to module on UNIX platforms, and module on Windows."
1234,git: split out IGit and IGitConfiguration files,Split out the IGit and IGitConfiguration interfaces and extension methods in to their own files.
1235,Merge pull request #141 from itofinity/issue/support-bbs-basicauth,Update support for Bitbucket Server
1236,Fix PR suggestion typo,
1237,Provide a name with more context.,Co-authored-by: Matthew John Cheetham link
1238,Provide a name with more context.,Co-authored-by: Matthew John Cheetham link
1239,Provide a name with more context.,Co-authored-by: Matthew John Cheetham link
1240,Provide a name with more context.,Co-authored-by: Matthew John Cheetham link
1241,Correct spacing,Co-authored-by: Matthew John Cheetham link
1242,Correct spacing,Co-authored-by: Matthew John Cheetham link
1243,Make the HTTP/S error message more specific.,Co-authored-by: Matthew John Cheetham link
1244,Bitbucket Server Support: Fix storing of Bitbucker Server credentials. Save with and without usernames since BbS doesn't generally include them in its Git URLs,
1245,"Bitbucket Server Support: Added ability to set 'bitbucket' as the provier for an arbitrary host, i.e. a Bitbucket Server host",Allow HTTP as well as HTTPS for Bitbucket Server hosts TODO test more complex URLs e.g. https://my.company.com/bitbucket
1246,Merge pull request #139 from mjcheetham/svg,Add SVG version of GCM logo
1247,assets: add SVG version of GCM logo,
1248,Merge pull request #138 from mjcheetham/provider-spec,Add host provider specification
1249,docs: update readme,
1250,provider-spec: use one abbrev for GCMW/ML,
1251,provider-spec: add host provider specification,
1252,Merge pull request #137 from mjcheetham/devguide,Add Architecture overview document to help developers
1253,docs: wrap body text to 80 columns,
1254,docs: address architecture doc feedback,
1255,docs: add Architecture overview,Add a document outlining the architecture of GCM Core.
1256,Merge pull request #134 from mjcheetham/github-samlsso,github: store the PAT on 'get' request for SAML SSO
1257,github: store the PAT on 'get' request for SAML SSO,"In order to allow a user that requires SAML SSO to be manually enabled on their newly generated PATs to access org repos, we must store the PAT as soon as we generate it. This then allows the user the ability to visit the web UI, enable SSO, and then repeat their Git operation using the same PAT. Workaround for issue: #133"
1258,Merge pull request #132 from microsoft/master,Cut release fixing Bitbucket bug and 32-bit Windows support
1259,Merge branch 'release' into master,
1260,Merge pull request #131 from mjcheetham/win-x86,windows: compile to 32-bit x86 only
1261,windows: compile to 32-bit x86 only,"Since we want to ship with Git for Windows which offers both an x86 and x86_64 option, we should build an x86 (32-bit) application rather than an x86_64 (64-bit) one. Since 32-bit applications can run on 64-bit versions of Windows (including Windows on ARM) this is the more compatible target. We could also publish both a 32- and 64-bit build of GCM Core on Windows but this seems redundant as GCM Core really does not need 64-bits of addressable memory(!)"
1262,Merge pull request #127 from mjcheetham/fix-homebrew,homebrew: fix automatic Homebrew update
1263,homebrew: fix automatic Homebrew update,The Octokit API does not find releases by tag when they are prerelease (like all the beta releases of GCM Core are). Instead enumerate the list of releases and manually filter to the matching tag name instead.
1264,Merge pull request #126 from kzu/master,Don't attempt to deserialize nulls from bitbucket response
1265,Don't attempt to deserialize nulls from bitbucket response,"In my case, the field module was coming back null and that caused deserialization to fail with: module Another alternative is to make the property module instead."
1266,Merge pull request #125 from microsoft/master,Cut another release to fix the bug in 2.0.153
1267,Merge pull request #124 from mjcheetham/fix-winuiflag,windows-ui: fix inverted user interactive check
1268,windows-ui: fix inverted user interactive check,The code that was copied from the .NET runtime code (dotnet/runtime) had a bug in it that inverted the check for the WSF_VISIBLE flag! Updated the code to match their now fixed version.
1269,Merge pull request #122 from microsoft/fix-release-workflow,release: add required token to release workflow
1270,release: add required token to release workflow,Add the required GITHUB_TOKEN token to the release workflow.
1271,Merge pull request #121 from microsoft/master,Cut new release with Bitbucket provider
1272,Merge pull request #116 from mjcheetham/bbui,Add Bitbucket Windows UI project
1273,bitbucket-ui: add Bitbucket Windows UI,"Add a port of the Bitbucket UI from the old GCM for Windows, and update the UI to git with the new refreshed design."
1274,bitbucket-ui: add stub UI project,
1275,winui: make SecurePasswordBox notify all changes,"Update the module control to notify all listeners of changes to the password value. Previously we only notified on the first character typed into the box. We clone the current password, modify it, and then replace the previous instance (triggering an module event). With a binding delay, we will batch updates of multiple keystrokes rather than one at a time."
1276,winui: add shared validation helpers,"Add property and model validation helpers, which will be used by Bitbucket's Windows UI helper in subsequent commits."
1277,Merge pull request #115 from mjcheetham/extract-winui,Extract various shared WPF components into a separate project
1278,winui: extract common DialogWindow to shared project,Extract the GitHubDialogWindow into a shared control that can be used by multiple consumers. Also simplify the IGui interface and optimise creating a DialogWindow window with a control.
1279,winui: extract parent window handling,Extract logic display a model window that is correctly parented to the GCM_MODAL_PARENTHWND window handle.
1280,winui: extract cmdline util methods,Extract shared command line parsing methods used in Windows UI helpers.
1281,winui: extract shared WPF UI into project,Extract common/shared WPF UI into its own project to be consumed by the various UI helpers (GitHub.UI currently).
1282,Merge pull request #114 from mjcheetham/github-actions,homebrew: publish new package version on release
1283,homebrew: publish new package version on release,Publish a new Homebrew Cask version on release via a GitHub action.
1284,Merge pull request #95 from mjcheetham/fix-desktopcheck,Correctly check for GUI on Win/Mac/POSIX
1285,ui: correctly check for GUI on Win/Mac/POSIX,Replace the module util method with platform specific components that check use native APIs to determine the state of the current session. module is hard-coded to return true for POSIX and Windows platforms on .NET Core 2.x and 3.x. https://github.com/dotnet/runtime/issues/770 The .NET 5 implementation (not yet released) fixes this for the Windows platform only. We take a copy of that implementation for Windows. On macOS we use the module from the Security.framework. On POSIX in general we also check for the X11 $DISPLAY environment variable.
1286,Merge pull request #120 from mjcheetham/helperconfig,helpers: allow auth helpers to be overridden by config
1287,helpers: allow auth helpers to be overriden by config,Allow authentication UI helpers to be overriden by environment variables and Git configuration options.
1288,Merge pull request #118 from mjcheetham/doc-update,Update our out-of-date documentation
1289,"docs: update README, FAQs, and build docs","Update our readme, FAQs documents, and actually put something in our build/debug docs!"
1290,Merge pull request #117 from mjcheetham/fix-bb,Ensure we ship the Bitbucket DLL on Windows
1291,bitbucket: ensure we ship the Bitbucket DLL,Ensure we actually ship the Bitbucket host provider DLL!
1292,Merge pull request #111 from mjcheetham/fix-lg2error,Fix error message handling for LibGit2
1293,libgit2: fix error message handling,Fix the reversed LibGit2 error message handling when no function-name was specified.
1294,Merge pull request #104 from mjcheetham/bb-oauth,Add Bitbucket support (text prompts only)
1295,bitbucket: use Sourcetree's client ID and secret,"Until we have the GCM OAuth application ready in Bitbucket, continue to use Sourcetree's client ID and secret as GCM Windows does."
1296,bitbucket: allow OAuth params to be overridden at runtime,"Allow the OAuth client ID, secret, and redirect URI to be overridden at runtime using environment variables or config."
1297,bitbucket: add Bitbucket authentication provider,"Add a Bitbucket authentication provider using OAuth2, with TTY-based interface only."
1298,Merge pull request #110 from microsoft/release,Merge release branch changes back into master
1299,Merge branch 'master' into release,
1300,Merge pull request #109 from microsoft/fix-rel,Fix bugs in release pipeline
1301,github: make user/pass the default auth mode over TTY,Make username/password authentication the default mode when presented with the options over the TTY. This is because we still don't have a whitelisted OAuth application and any OAuth tokens will have restrictions when used for org-owned repos.
1302,packaging: fix macOS pack job use of \ vs / file seps,Use the correct file path separator for the macOS packaging step
1303,build: fix Windows packaging tool install step,"Fix the step where we install the nbgv tool on Windows. Looks like the build agents are not being cleaned and the --global install of the nbgv tool from previous runs is peristed and subsequent runs of that step fail due to ""already being installed""."
1304,notarization: skip notarization step until fix in place,"Skip notarization step until a fix is in place for #108. Notarization fails on macOS because during code signing with MicroBuild we are losing the ""Hardened Runtime"" flag, and the .NET Core runtime Mach-O binaries are not code signed."
1305,github: fix 2FA code capture,The GitHub 2FA code prompt was always reporting 'closed' rather than accepted!
1306,signing: fix signing,Revert to the old MSBuild/NuGet tools for signed builds because the Microbuild signing tasks only work with these and not the dotnet tooling.
1307,Merge pull request #107 from mjcheetham/add-banner,Add GitHub banner image
1308,Merge pull request #105 from microsoft/master,Cut new release
1309,assets: add GitHub banner image,
1310,Merge pull request #106 from mjcheetham/fix-winbuild,Workaround Azure Pipelines build bug
1311,build: workaround Azure Pipelines build bug,"For some reason our Azure Pipelines builds are failing (occasionally) to restore packages unless we explicitly run a module before our module. The Azure Pipelines team are still not sure why this is failing, or why it only happens one some of the hosted agents and not others (despite compiling the same commit)!"
1312,Merge pull request #103 from mjcheetham/gh-oauthenv,Allow GitHub OAuth params to be overridden at runtime
1313,github: allow OAuth params to be overridden at runtime,"Allow the OAuth client ID, secret, and redirect URI to be overridden at runtime using environment variables or config."
1314,Merge pull request #102 from mjcheetham/oauth2-pkce,Implement RFC 7636 PKCE in OAuth client and fix redirect URI bug
1315,oauth: ensure auth grant redirect URI matches token req,
1316,oauth: implement RFC 7636 PKCE in OAuth client,Implement the Proof Key for Code Exchange (RFC 7636) specification in the OAuth2 client.
1317,Merge pull request #101 from mjcheetham/github-oauth-ui,Support OAuth based authentication on GitHub; include a UI refresh
1318,build: ignore Windows projects in Mac sln configs,
1319,netcore: upgrade to .NET Core 3.1,Upgrade our .NET Core components from 2.1 to 3.1 (LTS).
1320,build: use latest .NET Core SDK 3.1.201 to build,"Use the latest .NET Core 3.1.x SDK to build since we are using the new WindowsDesktop project SDK. We are not targeting .NET Core 3.1 yet, but need the newer toolchain."
1321,github-ui: use new GitHub UI on Windows,Use a refreshed WPF-based UI on Windows for GitHub authentication. Supports selecting OAuth/browser authentication and also displays the URL of a GitHub Enterprise instance if authentication to one.
1322,github: use OAuth2/web flow for GitHub,Add an OAuth2 web browser-based authentication flow to replace the username & password flow for GitHub.com and augment the u/p flow for GHE instances.
1323,settings: pull generic 'get' methods up to interface,Pull the general module and module methods up from the module class to the module interface for all providers to use for their own settings.
1324,terminal: add a simple TTY-based menu system,Add a simple menu system that works over the TTY. This is useful for presenting a selection of authentication options to the user when no UI is available.
1325,Merge pull request #99 from mjcheetham/oauth2,Add an OAuth2 client implementation
1326,oauth: add unit tests for OAuth2Client,
1327,oauth: add an OAuth2 client implementation,"Add an OAuth2 client implementation that supports the authorization code grant, and the device authorization grant (device code) flows."
1328,build: update macOS build images,
1329,Merge pull request #94 from mjcheetham/debug-trace,Add debug trace listener when debugger is attached
1330,Add debug trace listener when debugger is attached,"When a debugger is attached, automatically add a listener that will output to the debug console."
1331,Merge pull request #92 from mjcheetham/basic-nativeui,Add ISystemPrompts component and impl for Windows
1332,Set parent window handle based on GCM_MODAL_PARENTHWD,Wire up the parent window handle to system prompts and UI helpers.
1333,Add ISystemPrompts component and impl for Windows,"Introduce the module component which provides native/system UI prompts, starting with basic credential prompts. Include a basic implementation for Windows."
1334,Merge pull request #96 from microsoft/zippy,Create and publish zip & tar.gz archives of app and symbols
1335,Create and publish zip & tar.gz archives of app and symbols,"Create and publish ZIP and TAR archives on Windows and Mac containing the GCM Core app binaries, and symbols."
1336,Merge pull request #91 from mjcheetham/nointeractive,Add GCM_INTERACTIVE/credential.interactive setting
1337,Add GCM_INTERACTIVE/credential.interactive setting,"Add a setting to disable all user interaction. By setting module or module to a 'falsey' value, GCM Core will now fail and return an error if user interaction is required. This is useful in headless and unattended environments, such as build servers, where is is preferable to fail than it is to hang waiting for input from a non-existent user. The setting also existed in the previous GCM for Windows, but its behaviour has been slightly modified to treat 'always' values as 'auto'. See more in the documentation and the code. The default value is module / permit interaction."
1338,Merge pull request #87 from microsoft/release,Sync master branch with missing commits from release branch
1339,Merge pull request #89 from microsoft/fixrelease,Fix up release build problems
1340,Use correct path sep. for macOS notarize step,Use the correct path separator in the macOS build YAML for notarizing the installer pkg file and containing binaries.
1341,Merge pull request #88 from mjcheetham/release-prep,Prepare release
1342,Merge branch 'release' into release-prep,
1343,Merge pull request #85 from mjcheetham/notarize,Notarize and staple the installer pkg on macOS
1344,Notarize and staple the installer pkg on macOS,Enable installation and executable on macOS Catalina (10.15) now that Gate Keeper requires notarization. We staple the notarization ticket to the package too to allow for offline installs.
1345,Merge pull request #83 from mjcheetham/fix-copypaste,Enable copy/paste/cut in macOS MSAuth web view
1346,Do not fail pipeline if optional tests fail,"The VSTest task now fails if no assemblies match the test filter. Since we don't have any Windows-only test assemblies currently, we can just continue on error for this task."
1347,Enable copy/paste/cut in macOS MSAuth web view,"Add a basic application main menu bar, with 'Edit' submenu containing the standard text manipulation commands (cut, copy, paste, select all, delete) to enable these actions in the authentication webview. This is useful for users who use password managers and need to paste into the webview."
1348,Merge pull request #80 from mjcheetham/port-winsignfix,[Port] Fix real-sign Windows build to actually sign
1349,Fix real-sign Windows build to actually sign,Ensure the Signing MicroBuild plugin has been installed when doing a real-signed Windows build.
1350,Merge pull request #79 from mjcheetham/fix-signwindows,Fix real-sign Windows build to actually sign
1351,Fix real-sign Windows build to actually sign,Ensure the Signing MicroBuild plugin has been installed when doing a real-signed Windows build.
1352,Merge pull request #78 from microsoft/master,"Prepare release with proxy support, Windows preview, inproc MS Auth"
1353,Merge pull request #67 from mjcheetham/msauth-inproc,Move Microsoft authentication in-proc
1354,Add clarifying comments to new MS auth impl,
1355,Return to building 64-bit in NetCore and NetFx on Windows,Now that we've moved the Microsoft authentication helper in-process we no longer have a need to force all entry executables to be the same bit-width. The GitHub authentication helper is still .NET Framework (as we're targeting .NET Core 2.x still) and using 32-bit WinForms. However that helper does not make use of the LibGit2 native bits (by virtue of not instantiating the module type).
1356,Move Microsoft authentication in-proc,Move Microsoft authentication in-process when no external helper application is present. This simplifies the scenario on .NET Framework (Windows) where MSAL supports WinForms-based UI.
1357,Use JsonWebToken type in place of strings for JWTs,
1358,Merge pull request #74 from mjcheetham/new-install,New Install 6/6: Implement (un)configuration for GCM Core
1359,Don't access managed objects in finalizer,
1360,Always run in 32-bit on Windows,"In order to ensure maximum compatibilty on Windows, we target 32-bit platforms (64-bit Windows can run 32-bit applications in WoW). Also fix a bug where we had mismatching/incompatible use of the native libgit2 binaries by the main GCM executable, and the .NET Framework-only WinForms 'authentication helpers' such as the Microsoft.Authentication.Helper project. These WinForms projects prefer 32-bit and failed to load the libgit2 binaries, which were restored as their 64-bit forms by the main CLI project."
1361,Add Azure Repos host provider configuration component,Add the required configuration/unconfiguration to the Azure Repos host provider. The required config is to set module to true for dev.azure.com hosts.
1362,Add main application configuration component.,"Add main application configuration component, which will ensure the exectuable is on the PATH (on Windows) and configure itself and Git's credential helper in the user's config."
1363,Pass the executable path from the main CLI program,Pass the executable path from the main CLI project program into the Application object and HelpCommands. This path is also required for the future commit that uses the path to set up Git and the PATH correctly.
1364,Merge pull request #73 from mjcheetham/configservice,New Install 5/6: Add IConfigurationService and (un)configure commands
1365,Add IConfigurationService and (un)configure commands,"Add service that can configure and unconfigure components at the user or system level, and two commands that map to configure and unconfigure. Call these new commands from the Windows and Mac (un)installers. Update the help command output to include the new commands."
1366,Merge pull request #77 from mjcheetham/new-certs,Replace old SHA1 signing certificates with SHA256 ones
1367,Replace old SHA1 signing certificates with SHA256 ones,Per policy we should stop using SHA1 certificates for signing binaries and installers. The replacement for the 'Microsoft' Authenticode certificate is 'Microsoft400'.
1368,Merge pull request #72 from mjcheetham/multivar-git,New Install 4/6: Extend IGitConfiguration to allow manipulating multivars
1369,Extend IGitConfiguration to allow manipulating multivars,Extend the IGitConfiguration to allow manipulation of Git configuration 'multivars' (config entries that can have multiple values). This will be used in future commits to set the credential.helper variable to have two values.
1370,Merge pull request #71 from mjcheetham/environ,New Install 3/6: Introduce IEnvironment to replace IEnvironmentVariables
1371,Introduce IEnvironment to replace IEnvironmentVariables,Replace the simple IEnvironmentVariables envar wrapper with a component that includes the envars and other methods for manipulating the $PATH. This will be useful in future commits where we need to inspect and update the $PATH for postinstall and preuninstall. Also expose the new IEnvironment and existing IGit components on the command context in prep. Add a new path comparison method to IFileSystem and introduce platform-specific implementations.
1372,Merge pull request #70 from mjcheetham/rename-exec,New Install 2/6: Rename main executable to GCM Core to make SxS easier
1373,Rename main executable to GCM Core to make SxS easier,"Rename the main executable to include ""-core"" to make side-by-side installs of GCM Core and Windows-only GCM easier. We can just change the configuration between ""manager"" and ""manager-core""."
1374,Merge pull request #69 from mjcheetham/optimise-gitcfg,New Install 1/6: Optimise the use of Git configuration from the Settings component
1375,Introduce module base class to impl the dispose pattern,Implement the dispose pattern correctly for all IDisposable objects by introducing a common abstract module class which 'does the correct thing'.
1376,Optimise use of Git config from Settings component,Keep hold of a single module object when creating an instance of the module component. When querying for scoped settings now we enumerate all configuration entries and store all those that have the same section and property name locally up-front. This prevents us from calling module on the configuration object multiple times. Add tracing to the libgit2 calls.
1377,Merge pull request #68 from jamill/fix_osx_postinstall,Install: fix postinstall script on osx
1378,Install: fix postinstall script on osx,"The macOS install encounteres the following error when running the postinstall script: module This resulted in the credential helper not being correctly configured. The problem is with the test on the indicated line - the '[ ]' test does not support '&&' statements inside the test expression, as it splits the expression into separate commands."
1379,Merge pull request #64 from czipperz/quote-bash-variables,Quote bash variables in installation scripts
1380,Quote bash variables in installation scripts,
1381,Merge pull request #62 from mjcheetham/proxy,Use Git's HTTP proxy configuration
1382,Use Git's HTTP proxy configuration,"Use the Git HTTP proxy configuration to create new configured module instances with proxy support. Add new documentation for the network and HTTP configuration options in GCM, such as proxy and TLS verification."
1383,Encapsulate stdin/out/err streams into IStandardStreams interface,"Extract the module, module, and module properties from the bloated module component into their own module component. This allows for a more granular dependency web between all the GCM components (no need to pass the entire module just to write a message to standard error, for example`). This new abstraction model is used initially by the module which does not take in the entire context but just the other components that it needs. Existing callsites have been updated."
1384,Merge pull request #61 from mjcheetham/provider-override,Add ability to override host provider from configuration
1385,Add ability to override host provider from configuration,"Check the Git configuration for a specified host provider for the current repository remote URI. We look for the module configuration entry (and any URL scoped variants) for backwards compatibility with older GCMs, as well as the new module entry. Also introduce a new setting module to allow users who used the module authority to disable WIA detection of the new generic provider."
1386,Simplify ISettings,
1387,Merge pull request #60 from mjcheetham/settings,Introduce ISettings component to consolidate envar and Git cfg settings
1388,Introduce ISettings component to consolidate envar and Git cfg settings,Introduce a new component module that provides an interface for looking up the value of various GCM settings that can be specified from either the environment or Git configuration.
1389,Merge pull request #56 from mjcheetham/http-on-context,Move moduleICommandContext`
1390,Move moduleICommandContext`,Move the module to the module and simplify the instantiation points for the various module types.
1391,Merge pull request #54 from mjcheetham/gitcfg,Add ability to read Git config via libgit2
1392,Add ability to read Git config via libgit2,Use libgit2 to read Git configuration files and call other helpful methods such as locating config files and root repository directories. LibGit2Sharp was not used as we only need a minimal subset of the APIs. P/Invoke wrapping the native libgit2 C functions was created instead.
1393,Merge pull request #55 from mjcheetham/envar-refactor,Cache environment variables dictionary
1394,Cache environment variables dictionary,Cache the environment variables in a dictionary after first use and don't always reconstruct it per access.
1395,Merge pull request #53 from mjcheetham/msal-winonly,Move to using MSAL.NET on Windows
1396,Move to using MSAL.NET on Windows,Use MSAL.NET on Windows and update the Visual Studio token cache snooping to use the new 'extensions' library for MSAL to interact with the Visual Studio MSAL cache file.
1397,Merge pull request #52 from microsoft/master,Merge master to release
1398,Merge pull request #51 from microsoft/readme-updates,Clarify Linux strategy in readme
1399,Merge branch 'master' into readme-updates,
1400,Merge pull request #49 from mjcheetham/host-refactor,Refactor to allow modules to override store and erase
1401,Clarify Linux strategy in readme,
1402,Refactor to allow modules to override store and erase,Refactor the core commands and host provider types to permit providers to customise how they store and erase credentials. This would allow for providers that do not want to use the OS credential store for example.
1403,Merge pull request #41 from mjcheetham/windows-installer,Add Windows payload and installer projects
1404,Add Windows payload and installer projects,Add two projects for building (and signing) the Windows payload and installer (using Inno setup).
1405,Merge pull request #45 from mjcheetham/unlink-javagcm,Unlink the Java GCM from Homebrew if installed
1406,Unlink the Java GCM from Homebrew if installed,
1407,Mark GitHub support on Windows as done (with UI),"Since #40 is complete, we now have UI for GitHub on Windows.. updating the markdown current status table. Also minor formatting change to the table, we now centre the tick columns."
1408,Merge pull request #40 from mjcheetham/github-winui,Add GitHub helper on Windows using WPF on netfx
1409,Add GitHub helper on Windows using WPF on netfx,Add a Windows authentication helper for GitHub using WPF on .NET Framework 4.6.1.
1410,Merge pull request #39 from microsoft/master,"Merge master to release including #29, #30, #32, #33, #34, #35"
1411,Fix README.md check-marks in feature table,
1412,Merge pull request #33 from mjcheetham/dsym-archive,Produce and collect symbols on build
1413,Produce and collect symbols on build,
1414,Merge pull request #35 from mjcheetham/docs,Add and update documentation files
1415,Add and update documentation files,"Add more information about that aims and state of the project to the main README.md file, as well as some basic documentation under the new docs/ directory."
1416,Merge pull request #30 from mjcheetham/native-tty,Implement a native TTY interface for POSIX and Windows platforms and fix GitHub TTY prompts
1417,Change GitHub auth API to use async Task rather than Try-pattern,Change the GitHub authentication/prompt interface to be module based rather than the existing module pattern. These methods could throw exceptions (which would indicate failure).
1418,Implement a native TTY interface for Windows,"Use the Kernel32 console APIs to directly read/write from the CONIN$ and CONOUT$ devices (the attached console, if available). Most of this code was ported from the GCM Windows project."
1419,Implement a native TTY interface for POSIX platforms,Replace the module interface for terminal prompts with a system-native implementation that uses /dev/tty directly. This allows us to read and write to the terminal even when our stdin/out/err streams have been redirected by parent processes. We can also now exercise control over the TTY echo which is useful for hiding user input of passwords and other secrets.
1420,Introduce module for all P/Invoke errors,"Add a new custom exception type module that wraps up failures from interop (P/Invoke) code. modules, macOS and POSIX error codes are now wrapped in module."
1421,Merge pull request #34 from mjcheetham/issue-templates,Add issue templates for GitHub
1422,Add issue templates for GitHub,
1423,Merge pull request #29 from mjcheetham/interop-refactor,Move all interop code under module namespace
1424,Move all interop code under Interop namespace,Move all the platform specific interop code to the module namespace and also group the P/Invoke calls into classes representing the modules/libraries/headers the original C functions live in.
1425,Merge pull request #32: Support AAD in MSA,Support AAD in MSA
1426,Support AAD in MSA, use common endpoint for MSA accounts
1427,Merge pull request #27 from Microsoft/fix-pkg-sign,Fix macOS installer package file signing
1428,Fix macOS installer pkg file signing,Manually zip the unsigned package file before sending it off for signing as there appears to be a problem with the signing task's logic for doing this itself.
1429,Update master CI build badge,
