Commit Message,Score,Correspond Changelog Sentence,Commit Description,Label
Ensure that only pure python strings (not unicode) are passed to Julia.,0.55155915,- Jupyterlab won't work with Julia 1.5 and Python 3.7.7 (#939),"I think this is a bug in either Julia or PyCall, but until we sort out their unicode support, we should stick to ascii only.",0
Add logging type info.,0.47670817,- Replace SimpleLogger with ConsoleLogger (#1045) (@BoZenKhaa),,0
Move over readmes to markdown.,0.39509842,Custom MIME display (#755).,,0
"Clean up notebooks, add proper README.md.",0.48196197,"Fix shell mode (#703), Revise (#708), and history (#706).","Right now there's a strange bug in kernel mode, where only the first character of the input comes back.  But in local import mode it works perfectly.  I'm stumped, but the code is now cleaner and ready for further debugging on the list.",0
Clean up and leave ready for testing the simpler kernel/frontend pair.,0.41285205,- Allow users to opt out of the default kernel. (#958) (@vchuravy),,0
Add basic numpy test.,0.38232654,Jupyter display full output results (#844),,0
"Clean up the setup part, hold the PyObject in main Julia interpreter.",0.6936528,"- Add kwarg julia_cmd to installkernel (to support JupyterHub with containers, etc.) (#948) (@oschulz)",,0
"Refactor magic into separate lib and magic file, start a real test suite.",0.3524633,"MIME fixes (#771, #773), store prefs in depot path (#760), fix IPython ""magic"" error reporting (#769).",,0
"Fix invalid call to rcvmore(), it seems to now be an attribute instead.",0.39324135,- Proposed fix for #986. (#989) (@rgobbel),,0
starting to have a semi-working kernel...,0.52990824,- kernel not starting on Mac (#1068),,0
"Add a full IPython kernel for now, which we'll then gradually juila-fy",0.6311648,IJulia doesn't work with Jupyter --transport=ipc  (#862),,0
"Add local patch for IPython in our subclasss, will fix in ipython later",0.62998265,"MIME fixes (#771, #773), store prefs in depot path (#760), fix IPython ""magic"" error reporting (#769).",,0
Prototype ipython kernel,0.49215966,- Jupyter Kernels Getting Overwritten (#908),,0
added traceback code for future ref,0.41061532,"- Unlike in REPL, passing (e, catch_backtrace()) to the @error macro displays unreadable raw stacktrace instead of text representation (#1043)",,0
"aha, sys.argv needed",0.43268514,Interrupt messages on Windows (#804) and warning for incorrect kernel path (#809).,,0
Merge branch 'master' of git://github.com/JuliaLang/julia-ipython,0.52751315,Merged pull requests:,,0
added ipython importing test,0.52661335,"MIME fixes (#771, #773), store prefs in depot path (#760), fix IPython ""magic"" error reporting (#769).",,0
Fix accidental addition of .so,0.3503858,- Error: syntax: undefined reference in AST (#960),,0
Add tiny example of python zmq kernel.,0.47767872,"Drop Julia 0.6 support, use the ZMQ 1.0 API (#729).",,0
Fixed conflict in abspath setup.,0.37821698,Permissions problems similar to Issue #616 (#845),,0
delete obsole magics; use ctypes.util.find_library so that correct extension gets added to shared lib; explicit ctypes.c_void_p calls seem needed on MacOS to pass pointer arguments correctly (not sure why??),0.37920097,- Can't Use on OSX (#967),,0
Add example manipulating the figure back from Python,0.3120424,- Why can only 8 columns be displayed in JupyterLab (#984),,0
Improve wording/examples.,0.27219972,Fix #776,,0
Add new notebook that shows matplotlib integration.,0.4338862,- Why can only 8 columns be displayed in JupyterLab (#984),,0
"fixed PyCall JuliaMagics to mostly work, change it to run julia executable to query the path rather than hard-coding",0.63891053,- Jupyterlab won't work with Julia 1.5 and Python 3.7.7 (#939),,0
2nd api,0.2810029,- Organize/add docstrings in API docs (#945) (@jlumpe),,0
Add new api version,0.4077643,Fix more 0.7 deprecations.,,0
Allow reloading of the extension.,0.3156878,"- Set version to 1.21.2, limit tagbot to once per day. (#914) (@fredrikekre)",,0
remove extra unneded function that doesn't work,0.45649472,- f( tries to autocomplete and writes the function definition (#992),,0
remove spurious print,0.39107597,- Display/println order incorrect (#998),,0
Clean up juliamagic from old cruft from octave code.,0.5872039,"Julia 0.6 fixes, dropping Julia 0.4, switching to MbedTLS instead of Nettle.",,0
Add a bit more info about blocks,0.2505675,- Documentation? (#936),,0
Add support for more scalar types.,0.37715086,Fix more 0.7 deprecations.,"Something is amiss with multi-line input, for now use single-line only.",0
nan,0.9999999,nan,,1
